LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GY
1760386311.759044,2177576.000,31181,1,GY,1,100,0.977
1760386311.798544,2177615.500,31198,2,GY,1,100,-0.763
1760386311.838043,2177655.000,31198,2,GY,1,100,-0.519
1760386311.878042,2177695.000,31214,3,GY,1,100,-1.251
1760386311.918042,2177735.000,31214,3,GY,1,100,-0.580
1760386311.958041,2177775.000,31214,3,GY,1,100,1.801
1760386311.993707,2177810.667,31231,3,GY,1,100,1.648
1760386312.029373,2177846.333,31231,3,GY,1,100,0.824
1760386312.065039,2177882.000,31231,3,GY,1,100,-1.099
1760386312.105039,2177922.000,31249,2,GY,1,100,-3.540
1760386312.145038,2177962.000,31249,2,GY,1,100,-1.587
1760386312.185037,2178002.000,31265,3,GY,1,100,3.174
1760386312.225037,2178042.000,31265,3,GY,1,100,3.418
1760386312.265036,2178082.000,31265,3,GY,1,100,2.838
1760386312.305035,2178122.000,31281,2,GY,1,100,0.427
1760386312.345035,2178162.000,31281,2,GY,1,100,-4.150
1760386312.385034,2178202.000,31299,3,GY,1,100,-5.035
1760386312.425034,2178242.000,31299,3,GY,1,100,-1.343
1760386312.465033,2178282.000,31299,3,GY,1,100,0.763
1760386312.505032,2178322.000,31316,3,GY,1,100,-0.885
1760386312.545032,2178362.000,31316,3,GY,1,100,-2.075
1760386312.585031,2178402.000,31316,3,GY,1,100,-1.648
1760386312.625030,2178442.000,31332,2,GY,1,100,-0.824
1760386312.665030,2178482.000,31332,2,GY,1,100,-0.519
1760386312.705362,2178522.333,31350,3,GY,1,100,-0.305
1760386312.745695,2178562.667,31350,3,GY,1,100,-2.350
1760386312.786028,2178603.000,31350,3,GY,1,100,-1.160
1760386312.826027,2178643.000,31364,2,GY,1,100,-2.106
1760386312.866026,2178683.000,31364,2,GY,1,100,-3.143
1760386312.906026,2178723.000,31383,3,GY,1,100,-0.885
1760386312.946025,2178763.000,31383,3,GY,1,100,0.214
1760386312.986025,2178803.000,31383,3,GY,1,100,0.366
1760386313.026024,2178843.000,31399,2,GY,1,100,-0.275
1760386313.066023,2178883.000,31399,2,GY,1,100,0.397
1760386313.106023,2178923.000,31417,3,GY,1,100,2.441
1760386313.146022,2178963.000,31417,3,GY,1,100,1.007
1760386313.186021,2179003.000,31417,3,GY,1,100,-2.563
1760386313.226021,2179043.000,31431,2,GY,1,100,-0.183
1760386313.266020,2179083.000,31431,2,GY,1,100,-0.916
1760386313.306019,2179123.000,31448,3,GY,1,100,0.092
1760386313.346019,2179163.000,31448,3,GY,1,100,0.458
1760386313.386018,2179203.000,31448,3,GY,1,100,0.336
1760386313.426018,2179243.000,31465,2,GY,1,100,0.000
1760386313.466017,2179283.000,31465,2,GY,1,100,-0.610
1760386313.506016,2179323.000,31482,3,GY,1,100,0.061
1760386313.546016,2179363.000,31482,3,GY,1,100,-0.153
1760386313.586015,2179403.000,31482,3,GY,1,100,-0.366
1760386313.626014,2179443.000,31498,2,GY,1,100,0.000
1760386313.666013,2179483.000,31498,2,GY,1,100,0.183
1760386313.706013,2179523.000,31516,3,GY,1,100,0.183
1760386313.746012,2179563.000,31516,3,GY,1,100,0.702
1760386313.786012,2179603.000,31516,3,GY,1,100,-1.465
1760386313.826011,2179643.000,31532,3,GY,1,100,0.000
1760386313.866010,2179683.000,31532,3,GY,1,100,2.411
1760386313.906010,2179723.000,31532,3,GY,1,100,1.312
1760386313.946009,2179763.000,31549,2,GY,1,100,0.610
1760386313.986008,2179803.000,31549,2,GY,1,100,0.671
1760386314.026008,2179843.000,31563,3,GY,1,100,1.343
1760386314.066007,2179883.000,31563,3,GY,1,100,2.289
1760386314.106006,2179923.000,31563,3,GY,1,100,1.892
1760386314.146006,2179963.000,31583,2,GY,1,100,0.732
1760386314.186005,2180003.000,31583,2,GY,1,100,0.824
1760386314.226005,2180043.000,31599,3,GY,1,100,1.740
1760386314.266004,2180083.000,31599,3,GY,1,100,1.129
1760386314.306003,2180123.000,31599,3,GY,1,100,-0.977
1760386314.346003,2180163.000,31616,2,GY,1,100,-1.953
1760386314.386002,2180203.000,31616,2,GY,1,100,-0.031
1760386314.426001,2180243.000,31632,3,GY,1,100,0.366
1760386314.466001,2180283.000,31632,3,GY,1,100,-0.031
1760386314.506000,2180323.000,31632,3,GY,1,100,-0.885
1760386314.546000,2180363.000,31648,2,GY,1,100,-0.885
1760386314.585999,2180403.000,31648,2,GY,1,100,0.671
1760386314.625665,2180442.667,31666,3,GY,1,100,1.312
1760386314.665331,2180482.333,31666,3,GY,1,100,0.519
1760386314.704997,2180522.000,31666,3,GY,1,100,0.061
1760386314.745496,2180562.500,31684,2,GY,1,100,-0.671
1760386314.785995,2180603.000,31684,2,GY,1,100,-0.854
1760386314.825662,2180642.667,31700,3,GY,1,100,0.519
1760386314.865328,2180682.333,31700,3,GY,1,100,-0.305
1760386314.904994,2180722.000,31700,3,GY,1,100,-0.977
1760386314.944993,2180762.000,31715,2,GY,1,100,-2.258
1760386314.984992,2180802.000,31715,2,GY,1,100,-3.418
1760386315.024992,2180842.000,31734,3,GY,1,100,-1.831
1760386315.064991,2180882.000,31734,3,GY,1,100,-0.092
1760386315.104990,2180922.000,31734,3,GY,1,100,0.580
1760386315.144990,2180962.000,31751,3,GY,1,100,-0.031
1760386315.184989,2181002.000,31751,3,GY,1,100,-1.556
1760386315.224988,2181042.000,31751,3,GY,1,100,-2.686
1760386315.264988,2181082.000,31767,2,GY,1,100,-2.258
1760386315.304987,2181122.000,31767,2,GY,1,100,-0.763
1760386315.340320,2181157.333,31782,3,GY,1,100,0.244
1760386315.375653,2181192.667,31782,3,GY,1,100,-0.122
1760386315.410985,2181228.000,31782,3,GY,1,100,-2.136
1760386315.450985,2181268.000,31799,3,GY,1,100,0.031
1760386315.490984,2181308.000,31799,3,GY,1,100,-0.336
1760386315.530984,2181348.000,31799,3,GY,1,100,-0.885
1760386315.570983,2181388.000,31818,2,GY,1,100,0.946
1760386315.610982,2181428.000,31818,2,GY,1,100,1.343
1760386315.650982,2181468.000,31839,3,GY,1,100,-0.122
1760386315.690981,2181508.000,31839,3,GY,1,100,-1.831
1760386315.730980,2181548.000,31839,3,GY,1,100,-1.587
1760386315.770980,2181588.000,31855,2,GY,1,100,-0.885
1760386315.810979,2181628.000,31855,2,GY,1,100,-0.671
1760386315.850978,2181668.000,31871,3,GY,1,100,0.854
1760386315.890978,2181708.000,31871,3,GY,1,100,4.425
1760386315.930977,2181748.000,31871,3,GY,1,100,-0.397
1760386315.970977,2181788.000,31888,2,GY,1,100,-2.502
1760386316.010976,2181828.000,31888,2,GY,1,100,-3.235
1760386316.050975,2181868.000,31905,3,GY,1,100,-1.709
1760386316.090975,2181908.000,31905,3,GY,1,100,1.434
1760386316.130974,2181948.000,31905,3,GY,1,100,2.045
1760386316.170973,2181988.000,31923,2,GY,1,100,1.709
1760386316.210973,2182028.000,31923,2,GY,1,100,0.305
1760386316.250972,2182068.000,31940,3,GY,1,100,-1.343
1760386316.290971,2182108.000,31940,3,GY,1,100,-0.519
1760386316.330971,2182148.000,31940,3,GY,1,100,0.244
1760386316.370970,2182188.000,31957,2,GY,1,100,-0.885
1760386316.410969,2182228.000,31957,2,GY,1,100,-0.122
1760386316.450969,2182268.000,31974,3,GY,1,100,0.183
1760386316.490968,2182308.000,31974,3,GY,1,100,-0.183
1760386316.530967,2182348.000,31974,3,GY,1,100,-0.305
1760386316.570967,2182388.000,31990,2,GY,1,100,-2.716
1760386316.610966,2182428.000,31990,2,GY,1,100,-2.502
1760386316.650966,2182468.000,32005,3,GY,1,100,0.397
1760386316.690965,2182508.000,32005,3,GY,1,100,1.801
1760386316.730964,2182548.000,32005,3,GY,1,100,0.977
1760386316.770964,2182588.000,32025,3,GY,1,100,0.336
1760386316.810963,2182628.000,32025,3,GY,1,100,1.373
1760386316.850962,2182668.000,32025,3,GY,1,100,1.526
1760386316.890962,2182708.000,32041,2,GY,1,100,-0.214
1760386316.930961,2182748.000,32041,2,GY,1,100,-0.580
1760386316.970960,2182788.000,32058,3,GY,1,100,-0.122
1760386317.010960,2182828.000,32058,3,GY,1,100,-0.732
1760386317.050959,2182868.000,32058,3,GY,1,100,0.671
1760386317.090959,2182908.000,32073,2,GY,1,100,1.190
1760386317.130958,2182948.000,32073,2,GY,1,100,0.366
1760386317.170957,2182988.000,32090,3,GY,1,100,0.183
1760386317.210957,2183028.000,32090,3,GY,1,100,0.885
1760386317.250956,2183068.000,32090,3,GY,1,100,2.258
1760386317.290955,2183108.000,32108,2,GY,1,100,2.136
1760386317.330955,2183148.000,32108,2,GY,1,100,0.366
1760386317.370954,2183188.000,32126,3,GY,1,100,-0.610
1760386317.410953,2183228.000,32126,3,GY,1,100,-0.275
1760386317.450953,2183268.000,32126,3,GY,1,100,0.854
1760386317.490952,2183308.000,32140,2,GY,1,100,1.984
1760386317.530951,2183348.000,32140,2,GY,1,100,0.214
1760386317.570951,2183388.000,32157,3,GY,1,100,-2.747
1760386317.610950,2183428.000,32157,3,GY,1,100,-1.556
1760386317.650949,2183468.000,32157,3,GY,1,100,-0.366
1760386317.690949,2183508.000,32173,2,GY,1,100,0.671
1760386317.730948,2183548.000,32173,2,GY,1,100,0.793
1760386317.770947,2183588.000,32193,3,GY,1,100,-1.160
1760386317.810947,2183628.000,32193,3,GY,1,100,-1.801
1760386317.850946,2183668.000,32193,3,GY,1,100,-0.732
1760386317.890946,2183708.000,32207,2,GY,1,100,0.336
1760386317.930945,2183748.000,32207,2,GY,1,100,-0.061
1760386317.970944,2183788.000,32224,3,GY,1,100,0.092
1760386318.010944,2183828.000,32224,3,GY,1,100,-0.946
1760386318.050943,2183868.000,32224,3,GY,1,100,0.061
1760386318.090942,2183908.000,32241,3,GY,1,100,-0.641
1760386318.130942,2183948.000,32241,3,GY,1,100,-1.282
1760386318.170941,2183988.000,32241,3,GY,1,100,-2.319
1760386318.210941,2184028.000,32258,2,GY,1,100,-2.563
1760386318.250940,2184068.000,32258,2,GY,1,100,0.397
1760386318.290939,2184108.000,32272,3,GY,1,100,1.251
1760386318.330939,2184148.000,32272,3,GY,1,100,0.916
1760386318.370938,2184188.000,32272,3,GY,1,100,-0.122
