LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SR
1760385418.209653,1284024.000,13856,1,SR,1,100,0.066667
1760385418.810651,1284625.000,13959,1,SR,1,100,0.066667
1760385419.542649,1285357.000,14093,1,SR,1,100,0.133333
1760385419.943647,1285758.000,14180,1,SR,1,100,0.266667
1760385420.476646,1286291.000,14230,1,SR,1,100,0.066667
1760385420.809644,1286624.000,14335,1,SR,1,100,0.266667
1760385421.476642,1287291.000,14438,1,SR,1,100,0.200000
1760385421.809641,1287624.000,14460,1,SR,1,100,0.066667
1760385422.009641,1287824.000,14527,1,SR,1,100,0.200000
1760385422.342640,1288157.000,14560,1,SR,1,100,0.133333
1760385422.609639,1288424.000,14630,1,SR,1,100,0.266667
1760385423.009638,1288824.000,14683,1,SR,1,100,0.133333
1760385423.409636,1289224.000,14751,1,SR,1,100,0.133333
1760385424.209634,1290024.000,14887,1,SR,1,100,0.133333
1760385424.475633,1290290.000,14956,1,SR,1,100,0.266667
1760385425.142631,1290957.000,15024,1,SR,1,100,0.066667
1760385425.609629,1291424.000,15115,1,SR,1,100,0.066667
1760385425.942628,1291757.000,15201,1,SR,1,100,0.200000
1760385426.275627,1292090.000,15254,1,SR,1,100,0.266667
1760385426.808625,1292623.000,15323,1,SR,1,100,0.133333
1760385427.208624,1293023.000,15424,1,SR,1,100,0.333333
1760385427.808622,1293623.000,15494,1,SR,1,100,0.066667
1760385428.008622,1293823.000,15528,1,SR,1,100,0.133333
1760385428.541620,1294356.000,15614,1,SR,1,100,0.066667
1760385430.075615,1295890.000,16020,1,SR,1,100,1.000000
1760385431.742610,1297557.000,16140,1,SR,1,100,0.066667
1760385432.208608,1298023.000,16241,1,SR,1,100,0.200000
1760385432.542607,1298357.000,16277,1,SR,1,100,0.066667
1760385432.742607,1298557.000,16378,1,SR,1,100,0.466667
1760385433.341605,1299156.000,16413,1,SR,1,100,0.066667
1760385433.541604,1299356.000,16449,1,SR,1,100,0.133333
1760385433.808603,1299623.000,16516,1,SR,1,100,0.266667
1760385434.341602,1300156.000,16585,1,SR,1,100,0.066667
1760385434.541601,1300356.000,16621,1,SR,1,100,0.066667
