LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MX
1760380768.721597,73605.000,10029,1,MX,1,100,-5
1760380768.761596,73645.000,10051,2,MX,1,100,-5
1760380768.801595,73685.000,10051,2,MX,1,100,-6
1760380768.841594,73725.000,10068,3,MX,1,100,-6
1760380768.881593,73765.000,10068,3,MX,1,100,-6
1760380768.921593,73805.000,10068,3,MX,1,100,-6
1760380768.961092,73844.500,10086,2,MX,1,100,-6
1760380769.000591,73884.000,10086,2,MX,1,100,-4
1760380769.040924,73924.333,10101,3,MX,1,100,-2
1760380769.081256,73964.667,10101,3,MX,1,100,-2
1760380769.121588,74005.000,10101,3,MX,1,100,-3
1760380769.161088,74044.500,10118,2,MX,1,100,-3
1760380769.200587,74084.000,10118,2,MX,1,100,-5
1760380769.240586,74124.000,10135,3,MX,1,100,-8
1760380769.280585,74164.000,10135,3,MX,1,100,-8
1760380769.320585,74204.000,10135,3,MX,1,100,-7
1760380769.361084,74244.500,10153,2,MX,1,100,-5
1760380769.401583,74285.000,10153,2,MX,1,100,-5
1760380769.441582,74325.000,10169,3,MX,1,100,-6
1760380769.481581,74365.000,10169,3,MX,1,100,-5
1760380769.521580,74405.000,10169,3,MX,1,100,-7
1760380769.561579,74445.000,10185,3,MX,1,100,-7
1760380769.601579,74485.000,10185,3,MX,1,100,-6
1760380769.641578,74525.000,10185,3,MX,1,100,-4
1760380769.681577,74565.000,10202,2,MX,1,100,-2
1760380769.721576,74605.000,10202,2,MX,1,100,-2
1760380769.761575,74645.000,10219,3,MX,1,100,-1
1760380769.801574,74685.000,10219,3,MX,1,100,-2
1760380769.841574,74725.000,10219,3,MX,1,100,-3
1760380769.881573,74765.000,10235,2,MX,1,100,-5
1760380769.921572,74805.000,10235,2,MX,1,100,-5
1760380769.961571,74845.000,10252,3,MX,1,100,-6
1760380770.001570,74885.000,10252,3,MX,1,100,-5
1760380770.041569,74925.000,10252,3,MX,1,100,-5
1760380770.081569,74965.000,10270,2,MX,1,100,-5
1760380770.121568,75005.000,10270,2,MX,1,100,-4
1760380770.161567,75045.000,10286,3,MX,1,100,-5
1760380770.201566,75085.000,10286,3,MX,1,100,-5
1760380770.241565,75125.000,10286,3,MX,1,100,-6
1760380770.281564,75165.000,10303,2,MX,1,100,-5
1760380770.321564,75205.000,10303,2,MX,1,100,-4
1760380770.361563,75245.000,10317,3,MX,1,100,-4
1760380770.401562,75285.000,10317,3,MX,1,100,-4
1760380770.441561,75325.000,10317,3,MX,1,100,-2
1760380770.481560,75365.000,10335,2,MX,1,100,-2
1760380770.521559,75405.000,10335,2,MX,1,100,-3
1760380770.561559,75445.000,10351,3,MX,1,100,-4
1760380770.601558,75485.000,10351,3,MX,1,100,-6
1760380770.641557,75525.000,10351,3,MX,1,100,-7
1760380770.681556,75565.000,10370,2,MX,1,100,-7
1760380770.721555,75605.000,10370,2,MX,1,100,-6
1760380770.761555,75645.000,10385,3,MX,1,100,-8
1760380770.801554,75685.000,10385,3,MX,1,100,-9
1760380770.841553,75725.000,10385,3,MX,1,100,-10
1760380770.881552,75765.000,10402,3,MX,1,100,-13
1760380770.921551,75805.000,10402,3,MX,1,100,-15
1760380770.961550,75845.000,10402,3,MX,1,100,-17
1760380771.001550,75885.000,10418,2,MX,1,100,-18
1760380771.041549,75925.000,10418,2,MX,1,100,-17
1760380771.081548,75965.000,10438,3,MX,1,100,-15
1760380771.121547,76005.000,10438,3,MX,1,100,-15
1760380771.161546,76045.000,10438,3,MX,1,100,-17
1760380771.201545,76085.000,10452,2,MX,1,100,-17
1760380771.241545,76125.000,10452,2,MX,1,100,-20
1760380771.281544,76165.000,10469,3,MX,1,100,-22
1760380771.321543,76205.000,10469,3,MX,1,100,-20
1760380771.361542,76245.000,10469,3,MX,1,100,-18
1760380771.401541,76285.000,10485,2,MX,1,100,-16
1760380771.441540,76325.000,10485,2,MX,1,100,-14
