LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1760380768.723597,73607,10022,4,EM,1,100,RS,RB,2025-10-13_14-39-28-425280.csv,PS
1760380768.924593,73808,10054,4,EM,1,100,RS,RB,2025-10-13_14-39-28-425280.csv,PS
1760380769.125588,74009,10089,4,EM,1,100,RS,RB,2025-10-13_14-39-28-425280.csv,PS
1760380769.327584,74211,10121,4,EM,1,100,RS,RB,2025-10-13_14-39-28-425280.csv,PS
1760380769.527580,74411,10156,4,EM,1,100,RS,RB,2025-10-13_14-39-28-425280.csv,PS
1760380769.728576,74612,10188,4,EM,1,100,RS,RB,2025-10-13_14-39-28-425280.csv,PS
1760380769.929572,74813,10222,4,EM,1,100,RS,RB,2025-10-13_14-39-28-425280.csv,PS
1760380770.130568,75014,10255,4,EM,1,100,RS,RB,2025-10-13_14-39-28-425280.csv,PS
1760380770.331563,75215,10289,4,EM,1,100,RS,RB,2025-10-13_14-39-28-425280.csv,PS
1760380770.534559,75418,10320,4,EM,1,100,RS,RB,2025-10-13_14-39-28-425280.csv,PS
1760380770.735555,75619,10354,4,EM,1,100,RS,RB,2025-10-13_14-39-28-425280.csv,PS
1760380770.936551,75820,10388,4,EM,1,100,RS,RB,2025-10-13_14-39-28-425280.csv,PS
1760380771.137547,76021,10421,4,EM,1,100,RS,RB,2025-10-13_14-39-28-425280.csv,PS
1760380771.338543,76222,10455,4,EM,1,100,RS,RB,2025-10-13_14-39-28-425280.csv,PS
1760380771.540539,76424,10488,4,EM,1,100,RS,RB,2025-10-13_14-39-28-425280.csv,PS
1760380771.741534,76625,10520,4,EM,1,100,RS,RB,2025-10-13_14-39-28-425280.csv,PS
1760380771.942530,76826,10554,4,EM,1,100,RS,RB,2025-10-13_14-39-28-425280.csv,PS
1760380772.143526,77027,10586,4,EM,1,100,RS,RB,2025-10-13_14-39-28-425280.csv,PS
1760380772.344522,77228,10623,4,EM,1,100,RS,RB,2025-10-13_14-39-28-425280.csv,PS
1760380772.548518,77432,10657,4,EM,1,100,RS,RB,2025-10-13_14-39-28-425280.csv,PS
1760380772.748513,77632,10690,4,EM,1,100,RS,RB,2025-10-13_14-39-28-425280.csv,PS
