TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
1516147.000000,1598014.000000,1760382211.259930,1760382293.125342,25,1.50146e+06,1.63324e+06,1.12.2
