LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1760385711.206404,1577023.000,62470,1,PI,1,100,143213
1760385711.246405,1577063.000,62475,2,PI,1,100,143217
1760385711.286407,1577103.000,62475,2,PI,1,100,143209
1760385711.326409,1577143.000,62492,3,PI,1,100,143198
1760385711.366410,1577183.000,62492,3,PI,1,100,143187
1760385711.406412,1577223.000,62492,3,PI,1,100,143202
1760385711.446414,1577263.000,62509,3,PI,1,100,143186
1760385711.486415,1577303.000,62509,3,PI,1,100,143199
1760385711.526417,1577343.000,62509,3,PI,1,100,143198
1760385711.566419,1577383.000,62526,2,PI,1,100,143193
1760385711.606421,1577423.000,62526,2,PI,1,100,143191
1760385711.646422,1577463.000,62540,3,PI,1,100,143220
1760385711.686424,1577503.000,62540,3,PI,1,100,143210
1760385711.726425,1577543.000,62540,3,PI,1,100,143204
1760385711.766427,1577583.000,62557,2,PI,1,100,143203
1760385711.806429,1577623.000,62557,2,PI,1,100,143205
1760385711.846431,1577663.000,62576,3,PI,1,100,143188
1760385711.886432,1577703.000,62576,3,PI,1,100,143201
1760385711.926434,1577743.000,62576,3,PI,1,100,143208
1760385711.966435,1577783.000,62593,2,PI,1,100,143228
1760385712.006437,1577823.000,62593,2,PI,1,100,143207
1760385712.049689,1577866.250,62613,4,PI,1,100,143215
1760385712.092941,1577909.500,62613,4,PI,1,100,143203
1760385712.136193,1577952.750,62613,4,PI,1,100,143187
1760385712.179445,1577996.000,62613,4,PI,1,100,143187
1760385712.219446,1578036.000,62630,3,PI,1,100,143189
1760385712.259448,1578076.000,62630,3,PI,1,100,143207
1760385712.299449,1578116.000,62630,3,PI,1,100,143192
1760385712.339451,1578156.000,62646,3,PI,1,100,143195
1760385712.379453,1578196.000,62646,3,PI,1,100,143184
1760385712.419455,1578236.000,62646,3,PI,1,100,143199
1760385712.459456,1578276.000,62664,2,PI,1,100,143202
1760385712.499458,1578316.000,62664,2,PI,1,100,143202
1760385712.539459,1578356.000,62680,3,PI,1,100,143200
1760385712.579461,1578396.000,62680,3,PI,1,100,143209
1760385712.619463,1578436.000,62680,3,PI,1,100,143216
1760385712.659465,1578476.000,62699,2,PI,1,100,143209
1760385712.699466,1578516.000,62699,2,PI,1,100,143191
1760385712.739468,1578556.000,62715,3,PI,1,100,143181
1760385712.779469,1578596.000,62715,3,PI,1,100,143186
1760385712.819471,1578636.000,62715,3,PI,1,100,143170
1760385712.859473,1578676.000,62731,2,PI,1,100,143164
1760385712.899475,1578716.000,62731,2,PI,1,100,143177
1760385712.939476,1578756.000,62747,3,PI,1,100,143178
1760385712.979478,1578796.000,62747,3,PI,1,100,143176
1760385713.019480,1578836.000,62747,3,PI,1,100,143183
1760385713.059481,1578876.000,62766,2,PI,1,100,143181
1760385713.099483,1578916.000,62766,2,PI,1,100,143180
1760385713.139485,1578956.000,62785,3,PI,1,100,143185
1760385713.179486,1578996.000,62785,3,PI,1,100,143178
1760385713.219488,1579036.000,62785,3,PI,1,100,143188
1760385713.259490,1579076.000,62800,2,PI,1,100,143200
1760385713.299491,1579116.000,62800,2,PI,1,100,143212
1760385713.339493,1579156.000,62816,3,PI,1,100,143175
1760385713.379495,1579196.000,62816,3,PI,1,100,143180
1760385713.419496,1579236.000,62816,3,PI,1,100,143185
1760385713.459498,1579276.000,62836,2,PI,1,100,143169
1760385713.499500,1579316.000,62836,2,PI,1,100,143170
1760385713.539501,1579356.000,62852,3,PI,1,100,143182
1760385713.579503,1579396.000,62852,3,PI,1,100,143176
1760385713.619505,1579436.000,62852,3,PI,1,100,143167
1760385713.659506,1579476.000,62867,2,PI,1,100,143194
1760385713.699508,1579516.000,62867,2,PI,1,100,143186
1760385713.739510,1579556.000,62883,3,PI,1,100,143191
1760385713.779511,1579596.000,62883,3,PI,1,100,143199
1760385713.819513,1579636.000,62883,3,PI,1,100,143197
1760385713.859515,1579676.000,62901,3,PI,1,100,143205
1760385713.899516,1579716.000,62901,3,PI,1,100,143199
1760385713.939518,1579756.000,62901,3,PI,1,100,143202
1760385713.979520,1579796.000,62917,2,PI,1,100,143213
1760385714.019521,1579836.000,62917,2,PI,1,100,143213
1760385714.059523,1579876.000,62933,3,PI,1,100,143201
1760385714.099525,1579916.000,62933,3,PI,1,100,143204
