LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SA
1760385212.565344,1078378.000,44867,1,SA,1,100,0.000122
1760385213.499311,1079312.000,45002,1,SA,1,100,0.000028
1760385213.765302,1079578.000,45069,1,SA,1,100,0.000099
1760385214.165289,1079978.000,45124,1,SA,1,100,0.000142
1760385214.632272,1080445.000,45191,1,SA,1,100,0.000084
1760385215.098256,1080911.000,45261,1,SA,1,100,0.000057
1760385215.365247,1081178.000,45328,1,SA,1,100,0.000128
1760385215.832231,1081645.000,45386,1,SA,1,100,0.000087
1760385216.298215,1082111.000,45455,1,SA,1,100,0.000071
1760385216.698201,1082511.000,45524,1,SA,1,100,0.000060
1760385217.098187,1082911.000,45594,1,SA,1,100,0.000053
1760385217.498173,1083311.000,45663,1,SA,1,100,0.000059
1760385217.898160,1083711.000,45730,1,SA,1,100,0.000049
1760385218.298146,1084111.000,45799,1,SA,1,100,0.000054
1760385218.698132,1084511.000,45883,1,SA,1,100,0.000047
1760385219.031121,1084844.000,45936,1,SA,1,100,0.000110
1760385219.498105,1085311.000,46021,1,SA,1,100,0.000048
1760385219.831093,1085644.000,46090,1,SA,1,100,0.000096
1760385220.231079,1086044.000,46141,1,SA,1,100,0.000107
1760385220.631065,1086444.000,46210,1,SA,1,100,0.000108
1760385221.098049,1086911.000,46289,1,SA,1,100,0.000090
1760385221.564033,1087377.000,46358,1,SA,1,100,0.000032
1760385221.964020,1087777.000,46425,1,SA,1,100,0.000032
1760385222.365006,1088178.000,46477,1,SA,1,100,0.000032
1760385222.696994,1088510.000,46562,1,SA,1,100,0.000140
1760385223.164978,1088978.000,46631,1,SA,1,100,0.000068
1760385223.564964,1089378.000,46698,1,SA,1,100,0.000069
1760385223.964950,1089778.000,46767,1,SA,1,100,0.000059
1760385224.363937,1090177.000,46817,1,SA,1,100,0.000038
1760385224.763923,1090577.000,46887,1,SA,1,100,0.000056
1760385225.163909,1090977.000,46954,1,SA,1,100,0.000070
1760385225.563895,1091377.000,47023,1,SA,1,100,0.000093
1760385225.963881,1091777.000,47112,1,SA,1,100,0.000105
1760385226.429865,1092243.000,47169,1,SA,1,100,0.000068
1760385226.829852,1092643.000,47253,1,SA,1,100,0.000059
1760385227.163840,1092977.000,47305,1,SA,1,100,0.000128
1760385227.629824,1093443.000,47389,1,SA,1,100,0.000054
1760385227.963812,1093777.000,47441,1,SA,1,100,0.000110
1760385228.429796,1094243.000,47528,1,SA,1,100,0.000049
1760385228.762785,1094576.000,47578,1,SA,1,100,0.000135
1760385229.229769,1095043.000,47664,1,SA,1,100,0.000064
1760385229.562757,1095376.000,47733,1,SA,1,100,0.000116
1760385229.962744,1095776.000,47784,1,SA,1,100,0.000153
1760385230.496725,1096310.000,47853,1,SA,1,100,0.000036
1760385230.896711,1096710.000,47920,1,SA,1,100,0.000033
1760385231.295697,1097109.000,47998,1,SA,1,100,0.000045
1760385231.696684,1097510.000,48065,1,SA,1,100,0.000049
1760385232.096670,1097910.000,48135,1,SA,1,100,0.000080
1760385232.496656,1098310.000,48202,1,SA,1,100,0.000052
1760385232.962640,1098776.000,48271,1,SA,1,100,0.000032
1760385233.229631,1099043.000,48338,1,SA,1,100,0.000127
1760385233.762612,1099576.000,48408,1,SA,1,100,0.000013
1760385234.029603,1099843.000,48475,1,SA,1,100,0.000129
1760385234.429589,1100243.000,48528,1,SA,1,100,0.000103
1760385234.895573,1100709.000,48611,1,SA,1,100,0.000062
1760385235.362557,1101176.000,48680,1,SA,1,100,0.000036
1760385235.762543,1101576.000,48748,1,SA,1,100,0.000061
1760385236.162529,1101976.000,48819,1,SA,1,100,0.000066
1760385236.562516,1102376.000,48877,1,SA,1,100,0.000061
1760385236.962502,1102776.000,48946,1,SA,1,100,0.000080
1760385237.362488,1103176.000,49013,1,SA,1,100,0.000069
1760385237.762474,1103576.000,49083,1,SA,1,100,0.000085
1760385238.161461,1103975.000,49150,1,SA,1,100,0.000052
1760385238.561447,1104375.000,49219,1,SA,1,100,0.000080
1760385238.961433,1104775.000,49302,1,SA,1,100,0.000061
