LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AZ
1760384801.634558,667447.000,42262,3,AZ,1,100,0.273
1760384801.634558,667447.000,42262,3,AZ,1,100,0.256
1760384801.634558,667447.000,42262,3,AZ,1,100,0.237
1760384801.674357,667486.800,42284,5,AZ,1,100,0.241
1760384801.714156,667526.600,42284,5,AZ,1,100,0.241
1760384801.753954,667566.400,42284,5,AZ,1,100,0.237
1760384801.793753,667606.200,42284,5,AZ,1,100,0.239
1760384801.833552,667646.000,42284,5,AZ,1,100,0.238
1760384801.873550,667686.000,42301,3,AZ,1,100,0.239
1760384801.913549,667726.000,42301,3,AZ,1,100,0.241
1760384801.953548,667766.000,42301,3,AZ,1,100,0.259
1760384801.993547,667806.000,42318,2,AZ,1,100,0.257
1760384802.033545,667846.000,42318,2,AZ,1,100,0.263
1760384802.073544,667886.000,42334,3,AZ,1,100,0.260
1760384802.113543,667926.000,42334,3,AZ,1,100,0.253
1760384802.153542,667966.000,42334,3,AZ,1,100,0.252
1760384802.193540,668006.000,42350,2,AZ,1,100,0.247
1760384802.233539,668046.000,42350,2,AZ,1,100,0.256
1760384802.273538,668086.000,42366,3,AZ,1,100,0.253
1760384802.313536,668126.000,42366,3,AZ,1,100,0.243
1760384802.353535,668166.000,42366,3,AZ,1,100,0.231
1760384802.393867,668206.333,42383,3,AZ,1,100,0.208
1760384802.434199,668246.667,42383,3,AZ,1,100,0.222
1760384802.474531,668287.000,42383,3,AZ,1,100,0.225
1760384802.514030,668326.500,42399,2,AZ,1,100,0.232
1760384802.553529,668366.000,42399,2,AZ,1,100,0.247
1760384802.593861,668406.333,42417,3,AZ,1,100,0.275
1760384802.634193,668446.667,42417,3,AZ,1,100,0.258
1760384802.674525,668487.000,42417,3,AZ,1,100,0.235
1760384802.714024,668526.500,42431,2,AZ,1,100,0.235
1760384802.753522,668566.000,42431,2,AZ,1,100,0.250
1760384802.793521,668606.000,42448,3,AZ,1,100,0.281
1760384802.833520,668646.000,42448,3,AZ,1,100,0.282
1760384802.873518,668686.000,42448,3,AZ,1,100,0.289
1760384802.913517,668726.000,42465,2,AZ,1,100,0.276
1760384802.953516,668766.000,42465,2,AZ,1,100,0.246
1760384802.993848,668806.333,42482,3,AZ,1,100,0.237
1760384803.034180,668846.667,42482,3,AZ,1,100,0.240
1760384803.074512,668887.000,42482,3,AZ,1,100,0.232
1760384803.114011,668926.500,42496,2,AZ,1,100,0.244
1760384803.153510,668966.000,42496,2,AZ,1,100,0.263
1760384803.193842,669006.333,42514,3,AZ,1,100,0.255
1760384803.234174,669046.667,42514,3,AZ,1,100,0.262
1760384803.274506,669087.000,42514,3,AZ,1,100,0.268
1760384803.314004,669126.500,42530,2,AZ,1,100,0.254
1760384803.353503,669166.000,42530,2,AZ,1,100,0.256
1760384803.393502,669206.000,42547,3,AZ,1,100,0.257
1760384803.433501,669246.000,42547,3,AZ,1,100,0.249
1760384803.473500,669286.000,42547,3,AZ,1,100,0.254
1760384803.513498,669326.000,42561,2,AZ,1,100,0.258
1760384803.553497,669366.000,42561,2,AZ,1,100,0.272
1760384803.593496,669406.000,42579,3,AZ,1,100,0.261
1760384803.633494,669446.000,42579,3,AZ,1,100,0.244
1760384803.673493,669486.000,42579,3,AZ,1,100,0.238
1760384803.713492,669526.000,42595,3,AZ,1,100,0.244
