LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1760380768.828595,73712.000,10038,3,PI,1,100,170903
1760380768.828595,73712.000,10038,3,PI,1,100,170902
1760380768.828595,73712.000,10038,3,PI,1,100,170940
1760380768.868594,73752.000,10055,2,PI,1,100,170980
1760380768.908593,73792.000,10055,2,PI,1,100,171105
1760380768.948592,73832.000,10073,3,PI,1,100,171108
1760380768.988591,73872.000,10073,3,PI,1,100,171009
1760380769.028590,73912.000,10073,3,PI,1,100,170886
1760380769.068590,73952.000,10090,2,PI,1,100,170643
1760380769.108589,73992.000,10090,2,PI,1,100,170581
1760380769.148588,74032.000,10105,3,PI,1,100,170576
1760380769.188587,74072.000,10105,3,PI,1,100,170584
1760380769.228586,74112.000,10105,3,PI,1,100,170670
1760380769.268585,74152.000,10122,2,PI,1,100,170737
1760380769.308585,74192.000,10122,2,PI,1,100,170829
1760380769.355084,74238.500,10140,2,PI,1,100,170786
1760380769.401583,74285.000,10140,2,PI,1,100,170730
1760380769.441582,74325.000,10158,3,PI,1,100,170627
1760380769.481581,74365.000,10158,3,PI,1,100,170602
1760380769.521580,74405.000,10158,3,PI,1,100,170556
1760380769.561579,74445.000,10172,2,PI,1,100,170479
1760380769.601579,74485.000,10172,2,PI,1,100,170536
1760380769.641578,74525.000,10189,3,PI,1,100,170525
1760380769.681577,74565.000,10189,3,PI,1,100,170455
1760380769.721576,74605.000,10189,3,PI,1,100,170324
1760380769.761575,74645.000,10206,3,PI,1,100,170165
1760380769.801574,74685.000,10206,3,PI,1,100,170170
1760380769.841574,74725.000,10206,3,PI,1,100,170230
1760380769.881573,74765.000,10223,2,PI,1,100,170356
1760380769.921572,74805.000,10223,2,PI,1,100,170513
1760380769.961571,74845.000,10240,3,PI,1,100,170542
1760380770.001570,74885.000,10240,3,PI,1,100,170559
1760380770.041569,74925.000,10240,3,PI,1,100,170499
1760380770.081569,74965.000,10257,2,PI,1,100,170371
1760380770.121568,75005.000,10257,2,PI,1,100,170272
