LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BV
1760386316.082975,2181900.000,31910,1,BV,1,100,3.60
1760386321.082894,2186900.000,32736,1,BV,1,100,3.60
1760386326.081814,2191899.000,33564,1,BV,1,100,3.60
1760386331.081733,2196899.000,34389,1,BV,1,100,3.60
1760386336.080653,2201898.000,35208,1,BV,1,100,3.59
1760386341.080573,2206898.000,36031,1,BV,1,100,3.59
1760386346.079492,2211897.000,36838,1,BV,1,100,3.60
1760386351.079412,2216897.000,37664,1,BV,1,100,3.59
1760386356.078332,2221896.000,38492,1,BV,1,100,3.59
1760386361.078251,2226896.000,39312,1,BV,1,100,3.59
1760386366.077171,2231895.000,40139,1,BV,1,100,3.59
1760386371.077091,2236895.000,40948,1,BV,1,100,3.60
1760386376.076010,2241894.000,41770,1,BV,1,100,3.59
1760386381.075930,2246894.000,42593,1,BV,1,100,3.60
1760386386.074849,2251893.000,43420,1,BV,1,100,3.60
1760386391.074769,2256893.000,44243,1,BV,1,100,3.59
1760386396.073689,2261892.000,45065,1,BV,1,100,3.59
1760386401.073608,2266892.000,45889,1,BV,1,100,3.59
1760386406.072528,2271891.000,46693,1,BV,1,100,3.59
1760386411.072447,2276891.000,47519,1,BV,1,100,3.59
1760386416.071367,2281890.000,48343,1,BV,1,100,3.59
1760386421.071286,2286890.000,49167,1,BV,1,100,3.59
1760386426.070206,2291889.000,49992,1,BV,1,100,3.59
1760386431.070126,2296889.000,50814,1,BV,1,100,3.59
1760386436.069045,2301888.000,51623,1,BV,1,100,3.60
1760386441.068965,2306888.000,52446,1,BV,1,100,3.59
