LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1760386311.773044,2177590.000,31174,1,PI,1,100,150701
1760386311.812543,2177629.500,31187,2,PI,1,100,150710
1760386311.852043,2177669.000,31187,2,PI,1,100,150718
1760386311.892042,2177709.000,31204,3,PI,1,100,150712
1760386311.932041,2177749.000,31204,3,PI,1,100,150708
1760386311.972041,2177789.000,31204,3,PI,1,100,150726
1760386312.012040,2177829.000,31221,2,PI,1,100,150727
1760386312.052040,2177869.000,31221,2,PI,1,100,150717
1760386312.092039,2177909.000,31238,3,PI,1,100,150753
1760386312.132038,2177949.000,31238,3,PI,1,100,150743
1760386312.172038,2177989.000,31238,3,PI,1,100,150722
1760386312.212037,2178029.000,31254,2,PI,1,100,150710
1760386312.252036,2178069.000,31254,2,PI,1,100,150711
1760386312.292036,2178109.000,31271,3,PI,1,100,150700
1760386312.332035,2178149.000,31271,3,PI,1,100,150723
1760386312.372034,2178189.000,31271,3,PI,1,100,150738
1760386312.412034,2178229.000,31289,2,PI,1,100,150751
1760386312.452033,2178269.000,31289,2,PI,1,100,150756
1760386312.492033,2178309.000,31305,3,PI,1,100,150772
1760386312.532032,2178349.000,31305,3,PI,1,100,150776
1760386312.572031,2178389.000,31305,3,PI,1,100,150788
1760386312.612031,2178429.000,31321,2,PI,1,100,150807
1760386312.652030,2178469.000,31321,2,PI,1,100,150811
1760386312.696696,2178513.667,31339,3,PI,1,100,150807
1760386312.741362,2178558.333,31339,3,PI,1,100,150784
1760386312.786028,2178603.000,31339,3,PI,1,100,150761
1760386312.826027,2178643.000,31355,2,PI,1,100,150776
1760386312.866026,2178683.000,31355,2,PI,1,100,150779
1760386312.906026,2178723.000,31372,3,PI,1,100,150792
1760386312.946025,2178763.000,31372,3,PI,1,100,150798
1760386312.986025,2178803.000,31372,3,PI,1,100,150804
1760386313.026024,2178843.000,31388,2,PI,1,100,150810
1760386313.066023,2178883.000,31388,2,PI,1,100,150825
1760386313.106023,2178923.000,31406,3,PI,1,100,150839
1760386313.146022,2178963.000,31406,3,PI,1,100,150831
1760386313.186021,2179003.000,31406,3,PI,1,100,150835
1760386313.226021,2179043.000,31422,2,PI,1,100,150811
1760386313.266020,2179083.000,31422,2,PI,1,100,150792
1760386313.306019,2179123.000,31437,3,PI,1,100,150782
1760386313.346019,2179163.000,31437,3,PI,1,100,150775
1760386313.386018,2179203.000,31437,3,PI,1,100,150760
1760386313.426018,2179243.000,31454,2,PI,1,100,150772
1760386313.466017,2179283.000,31454,2,PI,1,100,150773
1760386313.506016,2179323.000,31471,3,PI,1,100,150762
1760386313.546016,2179363.000,31471,3,PI,1,100,150786
1760386313.586015,2179403.000,31471,3,PI,1,100,150790
1760386313.626014,2179443.000,31489,2,PI,1,100,150807
1760386313.666013,2179483.000,31489,2,PI,1,100,150815
1760386313.706013,2179523.000,31505,3,PI,1,100,150813
1760386313.746012,2179563.000,31505,3,PI,1,100,150783
1760386313.786012,2179603.000,31505,3,PI,1,100,150746
1760386313.826011,2179643.000,31521,3,PI,1,100,150735
1760386313.866010,2179683.000,31521,3,PI,1,100,150725
1760386313.906010,2179723.000,31521,3,PI,1,100,150702
1760386313.946009,2179763.000,31538,2,PI,1,100,150691
