LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AX
1760384359.412641,225224.000,34901,1,AX,1,100,-0.070
1760384359.452640,225264.000,34917,2,AX,1,100,-0.066
1760384359.492640,225304.000,34917,2,AX,1,100,-0.134
1760384359.528306,225339.667,34934,3,AX,1,100,-0.418
1760384359.563972,225375.333,34934,3,AX,1,100,-0.596
1760384359.599638,225411.000,34934,3,AX,1,100,-0.590
1760384359.639637,225451.000,34951,3,AX,1,100,-0.608
1760384359.679636,225491.000,34951,3,AX,1,100,-0.307
1760384359.719635,225531.000,34951,3,AX,1,100,-0.198
1760384359.759635,225571.000,34968,2,AX,1,100,-0.085
1760384359.799634,225611.000,34968,2,AX,1,100,-0.023
1760384359.839633,225651.000,34984,3,AX,1,100,0.195
1760384359.879633,225691.000,34984,3,AX,1,100,0.424
1760384359.919632,225731.000,34984,3,AX,1,100,0.454
1760384359.959631,225771.000,35002,2,AX,1,100,0.655
1760384359.999630,225811.000,35002,2,AX,1,100,1.006
1760384360.039630,225851.000,35018,3,AX,1,100,0.743
1760384360.079629,225891.000,35018,3,AX,1,100,0.374
1760384360.119628,225931.000,35018,3,AX,1,100,-0.047
1760384360.159628,225971.000,35035,2,AX,1,100,-0.191
1760384360.199627,226011.000,35035,2,AX,1,100,-0.194
1760384360.239626,226051.000,35052,3,AX,1,100,-0.376
1760384360.279625,226091.000,35052,3,AX,1,100,-0.184
1760384360.319625,226131.000,35052,3,AX,1,100,-0.325
1760384360.359624,226171.000,35069,2,AX,1,100,-0.460
1760384360.399623,226211.000,35069,2,AX,1,100,-0.426
1760384360.439623,226251.000,35085,3,AX,1,100,-0.438
1760384360.479622,226291.000,35085,3,AX,1,100,-0.396
1760384360.519621,226331.000,35085,3,AX,1,100,-0.018
1760384360.559620,226371.000,35102,3,AX,1,100,0.045
1760384360.599620,226411.000,35102,3,AX,1,100,0.154
1760384360.639619,226451.000,35102,3,AX,1,100,0.231
1760384360.679618,226491.000,35121,2,AX,1,100,0.288
1760384360.719618,226531.000,35121,2,AX,1,100,0.254
1760384360.759617,226571.000,35138,3,AX,1,100,0.654
