LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MY
1760381148.200310,453087.000,7336,1,MY,1,100,-40
1760381148.240311,453127.000,7354,2,MY,1,100,-39
1760381148.280311,453167.000,7354,2,MY,1,100,-39
1760381148.320311,453207.000,7369,3,MY,1,100,-39
1760381148.360312,453247.000,7369,3,MY,1,100,-40
1760381148.400312,453287.000,7369,3,MY,1,100,-39
1760381148.440312,453327.000,7386,2,MY,1,100,-38
1760381148.480313,453367.000,7386,2,MY,1,100,-39
1760381148.520313,453407.000,7405,3,MY,1,100,-37
1760381148.560313,453447.000,7405,3,MY,1,100,-39
1760381148.600313,453487.000,7405,3,MY,1,100,-40
1760381148.640314,453527.000,7421,3,MY,1,100,-38
1760381148.680314,453567.000,7421,3,MY,1,100,-39
1760381148.720315,453607.000,7421,3,MY,1,100,-39
1760381148.760315,453647.000,7437,2,MY,1,100,-41
1760381148.800315,453687.000,7437,2,MY,1,100,-40
1760381148.840315,453727.000,7453,3,MY,1,100,-39
1760381148.880316,453767.000,7453,3,MY,1,100,-40
1760381148.920316,453807.000,7453,3,MY,1,100,-39
1760381148.960316,453847.000,7470,2,MY,1,100,-39
1760381149.000317,453887.000,7470,2,MY,1,100,-38
1760381149.040317,453927.000,7487,3,MY,1,100,-40
1760381149.080317,453967.000,7487,3,MY,1,100,-39
1760381149.120317,454007.000,7487,3,MY,1,100,-37
1760381149.160318,454047.000,7502,2,MY,1,100,-39
1760381149.200318,454087.000,7502,2,MY,1,100,-39
1760381149.240319,454127.000,7520,3,MY,1,100,-39
1760381149.280319,454167.000,7520,3,MY,1,100,-39
1760381149.320319,454207.000,7520,3,MY,1,100,-39
1760381149.360319,454247.000,7537,2,MY,1,100,-38
1760381149.400320,454287.000,7537,2,MY,1,100,-39
1760381149.440320,454327.000,7554,3,MY,1,100,-39
1760381149.480320,454367.000,7554,3,MY,1,100,-38
1760381149.520321,454407.000,7554,3,MY,1,100,-39
1760381149.560321,454447.000,7570,2,MY,1,100,-37
1760381149.600321,454487.000,7570,2,MY,1,100,-40
1760381149.640322,454527.000,7585,3,MY,1,100,-39
1760381149.680322,454567.000,7585,3,MY,1,100,-39
1760381149.720322,454607.000,7585,3,MY,1,100,-39
1760381149.760323,454647.000,7603,2,MY,1,100,-37
1760381149.800323,454687.000,7603,2,MY,1,100,-39
1760381149.840323,454727.000,7621,3,MY,1,100,-39
1760381149.880323,454767.000,7621,3,MY,1,100,-38
1760381149.920324,454807.000,7621,3,MY,1,100,-40
1760381149.960324,454847.000,7637,2,MY,1,100,-39
1760381150.000324,454887.000,7637,2,MY,1,100,-39
1760381150.040325,454927.000,7653,3,MY,1,100,-39
1760381150.080325,454967.000,7653,3,MY,1,100,-40
1760381150.120325,455007.000,7653,3,MY,1,100,-39
1760381150.160326,455047.000,7670,3,MY,1,100,-38
1760381150.200326,455087.000,7670,3,MY,1,100,-40
1760381150.240326,455127.000,7670,3,MY,1,100,-39
1760381150.280327,455167.000,7686,2,MY,1,100,-40
1760381150.320327,455207.000,7686,2,MY,1,100,-40
1760381150.360327,455247.000,7704,3,MY,1,100,-38
1760381150.400328,455287.000,7704,3,MY,1,100,-40
1760381150.440328,455327.000,7704,3,MY,1,100,-39
1760381150.480328,455367.000,7720,2,MY,1,100,-40
1760381150.520329,455407.000,7720,2,MY,1,100,-38
1760381150.560329,455447.000,7737,3,MY,1,100,-37
1760381150.600329,455487.000,7737,3,MY,1,100,-40
1760381150.640330,455527.000,7737,3,MY,1,100,-39
1760381150.680330,455567.000,7753,2,MY,1,100,-39
1760381150.720330,455607.000,7753,2,MY,1,100,-39
1760381150.760330,455647.000,7771,3,MY,1,100,-40
1760381150.800331,455687.000,7771,3,MY,1,100,-41
1760381150.840331,455727.000,7771,3,MY,1,100,-38
1760381150.880331,455767.000,7785,2,MY,1,100,-39
1760381150.920332,455807.000,7785,2,MY,1,100,-40
1760381150.960332,455847.000,7802,3,MY,1,100,-37
1760381151.000332,455887.000,7802,3,MY,1,100,-39
1760381151.040333,455927.000,7802,3,MY,1,100,-39
1760381151.080333,455967.000,7821,2,MY,1,100,-40
1760381151.120333,456007.000,7821,2,MY,1,100,-39
1760381151.160334,456047.000,7838,3,MY,1,100,-37
1760381151.200334,456087.000,7838,3,MY,1,100,-39
1760381151.240334,456127.000,7838,3,MY,1,100,-40
1760381151.280334,456167.000,7852,2,MY,1,100,-40
1760381151.320335,456207.000,7852,2,MY,1,100,-38
1760381151.360335,456247.000,7870,3,MY,1,100,-37
1760381151.400336,456287.000,7870,3,MY,1,100,-41
1760381151.440336,456327.000,7870,3,MY,1,100,-40
1760381151.480336,456367.000,7886,3,MY,1,100,-39
1760381151.520336,456407.000,7886,3,MY,1,100,-39
1760381151.560337,456447.000,7886,3,MY,1,100,-37
1760381151.600337,456487.000,7903,2,MY,1,100,-40
1760381151.640337,456527.000,7903,2,MY,1,100,-39
1760381151.680338,456567.000,7919,3,MY,1,100,-40
1760381151.720338,456607.000,7919,3,MY,1,100,-39
1760381151.760338,456647.000,7919,3,MY,1,100,-39
1760381151.795672,456682.333,7937,3,MY,1,100,-39
1760381151.831006,456717.667,7937,3,MY,1,100,-39
1760381151.866339,456753.000,7937,3,MY,1,100,-39
1760381151.906339,456793.000,7953,2,MY,1,100,-39
1760381151.946340,456833.000,7953,2,MY,1,100,-38
1760381151.986340,456873.000,7970,3,MY,1,100,-38
1760381152.026340,456913.000,7970,3,MY,1,100,-39
1760381152.066341,456953.000,7970,3,MY,1,100,-39
1760381152.106341,456993.000,7986,2,MY,1,100,-39
1760381152.146341,457033.000,7986,2,MY,1,100,-39
1760381152.186342,457073.000,8009,3,MY,1,100,-39
1760381152.226342,457113.000,8009,3,MY,1,100,-39
1760381152.266342,457153.000,8009,3,MY,1,100,-39
1760381152.306343,457193.000,8027,2,MY,1,100,-40
1760381152.346343,457233.000,8027,2,MY,1,100,-39
1760381152.386343,457273.000,8045,3,MY,1,100,-37
1760381152.426343,457313.000,8045,3,MY,1,100,-39
1760381152.466344,457353.000,8045,3,MY,1,100,-40
1760381152.506344,457393.000,8061,2,MY,1,100,-39
1760381152.546345,457433.000,8061,2,MY,1,100,-40
1760381152.586345,457473.000,8076,3,MY,1,100,-37
1760381152.626345,457513.000,8076,3,MY,1,100,-38
1760381152.666345,457553.000,8076,3,MY,1,100,-39
1760381152.706346,457593.000,8093,2,MY,1,100,-39
1760381152.746346,457633.000,8093,2,MY,1,100,-39
1760381152.786346,457673.000,8110,3,MY,1,100,-39
1760381152.826347,457713.000,8110,3,MY,1,100,-40
1760381152.866347,457753.000,8110,3,MY,1,100,-38
