LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AX
1760385942.874477,1808692.000,35565,3,AX,1,100,0.039
1760385942.874477,1808692.000,35565,3,AX,1,100,0.036
1760385942.874477,1808692.000,35565,3,AX,1,100,0.031
1760385942.914478,1808732.000,35582,3,AX,1,100,-0.037
1760385942.954479,1808772.000,35582,3,AX,1,100,-0.112
1760385942.994481,1808812.000,35582,3,AX,1,100,-0.096
1760385943.034482,1808852.000,35598,2,AX,1,100,0.014
1760385943.074484,1808892.000,35598,2,AX,1,100,0.149
1760385943.114485,1808932.000,35614,3,AX,1,100,-0.005
1760385943.154486,1808972.000,35614,3,AX,1,100,-0.164
1760385943.194488,1809012.000,35614,3,AX,1,100,-0.228
1760385943.234489,1809052.000,35634,2,AX,1,100,-0.092
1760385943.274491,1809092.000,35634,2,AX,1,100,-0.011
1760385943.314492,1809132.000,35651,3,AX,1,100,-0.024
1760385943.354493,1809172.000,35651,3,AX,1,100,-0.054
1760385943.394495,1809212.000,35651,3,AX,1,100,-0.109
1760385943.434496,1809252.000,35668,2,AX,1,100,-0.168
1760385943.474497,1809292.000,35668,2,AX,1,100,-0.094
1760385943.514499,1809332.000,35683,3,AX,1,100,-0.009
1760385943.554500,1809372.000,35683,3,AX,1,100,0.008
1760385943.594501,1809412.000,35683,3,AX,1,100,0.058
1760385943.634503,1809452.000,35699,2,AX,1,100,0.044
1760385943.674504,1809492.000,35699,2,AX,1,100,0.033
1760385943.714505,1809532.000,35716,3,AX,1,100,0.034
1760385943.754507,1809572.000,35716,3,AX,1,100,0.052
1760385943.794508,1809612.000,35716,3,AX,1,100,0.040
1760385943.834510,1809652.000,35733,2,AX,1,100,0.035
1760385943.874511,1809692.000,35733,2,AX,1,100,-0.010
1760385943.914512,1809732.000,35748,3,AX,1,100,-0.169
1760385943.954514,1809772.000,35748,3,AX,1,100,-0.286
1760385943.994515,1809812.000,35748,3,AX,1,100,-0.112
1760385944.034516,1809852.000,35766,3,AX,1,100,0.042
1760385944.074518,1809892.000,35766,3,AX,1,100,0.016
1760385944.114519,1809932.000,35766,3,AX,1,100,-0.042
1760385944.154521,1809972.000,35784,2,AX,1,100,-0.056
1760385944.194522,1810012.000,35784,2,AX,1,100,-0.014
1760385944.234523,1810052.000,35802,3,AX,1,100,0.039
1760385944.274525,1810092.000,35802,3,AX,1,100,0.048
1760385944.314526,1810132.000,35802,3,AX,1,100,0.054
1760385944.354527,1810172.000,35818,2,AX,1,100,0.037
1760385944.394529,1810212.000,35818,2,AX,1,100,0.001
1760385944.434530,1810252.000,35834,3,AX,1,100,0.018
1760385944.474531,1810292.000,35834,3,AX,1,100,0.003
1760385944.514533,1810332.000,35834,3,AX,1,100,0.060
1760385944.554534,1810372.000,35851,2,AX,1,100,0.095
1760385944.594536,1810412.000,35851,2,AX,1,100,-0.005
1760385944.634537,1810452.000,35867,3,AX,1,100,-0.046
1760385944.674538,1810492.000,35867,3,AX,1,100,-0.092
1760385944.714540,1810532.000,35867,3,AX,1,100,-0.053
1760385944.754541,1810572.000,35887,2,AX,1,100,-0.048
1760385944.794542,1810612.000,35887,2,AX,1,100,-0.054
1760385944.834544,1810652.000,35901,3,AX,1,100,-0.066
1760385944.874545,1810692.000,35901,3,AX,1,100,-0.109
1760385944.914546,1810732.000,35901,3,AX,1,100,-0.117
1760385944.954548,1810772.000,35920,2,AX,1,100,-0.058
1760385944.994549,1810812.000,35920,2,AX,1,100,-0.051
1760385945.034551,1810852.000,35936,3,AX,1,100,-0.026
1760385945.074552,1810892.000,35936,3,AX,1,100,-0.009
1760385945.114553,1810932.000,35936,3,AX,1,100,0.042
1760385945.154555,1810972.000,35954,2,AX,1,100,0.070
1760385945.194556,1811012.000,35954,2,AX,1,100,0.095
1760385945.234557,1811052.000,35968,3,AX,1,100,0.063
1760385945.274559,1811092.000,35968,3,AX,1,100,0.025
1760385945.314560,1811132.000,35968,3,AX,1,100,0.026
1760385945.354562,1811172.000,35985,3,AX,1,100,-0.069
1760385945.394563,1811212.000,35985,3,AX,1,100,-0.136
1760385945.434564,1811252.000,35985,3,AX,1,100,-0.205
1760385945.474566,1811292.000,36002,2,AX,1,100,-0.087
1760385945.514567,1811332.000,36002,2,AX,1,100,0.039
1760385945.554568,1811372.000,36021,3,AX,1,100,0.006
1760385945.594570,1811412.000,36021,3,AX,1,100,-0.084
1760385945.634571,1811452.000,36021,3,AX,1,100,-0.132
1760385945.674572,1811492.000,36035,2,AX,1,100,-0.021
1760385945.714574,1811532.000,36035,2,AX,1,100,0.071
1760385945.754575,1811572.000,36055,3,AX,1,100,0.080
1760385945.794577,1811612.000,36055,3,AX,1,100,0.092
1760385945.834578,1811652.000,36055,3,AX,1,100,0.081
1760385945.874579,1811692.000,36071,2,AX,1,100,-0.005
1760385945.914581,1811732.000,36071,2,AX,1,100,-0.046
1760385945.954582,1811772.000,36088,3,AX,1,100,-0.015
1760385945.994583,1811812.000,36088,3,AX,1,100,0.031
1760385946.034585,1811852.000,36088,3,AX,1,100,0.094
1760385946.074586,1811892.000,36102,2,AX,1,100,0.007
1760385946.114588,1811932.000,36102,2,AX,1,100,-0.063
1760385946.150255,1811967.667,36124,3,AX,1,100,-0.075
1760385946.185923,1812003.333,36124,3,AX,1,100,-0.026
1760385946.221591,1812039.000,36124,3,AX,1,100,0.002
1760385946.261592,1812079.000,36142,3,AX,1,100,-0.037
1760385946.301594,1812119.000,36142,3,AX,1,100,-0.120
1760385946.341595,1812159.000,36142,3,AX,1,100,-0.125
1760385946.381597,1812199.000,36159,2,AX,1,100,-0.100
1760385946.421598,1812239.000,36159,2,AX,1,100,-0.048
1760385946.461599,1812279.000,36176,3,AX,1,100,-0.002
1760385946.501601,1812319.000,36176,3,AX,1,100,0.010
1760385946.541602,1812359.000,36176,3,AX,1,100,0.004
1760385946.581604,1812399.000,36193,2,AX,1,100,0.036
1760385946.621605,1812439.000,36193,2,AX,1,100,0.039
1760385946.661606,1812479.000,36209,3,AX,1,100,0.051
1760385946.701607,1812519.000,36209,3,AX,1,100,0.073
1760385946.741609,1812559.000,36209,3,AX,1,100,-0.035
1760385946.781610,1812599.000,36227,2,AX,1,100,-0.159
1760385946.821612,1812639.000,36227,2,AX,1,100,-0.203
1760385946.861613,1812679.000,36243,3,AX,1,100,-0.068
1760385946.901614,1812719.000,36243,3,AX,1,100,0.032
1760385946.941616,1812759.000,36243,3,AX,1,100,-0.012
1760385946.981617,1812799.000,36260,2,AX,1,100,-0.097
1760385947.021618,1812839.000,36260,2,AX,1,100,-0.122
1760385947.061620,1812879.000,36279,3,AX,1,100,-0.029
1760385947.101621,1812919.000,36279,3,AX,1,100,0.033
1760385947.141623,1812959.000,36279,3,AX,1,100,0.035
1760385947.181624,1812999.000,36296,3,AX,1,100,0.059
1760385947.221625,1813039.000,36296,3,AX,1,100,0.031
1760385947.261627,1813079.000,36296,3,AX,1,100,-0.039
1760385947.301628,1813119.000,36320,4,AX,1,100,-0.111
1760385947.341629,1813159.000,36320,4,AX,1,100,-0.083
1760385947.381631,1813199.000,36320,4,AX,1,100,0.049
1760385947.421632,1813239.000,36320,4,AX,1,100,0.110
1760385947.461633,1813279.000,36337,3,AX,1,100,0.055
1760385947.501635,1813319.000,36337,3,AX,1,100,-0.041
1760385947.541636,1813359.000,36337,3,AX,1,100,-0.103
1760385947.581638,1813399.000,36356,2,AX,1,100,-0.020
1760385947.621639,1813439.000,36356,2,AX,1,100,-0.013
1760385947.661640,1813479.000,36373,3,AX,1,100,-0.057
1760385947.701642,1813519.000,36373,3,AX,1,100,-0.058
1760385947.741643,1813559.000,36373,3,AX,1,100,-0.126
1760385947.781644,1813599.000,36390,2,AX,1,100,-0.135
1760385947.821646,1813639.000,36390,2,AX,1,100,-0.051
1760385947.861647,1813679.000,36408,3,AX,1,100,-0.031
1760385947.901649,1813719.000,36408,3,AX,1,100,-0.039
1760385947.941650,1813759.000,36408,3,AX,1,100,-0.060
1760385947.981651,1813799.000,36425,2,AX,1,100,-0.013
1760385948.021653,1813839.000,36425,2,AX,1,100,0.080
1760385948.061321,1813878.667,36442,3,AX,1,100,0.100
1760385948.100989,1813918.333,36442,3,AX,1,100,0.102
1760385948.140657,1813958.000,36442,3,AX,1,100,0.056
1760385948.181158,1813998.500,36457,2,AX,1,100,-0.010
1760385948.221659,1814039.000,36457,2,AX,1,100,-0.042
1760385948.261328,1814078.667,36473,3,AX,1,100,-0.123
1760385948.300995,1814118.333,36473,3,AX,1,100,-0.236
1760385948.340663,1814158.000,36473,3,AX,1,100,-0.177
1760385948.380998,1814198.333,36490,3,AX,1,100,-0.001
1760385948.421333,1814238.667,36490,3,AX,1,100,-0.010
1760385948.461668,1814279.000,36490,3,AX,1,100,-0.081
1760385948.501669,1814319.000,36509,2,AX,1,100,-0.105
1760385948.541670,1814359.000,36509,2,AX,1,100,-0.033
1760385948.581672,1814399.000,36526,3,AX,1,100,0.026
1760385948.621673,1814439.000,36526,3,AX,1,100,-0.026
1760385948.661674,1814479.000,36526,3,AX,1,100,-0.030
1760385948.701676,1814519.000,36542,2,AX,1,100,-0.023
1760385948.741677,1814559.000,36542,2,AX,1,100,-0.040
1760385948.781678,1814599.000,36560,3,AX,1,100,-0.025
1760385948.821680,1814639.000,36560,3,AX,1,100,-0.018
1760385948.861681,1814679.000,36560,3,AX,1,100,0.006
1760385948.901683,1814719.000,36578,2,AX,1,100,0.093
