TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
2186672.000000,2309500.000000,1760386320.854898,1760386443.680923,26,2.17758e+06,2.30959e+06,1.12.2
