LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AX
1760386111.740475,1977556.000,63541,1,AX,1,100,0.059
1760386111.780141,1977595.667,63556,3,AX,1,100,0.116
1760386111.819807,1977635.333,63556,3,AX,1,100,0.137
1760386111.859473,1977675.000,63556,3,AX,1,100,-0.047
1760386111.899472,1977715.000,63573,2,AX,1,100,-0.137
1760386111.939472,1977755.000,63573,2,AX,1,100,0.140
1760386111.979471,1977795.000,63591,3,AX,1,100,0.209
1760386112.019471,1977835.000,63591,3,AX,1,100,0.154
1760386112.059470,1977875.000,63591,3,AX,1,100,-0.422
1760386112.099469,1977915.000,63609,2,AX,1,100,-0.390
1760386112.139469,1977955.000,63609,2,AX,1,100,-0.460
1760386112.179468,1977995.000,63624,3,AX,1,100,-0.372
1760386112.219468,1978035.000,63624,3,AX,1,100,-0.059
1760386112.259467,1978075.000,63624,3,AX,1,100,-0.228
1760386112.299467,1978115.000,63642,2,AX,1,100,-0.186
1760386112.339466,1978155.000,63642,2,AX,1,100,-0.399
1760386112.379465,1978195.000,63658,3,AX,1,100,-0.396
1760386112.419465,1978235.000,63658,3,AX,1,100,-0.411
1760386112.459464,1978275.000,63658,3,AX,1,100,-0.324
1760386112.499464,1978315.000,63676,2,AX,1,100,-0.259
1760386112.539463,1978355.000,63676,2,AX,1,100,-0.143
1760386112.579463,1978395.000,63691,3,AX,1,100,-0.136
1760386112.619462,1978435.000,63691,3,AX,1,100,-0.032
1760386112.659461,1978475.000,63691,3,AX,1,100,-0.041
1760386112.699461,1978515.000,63709,2,AX,1,100,0.007
1760386112.739460,1978555.000,63709,2,AX,1,100,0.289
1760386112.779459,1978595.000,63726,3,AX,1,100,0.435
1760386112.819459,1978635.000,63726,3,AX,1,100,0.644
1760386112.859458,1978675.000,63726,3,AX,1,100,-0.137
1760386112.895458,1978711.000,63743,3,AX,1,100,-0.161
1760386112.931457,1978747.000,63743,3,AX,1,100,-0.641
1760386112.967457,1978783.000,63743,3,AX,1,100,-0.596
1760386113.007456,1978823.000,63759,2,AX,1,100,-0.195
1760386113.047456,1978863.000,63759,2,AX,1,100,-0.290
1760386113.087455,1978903.000,63775,3,AX,1,100,-0.292
1760386113.127455,1978943.000,63775,3,AX,1,100,-0.306
1760386113.167454,1978983.000,63775,3,AX,1,100,-0.313
1760386113.207453,1979023.000,63791,2,AX,1,100,-0.495
1760386113.247453,1979063.000,63791,2,AX,1,100,-0.478
1760386113.287452,1979103.000,63808,3,AX,1,100,-0.350
1760386113.327452,1979143.000,63808,3,AX,1,100,-0.208
1760386113.367451,1979183.000,63808,3,AX,1,100,-0.187
1760386113.407450,1979223.000,63825,2,AX,1,100,0.168
1760386113.447450,1979263.000,63825,2,AX,1,100,0.102
1760386113.487449,1979303.000,63844,3,AX,1,100,0.047
1760386113.527449,1979343.000,63844,3,AX,1,100,0.140
1760386113.567448,1979383.000,63844,3,AX,1,100,0.195
1760386113.607448,1979423.000,63860,3,AX,1,100,0.280
1760386113.647447,1979463.000,63860,3,AX,1,100,0.267
1760386113.687446,1979503.000,63860,3,AX,1,100,-0.244
1760386113.727446,1979543.000,63877,2,AX,1,100,-0.111
1760386113.767445,1979583.000,63877,2,AX,1,100,-0.407
1760386113.807445,1979623.000,63898,3,AX,1,100,-0.300
1760386113.847444,1979663.000,63898,3,AX,1,100,-0.124
1760386113.887444,1979703.000,63898,3,AX,1,100,-0.144
1760386113.927443,1979743.000,63913,2,AX,1,100,-0.351
1760386113.967442,1979783.000,63913,2,AX,1,100,-0.457
1760386114.007108,1979822.667,63929,3,AX,1,100,-0.539
1760386114.046775,1979862.333,63929,3,AX,1,100,-0.620
1760386114.086441,1979902.000,63929,3,AX,1,100,-0.385
1760386114.126440,1979942.000,63947,2,AX,1,100,-0.110
1760386114.166440,1979982.000,63947,2,AX,1,100,-0.133
1760386114.206439,1980022.000,63963,3,AX,1,100,-0.048
1760386114.246438,1980062.000,63963,3,AX,1,100,0.157
1760386114.286438,1980102.000,63963,3,AX,1,100,0.144
1760386114.326437,1980142.000,63980,2,AX,1,100,0.167
1760386114.366436,1980182.000,63980,2,AX,1,100,0.274
1760386114.406436,1980222.000,63997,3,AX,1,100,0.334
1760386114.446435,1980262.000,63997,3,AX,1,100,0.366
1760386114.486435,1980302.000,63997,3,AX,1,100,0.028
1760386114.526434,1980342.000,64014,2,AX,1,100,-0.264
1760386114.566434,1980382.000,64014,2,AX,1,100,-0.229
1760386114.606433,1980422.000,64030,3,AX,1,100,-0.476
1760386114.646433,1980462.000,64030,3,AX,1,100,-0.293
1760386114.686432,1980502.000,64030,3,AX,1,100,-0.187
1760386114.726431,1980542.000,64048,2,AX,1,100,-0.287
1760386114.766431,1980582.000,64048,2,AX,1,100,-0.287
