LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MY
1760384359.412641,225224.000,34908,1,MY,1,100, 0
1760384359.452640,225264.000,34924,2,MY,1,100, 0
1760384359.492640,225304.000,34924,2,MY,1,100, 2
1760384359.528306,225339.667,34941,3,MY,1,100, 0
1760384359.563972,225375.333,34941,3,MY,1,100,-1
1760384359.599638,225411.000,34941,3,MY,1,100, 0
1760384359.639637,225451.000,34958,3,MY,1,100,-1
1760384359.679636,225491.000,34958,3,MY,1,100, 1
1760384359.719635,225531.000,34958,3,MY,1,100, 4
1760384359.759635,225571.000,34975,2,MY,1,100, 1
1760384359.799634,225611.000,34975,2,MY,1,100, 0
1760384359.839633,225651.000,34991,3,MY,1,100, 0
1760384359.879633,225691.000,34991,3,MY,1,100,-1
1760384359.919632,225731.000,34991,3,MY,1,100,-2
1760384359.959631,225771.000,35009,2,MY,1,100,-3
1760384359.999630,225811.000,35009,2,MY,1,100,-3
1760384360.039630,225851.000,35025,3,MY,1,100,-3
1760384360.079629,225891.000,35025,3,MY,1,100,-2
1760384360.119628,225931.000,35025,3,MY,1,100, 0
1760384360.159628,225971.000,35042,2,MY,1,100, 1
1760384360.199627,226011.000,35042,2,MY,1,100, 2
1760384360.239626,226051.000,35059,3,MY,1,100, 3
1760384360.279625,226091.000,35059,3,MY,1,100, 4
1760384360.319625,226131.000,35059,3,MY,1,100, 5
1760384360.359624,226171.000,35076,2,MY,1,100, 4
1760384360.399623,226211.000,35076,2,MY,1,100, 0
1760384360.439623,226251.000,35092,3,MY,1,100, 0
1760384360.479622,226291.000,35092,3,MY,1,100, 0
1760384360.519621,226331.000,35092,3,MY,1,100, 1
1760384360.559620,226371.000,35109,3,MY,1,100, 2
1760384360.599620,226411.000,35109,3,MY,1,100, 2
1760384360.639619,226451.000,35109,3,MY,1,100, 2
1760384360.679618,226491.000,35128,2,MY,1,100, 1
1760384360.719618,226531.000,35128,2,MY,1,100, 1
1760384360.759617,226571.000,35145,3,MY,1,100, 1
1760384360.799616,226611.000,35145,3,MY,1,100, 1
1760384360.839615,226651.000,35145,3,MY,1,100, 0
1760384360.879615,226691.000,35161,2,MY,1,100, 1
1760384360.919614,226731.000,35161,2,MY,1,100, 1
1760384360.959613,226771.000,35179,3,MY,1,100, 3
1760384360.999613,226811.000,35179,3,MY,1,100, 2
1760384361.039612,226851.000,35179,3,MY,1,100, 2
1760384361.079611,226891.000,35197,2,MY,1,100, 1
1760384361.119610,226931.000,35197,2,MY,1,100, 1
1760384361.159610,226971.000,35215,3,MY,1,100, 3
1760384361.199609,227011.000,35215,3,MY,1,100, 1
1760384361.239608,227051.000,35215,3,MY,1,100, 2
1760384361.279608,227091.000,35231,2,MY,1,100, 3
1760384361.319607,227131.000,35231,2,MY,1,100, 2
1760384361.359606,227171.000,35250,3,MY,1,100, 5
1760384361.399605,227211.000,35250,3,MY,1,100, 2
1760384361.439605,227251.000,35250,3,MY,1,100, 1
1760384361.479604,227291.000,35270,2,MY,1,100, 1
1760384361.519603,227331.000,35270,2,MY,1,100, 1
1760384361.559602,227371.000,35288,3,MY,1,100, 0
1760384361.599602,227411.000,35288,3,MY,1,100, 0
1760384361.639601,227451.000,35288,3,MY,1,100, 2
1760384361.679600,227491.000,35302,2,MY,1,100, 4
1760384361.719599,227531.000,35302,2,MY,1,100,10
1760384361.759599,227571.000,35319,3,MY,1,100,13
1760384361.799598,227611.000,35319,3,MY,1,100,11
1760384361.839597,227651.000,35319,3,MY,1,100,11
1760384361.879597,227691.000,35337,3,MY,1,100, 9
1760384361.919596,227731.000,35337,3,MY,1,100, 9
1760384361.959595,227771.000,35337,3,MY,1,100,10
1760384361.999594,227811.000,35362,3,MY,1,100, 3
1760384362.039594,227851.000,35362,3,MY,1,100, 5
1760384362.079593,227891.000,35362,3,MY,1,100, 7
1760384362.119592,227931.000,35378,3,MY,1,100, 6
1760384362.159592,227971.000,35378,3,MY,1,100, 7
1760384362.199591,228011.000,35378,3,MY,1,100, 8
1760384362.239590,228051.000,35393,2,MY,1,100, 8
1760384362.279589,228091.000,35393,2,MY,1,100,10
