LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1760384597.256372,463071,8910,2,RD,1,100,TL,TU
1760384602.361566,468176,9743,2,RD,1,100,TL,TU
1760384607.470761,473285,10581,2,RD,1,100,TL,TU
1760384612.600956,478415,11434,2,RD,1,100,TL,TU
1760384617.708151,483522,12269,2,RD,1,100,TL,TU
1760384622.845347,488659,13122,2,RD,1,100,TL,TU
1760384627.953541,493767,13955,2,RD,1,100,TL,TU
1760384633.086737,498900,14811,2,RD,1,100,TL,TU
1760384638.197932,504011,15645,2,RD,1,100,TL,TU
1760384643.307126,509120,16480,2,RD,1,100,TL,TU
1760384648.413321,514226,17316,2,RD,1,100,TL,TU
1760384653.521515,519334,18151,2,RD,1,100,TL,TU
1760384658.629710,524442,18986,2,RD,1,100,TL,TU
1760384663.755905,529568,19840,2,RD,1,100,TL,TU
1760384668.865100,534677,20678,2,RD,1,100,TL,TU
1760384673.971294,539783,21513,2,RD,1,100,TL,TU
1760384679.103490,544915,22361,2,RD,1,100,TL,TU
1760384684.210685,550022,23192,2,RD,1,100,TL,TU
1760384689.348880,555160,24048,2,RD,1,100,TL,TU
1760384694.456075,560267,24880,2,RD,1,100,TL,TU
1760384699.568270,565379,25721,2,RD,1,100,TL,TU
1760384704.683465,570494,26557,2,RD,1,100,TL,TU
1760384709.786659,575597,27388,2,RD,1,100,TL,TU
1760384714.894854,580705,28219,2,RD,1,100,TL,TU
1760384720.007048,585817,29050,2,RD,1,100,TL,TU
