LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1760381632.025167,936910.000,21820,1,B%,1,100,60
1760381637.025074,941910.000,22666,1,B%,1,100,59
1760381642.023982,946909.000,23515,1,B%,1,100,59
1760381647.023889,951909.000,24387,1,B%,1,100,59
1760381652.022796,956908.000,25233,1,B%,1,100,60
1760381657.022703,961908.000,26086,1,B%,1,100,59
1760381662.021611,966907.000,26938,1,B%,1,100,58
1760381667.021518,971907.000,27792,1,B%,1,100,59
1760381672.020425,976906.000,28665,1,B%,1,100,59
1760381677.020332,981906.000,29520,1,B%,1,100,60
1760381682.019239,986905.000,30373,1,B%,1,100,59
1760381687.019147,991905.000,31226,1,B%,1,100,59
1760381692.018054,996904.000,32094,1,B%,1,100,59
1760381697.017961,1001904.000,32947,1,B%,1,100,60
1760381702.016868,1006903.000,33778,1,B%,1,100,59
1760381707.016776,1011903.000,34632,1,B%,1,100,59
1760381712.015683,1016902.000,35482,1,B%,1,100,59
1760381717.015590,1021902.000,36327,1,B%,1,100,57
1760381722.014497,1026901.000,37148,1,B%,1,100,58
1760381727.014405,1031901.000,37991,1,B%,1,100,59
1760381732.013312,1036900.000,38846,1,B%,1,100,58
1760381737.013219,1041900.000,39694,1,B%,1,100,58
1760381742.012126,1046899.000,40541,1,B%,1,100,58
1760381747.012033,1051899.000,41387,1,B%,1,100,59
1760381752.010941,1056898.000,42209,1,B%,1,100,58
