LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GZ
1760381148.200310,453087.000,7334,1,GZ,1,100,0.275
1760381148.240311,453127.000,7352,2,GZ,1,100,-2.594
1760381148.280311,453167.000,7352,2,GZ,1,100,-10.162
1760381148.320311,453207.000,7367,3,GZ,1,100,-13.763
1760381148.360312,453247.000,7367,3,GZ,1,100,-5.676
1760381148.400312,453287.000,7367,3,GZ,1,100,5.615
1760381148.440312,453327.000,7384,2,GZ,1,100,9.369
1760381148.480313,453367.000,7384,2,GZ,1,100,6.958
1760381148.520313,453407.000,7403,3,GZ,1,100,1.251
1760381148.560313,453447.000,7403,3,GZ,1,100,-3.845
1760381148.600313,453487.000,7403,3,GZ,1,100,-2.594
1760381148.640314,453527.000,7419,3,GZ,1,100,-0.488
1760381148.680314,453567.000,7419,3,GZ,1,100,3.174
1760381148.720315,453607.000,7419,3,GZ,1,100,4.639
1760381148.760315,453647.000,7435,2,GZ,1,100,3.082
1760381148.800315,453687.000,7435,2,GZ,1,100,4.028
1760381148.840315,453727.000,7451,3,GZ,1,100,3.235
1760381148.880316,453767.000,7451,3,GZ,1,100,3.387
1760381148.920316,453807.000,7451,3,GZ,1,100,2.808
1760381148.960316,453847.000,7468,2,GZ,1,100,1.801
1760381149.000317,453887.000,7468,2,GZ,1,100,0.885
1760381149.040317,453927.000,7485,3,GZ,1,100,0.397
1760381149.080317,453967.000,7485,3,GZ,1,100,0.183
1760381149.120317,454007.000,7485,3,GZ,1,100,-0.305
1760381149.160318,454047.000,7500,2,GZ,1,100,-1.312
1760381149.200318,454087.000,7500,2,GZ,1,100,-1.282
1760381149.240319,454127.000,7518,3,GZ,1,100,-0.275
1760381149.280319,454167.000,7518,3,GZ,1,100,0.214
1760381149.320319,454207.000,7518,3,GZ,1,100,-0.214
1760381149.360319,454247.000,7535,2,GZ,1,100,-0.397
1760381149.400320,454287.000,7535,2,GZ,1,100,0.153
1760381149.440320,454327.000,7552,3,GZ,1,100,0.061
1760381149.480320,454367.000,7552,3,GZ,1,100,-0.336
1760381149.520321,454407.000,7552,3,GZ,1,100,-0.305
1760381149.560321,454447.000,7568,2,GZ,1,100,-0.305
1760381149.600321,454487.000,7568,2,GZ,1,100,-0.336
1760381149.640322,454527.000,7583,3,GZ,1,100,0.061
1760381149.680322,454567.000,7583,3,GZ,1,100,0.366
1760381149.720322,454607.000,7583,3,GZ,1,100,0.153
1760381149.760323,454647.000,7601,2,GZ,1,100,-0.580
1760381149.800323,454687.000,7601,2,GZ,1,100,-0.153
1760381149.840323,454727.000,7619,3,GZ,1,100,0.092
1760381149.880323,454767.000,7619,3,GZ,1,100,0.244
1760381149.920324,454807.000,7619,3,GZ,1,100,0.092
1760381149.960324,454847.000,7635,2,GZ,1,100,0.275
1760381150.000324,454887.000,7635,2,GZ,1,100,0.397
1760381150.040325,454927.000,7651,3,GZ,1,100,-0.031
1760381150.080325,454967.000,7651,3,GZ,1,100,0.183
1760381150.120325,455007.000,7651,3,GZ,1,100,0.427
1760381150.160326,455047.000,7668,3,GZ,1,100,0.458
1760381150.200326,455087.000,7668,3,GZ,1,100,0.336
1760381150.240326,455127.000,7668,3,GZ,1,100,0.458
1760381150.280327,455167.000,7684,2,GZ,1,100,0.549
1760381150.320327,455207.000,7684,2,GZ,1,100,0.671
1760381150.360327,455247.000,7702,3,GZ,1,100,0.397
1760381150.400328,455287.000,7702,3,GZ,1,100,-0.092
1760381150.440328,455327.000,7702,3,GZ,1,100,0.061
1760381150.480328,455367.000,7718,2,GZ,1,100,0.397
1760381150.520329,455407.000,7718,2,GZ,1,100,0.214
1760381150.560329,455447.000,7735,3,GZ,1,100,-0.305
1760381150.600329,455487.000,7735,3,GZ,1,100,0.275
1760381150.640330,455527.000,7735,3,GZ,1,100,0.244
1760381150.680330,455567.000,7751,2,GZ,1,100,0.031
1760381150.720330,455607.000,7751,2,GZ,1,100,0.122
1760381150.760330,455647.000,7769,3,GZ,1,100,0.244
1760381150.800331,455687.000,7769,3,GZ,1,100,0.183
1760381150.840331,455727.000,7769,3,GZ,1,100,0.000
1760381150.880331,455767.000,7783,2,GZ,1,100,0.122
1760381150.920332,455807.000,7783,2,GZ,1,100,0.153
