LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AZ
1760381148.200310,453087.000,7331,1,AZ,1,100,0.907
1760381148.240311,453127.000,7349,2,AZ,1,100,0.924
1760381148.280311,453167.000,7349,2,AZ,1,100,0.861
1760381148.320311,453207.000,7364,3,AZ,1,100,0.893
1760381148.360312,453247.000,7364,3,AZ,1,100,0.851
1760381148.400312,453287.000,7364,3,AZ,1,100,0.889
1760381148.440312,453327.000,7381,2,AZ,1,100,0.930
1760381148.480313,453367.000,7381,2,AZ,1,100,0.925
1760381148.520313,453407.000,7400,3,AZ,1,100,0.916
1760381148.560313,453447.000,7400,3,AZ,1,100,0.899
1760381148.600313,453487.000,7400,3,AZ,1,100,0.897
1760381148.640314,453527.000,7416,3,AZ,1,100,0.912
1760381148.680314,453567.000,7416,3,AZ,1,100,0.883
1760381148.720315,453607.000,7416,3,AZ,1,100,0.901
1760381148.760315,453647.000,7432,2,AZ,1,100,0.907
1760381148.800315,453687.000,7432,2,AZ,1,100,0.879
1760381148.840315,453727.000,7448,3,AZ,1,100,0.891
1760381148.880316,453767.000,7448,3,AZ,1,100,0.913
1760381148.920316,453807.000,7448,3,AZ,1,100,0.893
1760381148.960316,453847.000,7465,2,AZ,1,100,0.896
1760381149.000317,453887.000,7465,2,AZ,1,100,0.902
1760381149.040317,453927.000,7482,3,AZ,1,100,0.899
1760381149.080317,453967.000,7482,3,AZ,1,100,0.899
1760381149.120317,454007.000,7482,3,AZ,1,100,0.902
1760381149.160318,454047.000,7497,2,AZ,1,100,0.897
1760381149.200318,454087.000,7497,2,AZ,1,100,0.896
1760381149.240319,454127.000,7515,3,AZ,1,100,0.898
1760381149.280319,454167.000,7515,3,AZ,1,100,0.891
1760381149.320319,454207.000,7515,3,AZ,1,100,0.900
1760381149.360319,454247.000,7532,2,AZ,1,100,0.905
1760381149.400320,454287.000,7532,2,AZ,1,100,0.897
1760381149.440320,454327.000,7549,3,AZ,1,100,0.898
1760381149.480320,454367.000,7549,3,AZ,1,100,0.910
1760381149.520321,454407.000,7549,3,AZ,1,100,0.889
1760381149.560321,454447.000,7565,2,AZ,1,100,0.903
1760381149.600321,454487.000,7565,2,AZ,1,100,0.894
1760381149.640322,454527.000,7580,3,AZ,1,100,0.902
1760381149.680322,454567.000,7580,3,AZ,1,100,0.897
1760381149.720322,454607.000,7580,3,AZ,1,100,0.896
1760381149.760323,454647.000,7598,2,AZ,1,100,0.905
1760381149.800323,454687.000,7598,2,AZ,1,100,0.896
1760381149.840323,454727.000,7616,3,AZ,1,100,0.899
1760381149.880323,454767.000,7616,3,AZ,1,100,0.901
1760381149.920324,454807.000,7616,3,AZ,1,100,0.897
1760381149.960324,454847.000,7632,2,AZ,1,100,0.898
1760381150.000324,454887.000,7632,2,AZ,1,100,0.903
1760381150.040325,454927.000,7648,3,AZ,1,100,0.893
1760381150.080325,454967.000,7648,3,AZ,1,100,0.901
1760381150.120325,455007.000,7648,3,AZ,1,100,0.900
1760381150.160326,455047.000,7665,3,AZ,1,100,0.900
1760381150.200326,455087.000,7665,3,AZ,1,100,0.899
1760381150.240326,455127.000,7665,3,AZ,1,100,0.894
1760381150.280327,455167.000,7681,2,AZ,1,100,0.905
1760381150.320327,455207.000,7681,2,AZ,1,100,0.899
1760381150.360327,455247.000,7699,3,AZ,1,100,0.898
1760381150.400328,455287.000,7699,3,AZ,1,100,0.889
1760381150.440328,455327.000,7699,3,AZ,1,100,0.902
1760381150.480328,455367.000,7715,2,AZ,1,100,0.890
1760381150.520329,455407.000,7715,2,AZ,1,100,0.896
1760381150.560329,455447.000,7732,3,AZ,1,100,0.899
1760381150.600329,455487.000,7732,3,AZ,1,100,0.896
1760381150.640330,455527.000,7732,3,AZ,1,100,0.903
1760381150.680330,455567.000,7748,2,AZ,1,100,0.892
1760381150.720330,455607.000,7748,2,AZ,1,100,0.899
1760381150.760330,455647.000,7766,3,AZ,1,100,0.895
1760381150.800331,455687.000,7766,3,AZ,1,100,0.897
1760381150.840331,455727.000,7766,3,AZ,1,100,0.898
1760381150.880331,455767.000,7780,2,AZ,1,100,0.900
1760381150.920332,455807.000,7780,2,AZ,1,100,0.896
1760381150.960332,455847.000,7797,3,AZ,1,100,0.902
1760381151.000332,455887.000,7797,3,AZ,1,100,0.900
1760381151.040333,455927.000,7797,3,AZ,1,100,0.896
1760381151.080333,455967.000,7816,2,AZ,1,100,0.896
1760381151.120333,456007.000,7816,2,AZ,1,100,0.901
1760381151.160334,456047.000,7833,3,AZ,1,100,0.897
1760381151.200334,456087.000,7833,3,AZ,1,100,0.900
1760381151.240334,456127.000,7833,3,AZ,1,100,0.898
1760381151.280334,456167.000,7847,2,AZ,1,100,0.899
1760381151.320335,456207.000,7847,2,AZ,1,100,0.897
1760381151.360335,456247.000,7865,3,AZ,1,100,0.896
1760381151.400336,456287.000,7865,3,AZ,1,100,0.905
1760381151.440336,456327.000,7865,3,AZ,1,100,0.894
1760381151.480336,456367.000,7881,3,AZ,1,100,0.904
1760381151.520336,456407.000,7881,3,AZ,1,100,0.894
1760381151.560337,456447.000,7881,3,AZ,1,100,0.902
1760381151.600337,456487.000,7898,2,AZ,1,100,0.900
1760381151.640337,456527.000,7898,2,AZ,1,100,0.899
1760381151.680338,456567.000,7914,3,AZ,1,100,0.897
1760381151.720338,456607.000,7914,3,AZ,1,100,0.899
1760381151.760338,456647.000,7914,3,AZ,1,100,0.899
1760381151.795672,456682.333,7932,3,AZ,1,100,0.897
1760381151.831006,456717.667,7932,3,AZ,1,100,0.905
1760381151.866339,456753.000,7932,3,AZ,1,100,0.892
1760381151.906339,456793.000,7948,2,AZ,1,100,0.899
1760381151.946340,456833.000,7948,2,AZ,1,100,0.903
1760381151.986340,456873.000,7965,3,AZ,1,100,0.897
1760381152.026340,456913.000,7965,3,AZ,1,100,0.899
1760381152.066341,456953.000,7965,3,AZ,1,100,0.902
1760381152.106341,456993.000,7981,2,AZ,1,100,0.898
1760381152.146341,457033.000,7981,2,AZ,1,100,0.904
1760381152.186342,457073.000,8004,3,AZ,1,100,0.899
1760381152.226342,457113.000,8004,3,AZ,1,100,0.904
1760381152.266342,457153.000,8004,3,AZ,1,100,0.902
1760381152.306343,457193.000,8022,2,AZ,1,100,0.899
1760381152.346343,457233.000,8022,2,AZ,1,100,0.901
1760381152.386343,457273.000,8040,3,AZ,1,100,0.897
1760381152.426343,457313.000,8040,3,AZ,1,100,0.905
1760381152.466344,457353.000,8040,3,AZ,1,100,0.891
1760381152.506344,457393.000,8056,2,AZ,1,100,0.910
1760381152.546345,457433.000,8056,2,AZ,1,100,0.897
1760381152.586345,457473.000,8071,3,AZ,1,100,0.902
1760381152.626345,457513.000,8071,3,AZ,1,100,0.902
1760381152.666345,457553.000,8071,3,AZ,1,100,0.913
1760381152.706346,457593.000,8088,2,AZ,1,100,0.899
1760381152.746346,457633.000,8088,2,AZ,1,100,0.912
1760381152.786346,457673.000,8105,3,AZ,1,100,0.887
1760381152.826347,457713.000,8105,3,AZ,1,100,0.906
1760381152.866347,457753.000,8105,3,AZ,1,100,0.910
1760381152.906347,457793.000,8121,2,AZ,1,100,0.892
1760381152.946348,457833.000,8121,2,AZ,1,100,0.905
1760381152.986348,457873.000,8138,3,AZ,1,100,0.892
1760381153.026348,457913.000,8138,3,AZ,1,100,0.901
1760381153.066349,457953.000,8138,3,AZ,1,100,0.909
1760381153.106349,457993.000,8155,3,AZ,1,100,0.889
1760381153.146349,458033.000,8155,3,AZ,1,100,0.897
1760381153.186349,458073.000,8155,3,AZ,1,100,0.890
1760381153.226350,458113.000,8172,2,AZ,1,100,0.908
1760381153.266350,458153.000,8172,2,AZ,1,100,0.905
1760381153.306350,458193.000,8188,3,AZ,1,100,0.894
1760381153.346351,458233.000,8188,3,AZ,1,100,0.900
1760381153.386351,458273.000,8188,3,AZ,1,100,0.899
1760381153.426351,458313.000,8204,2,AZ,1,100,0.892
1760381153.466352,458353.000,8204,2,AZ,1,100,0.907
1760381153.506352,458393.000,8220,3,AZ,1,100,0.885
1760381153.546352,458433.000,8220,3,AZ,1,100,0.898
1760381153.586353,458473.000,8220,3,AZ,1,100,0.895
1760381153.626353,458513.000,8237,2,AZ,1,100,0.892
1760381153.666353,458553.000,8237,2,AZ,1,100,0.898
1760381153.706354,458593.000,8256,3,AZ,1,100,0.901
1760381153.746354,458633.000,8256,3,AZ,1,100,0.898
1760381153.786354,458673.000,8256,3,AZ,1,100,0.896
1760381153.826355,458713.000,8271,2,AZ,1,100,0.888
1760381153.866355,458753.000,8271,2,AZ,1,100,0.898
1760381153.906355,458793.000,8287,3,AZ,1,100,0.899
1760381153.946355,458833.000,8287,3,AZ,1,100,0.888
1760381153.986356,458873.000,8287,3,AZ,1,100,0.899
1760381154.026356,458913.000,8304,2,AZ,1,100,0.880
1760381154.066356,458953.000,8304,2,AZ,1,100,0.889
1760381154.106357,458993.000,8321,3,AZ,1,100,0.887
1760381154.146357,459033.000,8321,3,AZ,1,100,0.889
1760381154.186357,459073.000,8321,3,AZ,1,100,0.894
1760381154.226358,459113.000,8337,2,AZ,1,100,0.882
1760381154.266358,459153.000,8337,2,AZ,1,100,0.893
1760381154.306358,459193.000,8354,3,AZ,1,100,0.883
1760381154.346359,459233.000,8354,3,AZ,1,100,0.887
1760381154.386359,459273.000,8354,3,AZ,1,100,0.890
1760381154.426359,459313.000,8372,2,AZ,1,100,0.884
1760381154.466360,459353.000,8372,2,AZ,1,100,0.890
1760381154.506360,459393.000,8388,3,AZ,1,100,0.891
1760381154.546360,459433.000,8388,3,AZ,1,100,0.895
1760381154.586360,459473.000,8388,3,AZ,1,100,0.883
1760381154.626361,459513.000,8406,2,AZ,1,100,0.886
1760381154.666361,459553.000,8406,2,AZ,1,100,0.885
1760381154.706362,459593.000,8422,3,AZ,1,100,0.895
1760381154.746362,459633.000,8422,3,AZ,1,100,0.891
1760381154.786362,459673.000,8422,3,AZ,1,100,0.888
1760381154.826362,459713.000,8439,3,AZ,1,100,0.893
1760381154.866363,459753.000,8439,3,AZ,1,100,0.888
1760381154.906363,459793.000,8439,3,AZ,1,100,0.893
1760381154.946363,459833.000,8455,2,AZ,1,100,0.890
1760381154.986364,459873.000,8455,2,AZ,1,100,0.893
1760381155.026364,459913.000,8475,3,AZ,1,100,0.894
1760381155.066364,459953.000,8475,3,AZ,1,100,0.888
1760381155.106364,459993.000,8475,3,AZ,1,100,0.897
1760381155.139865,460026.500,8489,2,AZ,1,100,0.887
1760381155.173365,460060.000,8489,2,AZ,1,100,0.898
1760381155.213365,460100.000,8506,3,AZ,1,100,0.889
1760381155.253366,460140.000,8506,3,AZ,1,100,0.890
1760381155.293366,460180.000,8506,3,AZ,1,100,0.891
1760381155.333366,460220.000,8522,3,AZ,1,100,0.893
1760381155.373367,460260.000,8522,3,AZ,1,100,0.890
1760381155.413367,460300.000,8522,3,AZ,1,100,0.893
1760381155.453367,460340.000,8540,2,AZ,1,100,0.895
1760381155.493368,460380.000,8540,2,AZ,1,100,0.894
1760381155.533368,460420.000,8554,3,AZ,1,100,0.896
1760381155.573368,460460.000,8554,3,AZ,1,100,0.896
1760381155.613369,460500.000,8554,3,AZ,1,100,0.893
1760381155.653369,460540.000,8573,2,AZ,1,100,0.896
1760381155.693369,460580.000,8573,2,AZ,1,100,0.895
1760381155.733370,460620.000,8590,3,AZ,1,100,0.897
1760381155.773370,460660.000,8590,3,AZ,1,100,0.894
1760381155.813370,460700.000,8590,3,AZ,1,100,0.901
1760381155.853370,460740.000,8607,2,AZ,1,100,0.889
1760381155.893371,460780.000,8607,2,AZ,1,100,0.899
1760381155.933371,460820.000,8621,3,AZ,1,100,0.899
1760381155.973371,460860.000,8621,3,AZ,1,100,0.894
1760381156.013372,460900.000,8621,3,AZ,1,100,0.897
1760381156.053372,460940.000,8639,2,AZ,1,100,0.892
1760381156.093372,460980.000,8639,2,AZ,1,100,0.899
1760381156.133373,461020.000,8655,3,AZ,1,100,0.892
1760381156.173373,461060.000,8655,3,AZ,1,100,0.895
1760381156.213373,461100.000,8655,3,AZ,1,100,0.896
1760381156.253374,461140.000,8674,2,AZ,1,100,0.895
1760381156.293374,461180.000,8674,2,AZ,1,100,0.898
1760381156.333374,461220.000,8688,3,AZ,1,100,0.892
1760381156.373374,461260.000,8688,3,AZ,1,100,0.897
1760381156.413375,461300.000,8688,3,AZ,1,100,0.891
1760381156.453375,461340.000,8706,2,AZ,1,100,0.894
1760381156.493376,461380.000,8706,2,AZ,1,100,0.902
1760381156.533376,461420.000,8722,3,AZ,1,100,0.893
1760381156.573376,461460.000,8722,3,AZ,1,100,0.899
1760381156.613376,461500.000,8722,3,AZ,1,100,0.887
1760381156.653377,461540.000,8739,3,AZ,1,100,0.898
1760381156.693377,461580.000,8739,3,AZ,1,100,0.894
1760381156.733377,461620.000,8739,3,AZ,1,100,0.893
