LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1760386111.865473,1977681.000,63571,1,T1,1,100,31.504
1760386111.999471,1977815.000,63589,1,T1,1,100,31.431
1760386112.132469,1977948.000,63607,1,T1,1,100,31.470
1760386112.265467,1978081.000,63623,1,T1,1,100,31.452
1760386112.399465,1978215.000,63656,1,T1,1,100,31.444
1760386112.532463,1978348.000,63674,1,T1,1,100,31.476
1760386112.665461,1978481.000,63690,1,T1,1,100,31.489
1760386112.799459,1978615.000,63724,1,T1,1,100,31.425
1760386112.932457,1978748.000,63741,1,T1,1,100,31.538
1760386113.065455,1978881.000,63757,1,T1,1,100,31.552
1760386113.199454,1979015.000,63789,1,T1,1,100,31.416
1760386113.332452,1979148.000,63806,1,T1,1,100,31.428
1760386113.465450,1979281.000,63823,1,T1,1,100,31.433
1760386113.598448,1979414.000,63858,1,T1,1,100,31.436
1760386113.732446,1979548.000,63875,1,T1,1,100,31.437
1760386113.865444,1979681.000,63896,1,T1,1,100,31.473
1760386113.998442,1979814.000,63927,1,T1,1,100,31.417
1760386114.132440,1979948.000,63945,1,T1,1,100,31.535
1760386114.265438,1980081.000,63961,1,T1,1,100,31.480
1760386114.398436,1980214.000,63995,1,T1,1,100,31.527
1760386114.532434,1980348.000,64012,1,T1,1,100,31.547
1760386114.665432,1980481.000,64028,1,T1,1,100,31.449
1760386114.798430,1980614.000,64047,1,T1,1,100,31.372
1760386114.932428,1980748.000,64079,1,T1,1,100,31.409
1760386115.065427,1980881.000,64095,1,T1,1,100,31.461
1760386115.198425,1981014.000,64115,1,T1,1,100,31.483
1760386115.332422,1981148.000,64148,1,T1,1,100,31.493
1760386115.465421,1981281.000,64167,1,T1,1,100,31.461
1760386115.598419,1981414.000,64186,1,T1,1,100,31.483
1760386115.732417,1981548.000,64218,1,T1,1,100,31.386
1760386115.865415,1981681.000,64234,1,T1,1,100,31.522
1760386115.998413,1981814.000,64255,1,T1,1,100,31.545
1760386116.132411,1981948.000,64289,1,T1,1,100,31.519
1760386116.265409,1982081.000,64308,1,T1,1,100,31.473
1760386116.398407,1982214.000,64327,1,T1,1,100,31.453
1760386116.531405,1982347.000,64344,1,T1,1,100,31.444
1760386116.665403,1982481.000,64361,1,T1,1,100,31.405
1760386116.798401,1982614.000,64395,1,T1,1,100,31.459
1760386116.931399,1982747.000,64411,1,T1,1,100,31.482
1760386117.065398,1982881.000,64428,1,T1,1,100,31.492
1760386117.198395,1983014.000,64462,1,T1,1,100,31.497
1760386117.331394,1983147.000,64478,1,T1,1,100,31.428
1760386117.465392,1983281.000,64496,1,T1,1,100,31.433
1760386117.598390,1983414.000,64527,1,T1,1,100,31.471
1760386117.731388,1983547.000,64545,1,T1,1,100,31.417
1760386117.865386,1983681.000,64563,1,T1,1,100,31.464
1760386117.998384,1983814.000,64594,1,T1,1,100,31.449
1760386118.131382,1983947.000,64613,1,T1,1,100,31.442
1760386118.265380,1984081.000,64630,1,T1,1,100,31.475
1760386118.398378,1984214.000,64662,1,T1,1,100,31.525
1760386118.531376,1984347.000,64680,1,T1,1,100,31.440
1760386118.665374,1984481.000,64697,1,T1,1,100,31.509
1760386118.798373,1984614.000,64729,1,T1,1,100,31.504
1760386118.931370,1984747.000,64747,1,T1,1,100,31.466
1760386119.065369,1984881.000,64764,1,T1,1,100,31.485
1760386119.198367,1985014.000,64781,1,T1,1,100,31.529
1760386119.331365,1985147.000,64814,1,T1,1,100,31.513
1760386119.465363,1985281.000,64832,1,T1,1,100,31.576
1760386119.598361,1985414.000,64848,1,T1,1,100,31.533
1760386119.731359,1985547.000,64882,1,T1,1,100,31.408
1760386119.864357,1985680.000,64901,1,T1,1,100,31.389
1760386119.998355,1985814.000,64917,1,T1,1,100,31.523
1760386120.131353,1985947.000,64951,1,T1,1,100,31.439
1760386120.265351,1986081.000,64968,1,T1,1,100,31.545
1760386120.398349,1986214.000,64984,1,T1,1,100,31.590
1760386120.531347,1986347.000,65018,1,T1,1,100,31.468
1760386120.664346,1986480.000,65035,1,T1,1,100,31.451
1760386120.798343,1986614.000,65052,1,T1,1,100,31.408
1760386120.931342,1986747.000,65085,1,T1,1,100,31.460
1760386121.064340,1986880.000,65102,1,T1,1,100,31.447
1760386121.198338,1987014.000,65121,1,T1,1,100,31.477
1760386121.331336,1987147.000,65163,2,T1,1,100,31.490
1760386121.464334,1987280.000,65163,2,T1,1,100,31.496
