LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1760382201.017129,1505904,51215,2,AK,1,100,50418,RD
1760382201.044128,1505931,51218,2,AK,1,100,51216,RD
1760382206.138030,1511025,52045,2,AK,1,100,51216,RD
1760382206.165029,1511052,52048,2,AK,1,100,52046,RD
1760382211.247930,1516135,52874,2,AK,1,100,52046,RD
1760382211.260930,1516148,52877,2,AK,1,100,52875,RD
1760382216.366831,1521254,53704,2,AK,1,100,52875,RD
1760382216.383831,1521271,53707,2,AK,1,100,53705,RD
1760382221.474732,1526362,54534,2,AK,1,100,53705,RD
1760382221.488732,1526376,54537,2,AK,1,100,54535,RD
1760382226.586633,1531474,55357,2,AK,1,100,54535,RD
1760382226.600633,1531488,55360,2,AK,1,100,55358,RD
1760382231.707534,1536595,56183,2,AK,1,100,55358,RD
1760382231.727533,1536615,56186,2,AK,1,100,56184,RD
1760382236.817434,1541705,57006,2,AK,1,100,56184,RD
1760382236.830434,1541718,57009,2,AK,1,100,57007,RD
1760382241.931335,1546819,57831,2,AK,1,100,57007,RD
1760382241.983334,1546871,57834,2,AK,1,100,57832,RD
1760382247.044236,1551932,58663,2,AK,1,100,57832,RD
1760382247.072235,1551960,58666,2,AK,1,100,58664,RD
1760382252.159137,1557047,59492,2,AK,1,100,58664,RD
1760382257.279037,1562167,60315,2,AK,1,100,59493,RD
1760382257.281037,1562169,60317,2,AK,1,100,59493,RD
1760382257.305037,1562193,60320,2,AK,1,100,60318,RD
1760382262.396938,1567285,61144,2,AK,1,100,60318,RD
1760382262.409938,1567298,61147,2,AK,1,100,61145,RD
1760382267.514839,1572403,61969,2,AK,1,100,61145,RD
1760382267.527839,1572416,61972,2,AK,1,100,61970,RD
1760382272.638740,1577527,62794,2,AK,1,100,61970,RD
1760382277.747640,1582636,63617,2,AK,1,100,62795,RD
1760382277.774640,1582663,63620,2,AK,1,100,63618,RD
1760382282.872541,1587761,64442,2,AK,1,100,63618,RD
1760382282.900540,1587789,64445,2,AK,1,100,64443,RD
1760382287.991442,1592880,65273,2,AK,1,100,64443,RD
1760382288.033441,1592922,65276,2,AK,1,100,65274,RD
1760382293.112342,1598001,565,2,AK,1,100,65274,RD
1760382293.126342,1598015,568,2,AK,1,100,566,RD
1760382298.220243,1603109,1393,2,AK,1,100,566,RD
1760382298.239243,1603128,1396,2,AK,1,100,1394,RD
1760382303.327144,1608216,2222,2,AK,1,100,1394,RD
1760382303.343144,1608232,2225,2,AK,1,100,2223,RD
1760382308.452045,1613341,3066,2,AK,1,100,2223,RD
1760382308.472044,1613361,3069,2,AK,1,100,3067,RD
1760382313.563946,1618453,3889,2,AK,1,100,3067,RD
1760382313.604945,1618494,3892,2,AK,1,100,3890,RD
1760382318.670847,1623560,4712,2,AK,1,100,3890,RD
1760382318.690846,1623580,4715,2,AK,1,100,4713,RD
1760382323.779747,1628669,5542,2,AK,1,100,4713,RD
1760382323.796747,1628686,5545,2,AK,1,100,5543,RD
