LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1760381152.071341,456958.000,7989,1,B%,1,100,66
1760381157.071380,461958.000,8815,1,B%,1,100,65
1760381162.070419,466957.000,9633,1,B%,1,100,66
1760381167.070458,471957.000,10453,1,B%,1,100,66
1760381172.069498,476956.000,11292,1,B%,1,100,65
1760381177.069537,481956.000,12113,1,B%,1,100,65
1760381182.068576,486955.000,12934,1,B%,1,100,66
1760381187.068615,491955.000,13754,1,B%,1,100,65
1760381192.067655,496954.000,14574,1,B%,1,100,65
1760381197.067694,501954.000,15410,1,B%,1,100,65
1760381202.066733,506953.000,16215,1,B%,1,100,66
1760381207.066773,511953.000,17051,1,B%,1,100,64
1760381212.065812,516952.000,17872,1,B%,1,100,65
1760381217.065851,521952.000,18694,1,B%,1,100,64
1760381222.064890,526951.000,19512,1,B%,1,100,65
1760381227.064930,531951.000,20332,1,B%,1,100,65
1760381232.063969,536950.000,21170,1,B%,1,100,65
1760381237.064008,541950.000,21991,1,B%,1,100,65
1760381242.063047,546949.000,22811,1,B%,1,100,64
1760381247.063087,551949.000,23634,1,B%,1,100,64
1760381252.062126,556948.000,24452,1,B%,1,100,65
1760381257.062165,561948.000,25275,1,B%,1,100,64
1760381262.061204,566947.000,26094,1,B%,1,100,63
1760381267.061244,571947.000,26913,1,B%,1,100,63
1760381272.060283,576946.000,27751,1,B%,1,100,65
1760381277.060322,581946.000,28553,1,B%,1,100,65
