LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BV
1760384206.298571,72111.000,9701,1,BV,1,100,3.71
1760384211.298557,77111.000,10542,1,BV,1,100,3.71
1760384216.297543,82110.000,11362,1,BV,1,100,3.71
1760384221.297528,87110.000,12180,1,BV,1,100,3.71
1760384226.296514,92109.000,12999,1,BV,1,100,3.71
1760384231.296499,97109.000,13816,1,BV,1,100,3.71
1760384236.295485,102108.000,14648,1,BV,1,100,3.72
1760384241.295470,107108.000,15467,1,BV,1,100,3.71
1760384246.294456,112107.000,16289,1,BV,1,100,3.71
1760384251.294442,117107.000,17109,1,BV,1,100,3.72
1760384256.293427,122106.000,17929,1,BV,1,100,3.71
1760384261.293413,127106.000,18765,1,BV,1,100,3.70
1760384266.292398,132105.000,19586,1,BV,1,100,3.71
1760384271.292384,137105.000,20405,1,BV,1,100,3.71
1760384276.291370,142104.000,21239,1,BV,1,100,3.71
1760384281.291355,147104.000,22064,1,BV,1,100,3.71
1760384286.290341,152103.000,22884,1,BV,1,100,3.71
1760384291.290326,157103.000,23724,1,BV,1,100,3.71
1760384296.289312,162102.000,24550,1,BV,1,100,3.71
1760384301.289298,167102.000,25370,1,BV,1,100,3.71
1760384306.288283,172101.000,26190,1,BV,1,100,3.71
1760384311.288269,177101.000,27012,1,BV,1,100,3.71
1760384316.287254,182100.000,27832,1,BV,1,100,3.70
1760384321.287240,187100.000,28654,1,BV,1,100,3.70
1760384326.286226,192099.000,29470,1,BV,1,100,3.70
1760384331.286211,197099.000,30310,1,BV,1,100,3.71
