LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1760385943.288491,1809106.000,35624,1,HR,1,100,84.55
1760385944.088518,1809906.000,35758,1,HR,1,100,82.43
1760385944.808543,1810626.000,35878,1,HR,1,100,82.63
1760385945.568569,1811386.000,36013,1,HR,1,100,81.81
1760385946.288593,1812106.000,36134,1,HR,1,100,82.15
1760385947.048619,1812866.000,36254,1,HR,1,100,81.44
1760385947.648640,1813466.000,36348,1,HR,1,100,85.56
1760385948.501669,1814319.000,36500,1,HR,1,100,82.42
1760385949.221694,1815039.000,36621,1,HR,1,100,82.62
1760385950.021721,1815839.000,36755,1,HR,1,100,80.93
1760385950.741745,1816559.000,36874,1,HR,1,100,81.46
1760385951.541773,1817359.000,37011,1,HR,1,100,80.03
1760385952.301799,1818119.000,37131,1,HR,1,100,79.79
1760385953.061825,1818879.000,37255,1,HR,1,100,79.60
1760385953.821851,1819639.000,37391,1,HR,1,100,79.46
1760385954.660879,1820478.000,37528,1,HR,1,100,77.67
1760385955.420905,1821238.000,37662,1,HR,1,100,77.96
1760385956.100929,1821918.000,37765,1,HR,1,100,80.24
1760385956.860954,1822678.000,37904,1,HR,1,100,79.95
1760385957.620980,1823438.000,38027,1,HR,1,100,79.73
1760385958.261002,1824078.000,38130,1,HR,1,100,82.85
1760385958.581013,1824398.000,38180,1,HR,1,100,106.10
1760385959.194034,1825011.000,38282,1,HR,1,100,104.75
1760385959.914059,1825731.000,38401,1,HR,1,100,99.99
1760385960.674085,1826491.000,38535,1,HR,1,100,95.31
1760385961.474112,1827291.000,38671,1,HR,1,100,90.80
1760385962.234138,1828051.000,38793,1,HR,1,100,88.16
1760385963.194171,1829011.000,38949,1,HR,1,100,82.46
1760385963.754190,1829571.000,39052,1,HR,1,100,87.95
1760385964.674221,1830491.000,39203,1,HR,1,100,82.90
1760385965.274242,1831091.000,39306,1,HR,1,100,86.70
1760385966.194273,1832011.000,39460,1,HR,1,100,81.92
1760385966.954299,1832771.000,39577,1,HR,1,100,81.26
1760385967.593321,1833410.000,39697,1,HR,1,100,84.04
1760385968.433350,1834250.000,39821,1,HR,1,100,81.24
1760385969.247377,1835064.000,39957,1,HR,1,100,79.85
1760385969.967402,1835784.000,40092,1,HR,1,100,80.62
1760385970.727428,1836544.000,40208,1,HR,1,100,80.25
1760385971.446452,1837263.000,40331,1,HR,1,100,80.94
1760385972.206478,1838023.000,40466,1,HR,1,100,80.49
