TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
918144.000000,1015365.000000,1760385052.329551,1760385149.550270,25,901796,1.02924e+06,1.12.2
