LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1760381794.934255,1099822.000,49404,3,PI,1,100,159855
1760381794.934255,1099822.000,49404,3,PI,1,100,159733
1760381794.934255,1099822.000,49404,3,PI,1,100,159926
1760381794.974589,1099862.333,49424,3,PI,1,100,160061
1760381795.014922,1099902.667,49424,3,PI,1,100,160195
1760381795.055256,1099943.000,49424,3,PI,1,100,160277
1760381795.094757,1099982.500,49440,2,PI,1,100,160281
1760381795.134257,1100022.000,49440,2,PI,1,100,160096
1760381795.174591,1100062.333,49455,3,PI,1,100,160078
1760381795.214925,1100102.667,49455,3,PI,1,100,160042
1760381795.255259,1100143.000,49455,3,PI,1,100,159741
1760381795.294759,1100182.500,49471,2,PI,1,100,159811
1760381795.334260,1100222.000,49471,2,PI,1,100,159870
1760381795.374260,1100262.000,49491,3,PI,1,100,160005
1760381795.414261,1100302.000,49491,3,PI,1,100,160092
1760381795.454261,1100342.000,49491,3,PI,1,100,160019
1760381795.494262,1100382.000,49507,2,PI,1,100,159955
1760381795.534262,1100422.000,49507,2,PI,1,100,159990
1760381795.574263,1100462.000,49524,3,PI,1,100,160054
1760381795.614263,1100502.000,49524,3,PI,1,100,159868
1760381795.654264,1100542.000,49524,3,PI,1,100,159690
1760381795.694264,1100582.000,49541,2,PI,1,100,159758
1760381795.734265,1100622.000,49541,2,PI,1,100,159909
1760381795.774265,1100662.000,49560,3,PI,1,100,160117
1760381795.814266,1100702.000,49560,3,PI,1,100,160276
1760381795.854266,1100742.000,49560,3,PI,1,100,160266
1760381795.894267,1100782.000,49576,2,PI,1,100,160157
1760381795.934268,1100822.000,49576,2,PI,1,100,160136
1760381795.974268,1100862.000,49595,3,PI,1,100,160112
1760381796.014268,1100902.000,49595,3,PI,1,100,159922
1760381796.054269,1100942.000,49595,3,PI,1,100,159932
1760381796.094270,1100982.000,49610,2,PI,1,100,159951
1760381796.134270,1101022.000,49610,2,PI,1,100,160082
1760381796.174604,1101062.333,49627,3,PI,1,100,160081
1760381796.214938,1101102.667,49627,3,PI,1,100,159985
1760381796.255271,1101143.000,49627,3,PI,1,100,159946
1760381796.294939,1101182.667,49644,3,PI,1,100,159956
1760381796.334606,1101222.333,49644,3,PI,1,100,160067
1760381796.374273,1101262.000,49644,3,PI,1,100,159875
1760381796.421273,1101309.000,49661,2,PI,1,100,159864
1760381796.468274,1101356.000,49661,2,PI,1,100,160086
1760381796.508275,1101396.000,49677,2,PI,1,100,160177
1760381796.548275,1101436.000,49677,2,PI,1,100,160262
1760381796.588276,1101476.000,49694,3,PI,1,100,160308
1760381796.628276,1101516.000,49694,3,PI,1,100,160303
1760381796.668277,1101556.000,49694,3,PI,1,100,160120
1760381796.708277,1101596.000,49711,2,PI,1,100,160142
1760381796.748278,1101636.000,49711,2,PI,1,100,160087
1760381796.788278,1101676.000,49733,4,PI,1,100,159971
1760381796.828279,1101716.000,49733,4,PI,1,100,159951
1760381796.868279,1101756.000,49733,4,PI,1,100,160044
1760381796.908280,1101796.000,49733,4,PI,1,100,160163
1760381796.948280,1101836.000,49751,3,PI,1,100,160164
1760381796.988281,1101876.000,49751,3,PI,1,100,160090
1760381797.028281,1101916.000,49751,3,PI,1,100,160078
1760381797.068282,1101956.000,49771,2,PI,1,100,160124
1760381797.108282,1101996.000,49771,2,PI,1,100,160218
1760381797.148283,1102036.000,49787,3,PI,1,100,159892
1760381797.188283,1102076.000,49787,3,PI,1,100,159913
1760381797.228284,1102116.000,49787,3,PI,1,100,160141
1760381797.268284,1102156.000,49806,2,PI,1,100,160286
1760381797.308285,1102196.000,49806,2,PI,1,100,160436
1760381797.348285,1102236.000,49823,3,PI,1,100,160515
1760381797.388286,1102276.000,49823,3,PI,1,100,160443
1760381797.428286,1102316.000,49823,3,PI,1,100,160301
1760381797.468287,1102356.000,49839,2,PI,1,100,160298
1760381797.508287,1102396.000,49839,2,PI,1,100,160158
1760381797.547955,1102435.667,49854,3,PI,1,100,160054
1760381797.587622,1102475.333,49854,3,PI,1,100,160022
1760381797.627289,1102515.000,49854,3,PI,1,100,160117
1760381797.667789,1102555.500,49872,2,PI,1,100,160251
1760381797.708290,1102596.000,49872,2,PI,1,100,160122
1760381797.747957,1102635.667,49890,3,PI,1,100,159994
1760381797.787624,1102675.333,49890,3,PI,1,100,160007
1760381797.827291,1102715.000,49890,3,PI,1,100,160128
1760381797.867792,1102755.500,49907,2,PI,1,100,160291
1760381797.908292,1102796.000,49907,2,PI,1,100,159894
