TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
1833654.000000,1905345.000000,1760385967.837329,1760386039.530777,23,1.8085e+06,1.93561e+06,1.12.2
