LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1760385212.860334,1078673.000,44855,1,PI,1,100,156217
1760385212.900332,1078713.000,44870,2,PI,1,100,156242
1760385212.940331,1078753.000,44870,2,PI,1,100,156128
1760385212.980330,1078793.000,44887,3,PI,1,100,156142
1760385213.020328,1078833.000,44887,3,PI,1,100,156166
1760385213.060327,1078873.000,44887,3,PI,1,100,156083
1760385213.100325,1078913.000,44903,2,PI,1,100,156063
1760385213.140324,1078953.000,44903,2,PI,1,100,156045
1760385213.180323,1078993.000,44921,3,PI,1,100,156078
1760385213.220321,1079033.000,44921,3,PI,1,100,156013
1760385213.260320,1079073.000,44921,3,PI,1,100,155944
1760385213.300318,1079113.000,44935,3,PI,1,100,155997
1760385213.340317,1079153.000,44935,3,PI,1,100,155948
1760385213.380316,1079193.000,44935,3,PI,1,100,156009
1760385213.420314,1079233.000,44952,2,PI,1,100,156106
1760385213.460313,1079273.000,44952,2,PI,1,100,156061
1760385213.500312,1079313.000,44971,2,PI,1,100,156207
1760385213.540310,1079353.000,44971,2,PI,1,100,156455
1760385213.584642,1079397.333,44988,3,PI,1,100,156613
1760385213.628974,1079441.667,44988,3,PI,1,100,156556
1760385213.673306,1079486.000,44988,3,PI,1,100,156216
1760385213.713304,1079526.000,45004,2,PI,1,100,156162
1760385213.753303,1079566.000,45004,2,PI,1,100,156099
1760385213.793301,1079606.000,45021,3,PI,1,100,156064
1760385213.833300,1079646.000,45021,3,PI,1,100,156086
1760385213.873299,1079686.000,45021,3,PI,1,100,156049
1760385213.913297,1079726.000,45038,2,PI,1,100,156007
1760385213.953296,1079766.000,45038,2,PI,1,100,156029
1760385213.993294,1079806.000,45055,3,PI,1,100,156022
1760385214.033293,1079846.000,45055,3,PI,1,100,155969
1760385214.073292,1079886.000,45055,3,PI,1,100,155787
1760385214.113290,1079926.000,45071,3,PI,1,100,155770
1760385214.153289,1079966.000,45071,3,PI,1,100,155784
1760385214.193288,1080006.000,45071,3,PI,1,100,155916
1760385214.233286,1080046.000,45089,2,PI,1,100,155987
