LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1760380448.121061,462992.000,9273,2,EL,1,100,4041.800049
1760380448.121061,462992.000,9273,2,EL,1,100,4127.399902
1760380448.188057,463059.000,9290,1,EL,1,100,4195.200195
1760380448.254553,463125.500,9306,2,EL,1,100,4257.600098
1760380448.321049,463192.000,9306,2,EL,1,100,4240.200195
1760380448.388045,463259.000,9323,1,EL,1,100,4155.399902
1760380448.454541,463325.500,9338,2,EL,1,100,4159.000000
1760380448.521037,463392.000,9338,2,EL,1,100,4199.799805
1760380448.588033,463459.000,9355,1,EL,1,100,4171.000000
1760380448.654529,463525.500,9371,2,EL,1,100,4098.200195
1760380448.721025,463592.000,9371,2,EL,1,100,4118.399902
1760380448.788021,463659.000,9389,1,EL,1,100,4175.600098
1760380448.854517,463725.500,9405,2,EL,1,100,4233.399902
1760380448.921013,463792.000,9405,2,EL,1,100,4277.399902
1760380448.988009,463859.000,9422,1,EL,1,100,4236.799805
1760380449.054505,463925.500,9439,2,EL,1,100,4180.399902
1760380449.121001,463992.000,9439,2,EL,1,100,4178.000000
1760380449.187997,464059.000,9456,1,EL,1,100,4185.000000
1760380449.254493,464125.500,9470,2,EL,1,100,4144.000000
1760380449.320989,464192.000,9470,2,EL,1,100,4073.600098
1760380449.387985,464259.000,9487,1,EL,1,100,4128.000000
1760380449.454481,464325.500,9504,2,EL,1,100,4200.600098
1760380449.520977,464392.000,9504,2,EL,1,100,4252.399902
1760380449.587972,464459.000,9521,1,EL,1,100,4283.399902
1760380449.654469,464525.500,9536,2,EL,1,100,4253.399902
1760380449.720964,464592.000,9536,2,EL,1,100,4217.799805
1760380449.787961,464659.000,9553,1,EL,1,100,4224.200195
1760380449.854456,464725.500,9569,2,EL,1,100,4240.799805
1760380449.920952,464792.000,9569,2,EL,1,100,4172.600098
1760380449.987948,464859.000,9586,1,EL,1,100,4133.399902
1760380450.054444,464925.500,9604,2,EL,1,100,4188.600098
1760380450.120940,464992.000,9604,2,EL,1,100,4247.000000
