LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1760384597.255372,463070,8909,2,AK,1,100,8106,RD
1760384597.282373,463097,8912,2,AK,1,100,8910,RD
1760384602.361566,468176,9742,2,AK,1,100,8910,RD
1760384602.387567,468202,9745,2,AK,1,100,9743,RD
1760384607.469761,473284,10580,2,AK,1,100,9743,RD
1760384607.485762,473300,10583,2,AK,1,100,10581,RD
1760384612.600956,478415,11433,2,AK,1,100,10581,RD
1760384612.614957,478429,11436,2,AK,1,100,11434,RD
1760384617.707151,483521,12268,2,AK,1,100,11434,RD
1760384617.722152,483536,12271,2,AK,1,100,12269,RD
1760384622.844347,488658,13121,2,AK,1,100,12269,RD
1760384622.861347,488675,13124,2,AK,1,100,13122,RD
1760384627.952541,493766,13954,2,AK,1,100,13122,RD
1760384627.966542,493780,13957,2,AK,1,100,13955,RD
1760384633.086737,498900,14810,2,AK,1,100,13955,RD
1760384633.119738,498933,14813,2,AK,1,100,14811,RD
1760384638.193931,504007,15644,2,AK,1,100,14811,RD
1760384638.250934,504064,15647,2,AK,1,100,15645,RD
1760384643.306126,509119,16479,2,AK,1,100,15645,RD
1760384643.346128,509159,16482,2,AK,1,100,16480,RD
1760384648.412321,514225,17315,2,AK,1,100,16480,RD
1760384648.442322,514255,17318,2,AK,1,100,17316,RD
1760384653.520515,519333,18150,2,AK,1,100,17316,RD
1760384653.564517,519377,18153,2,AK,1,100,18151,RD
1760384658.628710,524441,18985,2,AK,1,100,18151,RD
1760384658.645711,524458,18988,2,AK,1,100,18986,RD
1760384663.755905,529568,19839,2,AK,1,100,18986,RD
1760384663.769906,529582,19842,2,AK,1,100,19840,RD
1760384668.864100,534676,20677,2,AK,1,100,19840,RD
1760384668.879101,534691,20680,2,AK,1,100,20678,RD
1760384673.970294,539782,21512,2,AK,1,100,20678,RD
1760384673.987295,539799,21515,2,AK,1,100,21513,RD
1760384679.102490,544914,22360,2,AK,1,100,21513,RD
1760384679.121491,544933,22363,2,AK,1,100,22361,RD
1760384684.209685,550021,23191,2,AK,1,100,22361,RD
1760384684.230685,550042,23194,2,AK,1,100,23192,RD
1760384689.348880,555160,24047,2,AK,1,100,23192,RD
1760384689.367881,555179,24050,2,AK,1,100,24048,RD
1760384694.456075,560267,24879,2,AK,1,100,24048,RD
1760384694.475075,560286,24882,2,AK,1,100,24880,RD
1760384699.564270,565375,25720,2,AK,1,100,24880,RD
1760384704.680465,570491,26554,2,AK,1,100,25721,RD
1760384704.682464,570493,26556,2,AK,1,100,25721,RD
1760384704.734467,570545,26559,2,AK,1,100,26557,RD
1760384709.786659,575597,27387,2,AK,1,100,26557,RD
1760384709.841661,575652,27390,2,AK,1,100,27388,RD
1760384714.894854,580705,28218,2,AK,1,100,27388,RD
1760384714.939855,580750,28221,2,AK,1,100,28219,RD
1760384720.006048,585816,29049,2,AK,1,100,28219,RD
1760384720.047050,585857,29052,2,AK,1,100,29050,RD
