LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MY
1760386111.740475,1977556.000,63548,1,MY,1,100,-5
1760386111.780141,1977595.667,63563,3,MY,1,100,-5
1760386111.819807,1977635.333,63563,3,MY,1,100,-5
1760386111.859473,1977675.000,63563,3,MY,1,100,-6
1760386111.899472,1977715.000,63580,2,MY,1,100,-7
1760386111.939472,1977755.000,63580,2,MY,1,100,-6
1760386111.979471,1977795.000,63598,3,MY,1,100,-5
1760386112.019471,1977835.000,63598,3,MY,1,100,-5
1760386112.059470,1977875.000,63598,3,MY,1,100,-6
1760386112.099469,1977915.000,63616,2,MY,1,100,-7
1760386112.139469,1977955.000,63616,2,MY,1,100,-6
1760386112.179468,1977995.000,63631,3,MY,1,100,-7
1760386112.219468,1978035.000,63631,3,MY,1,100,-5
1760386112.259467,1978075.000,63631,3,MY,1,100,-6
1760386112.299467,1978115.000,63649,2,MY,1,100,-8
1760386112.339466,1978155.000,63649,2,MY,1,100,-7
1760386112.379465,1978195.000,63665,3,MY,1,100,-5
1760386112.419465,1978235.000,63665,3,MY,1,100,-4
1760386112.459464,1978275.000,63665,3,MY,1,100,-4
1760386112.499464,1978315.000,63683,2,MY,1,100,-2
1760386112.539463,1978355.000,63683,2,MY,1,100,-4
1760386112.579463,1978395.000,63698,3,MY,1,100,-4
1760386112.619462,1978435.000,63698,3,MY,1,100,-3
1760386112.659461,1978475.000,63698,3,MY,1,100,-5
1760386112.699461,1978515.000,63716,2,MY,1,100,-7
1760386112.739460,1978555.000,63716,2,MY,1,100,-5
1760386112.779459,1978595.000,63733,3,MY,1,100,-5
1760386112.819459,1978635.000,63733,3,MY,1,100,-5
1760386112.859458,1978675.000,63733,3,MY,1,100,-4
1760386112.895458,1978711.000,63750,3,MY,1,100,-3
1760386112.931457,1978747.000,63750,3,MY,1,100,-5
1760386112.967457,1978783.000,63750,3,MY,1,100,-4
1760386113.007456,1978823.000,63766,2,MY,1,100,-5
1760386113.047456,1978863.000,63766,2,MY,1,100,-5
1760386113.087455,1978903.000,63782,3,MY,1,100,-4
1760386113.127455,1978943.000,63782,3,MY,1,100,-4
1760386113.167454,1978983.000,63782,3,MY,1,100,-4
1760386113.207453,1979023.000,63798,2,MY,1,100,-5
1760386113.247453,1979063.000,63798,2,MY,1,100,-5
1760386113.287452,1979103.000,63815,3,MY,1,100,-3
1760386113.327452,1979143.000,63815,3,MY,1,100,-4
1760386113.367451,1979183.000,63815,3,MY,1,100,-2
1760386113.407450,1979223.000,63832,2,MY,1,100,-4
1760386113.447450,1979263.000,63832,2,MY,1,100,-5
1760386113.487449,1979303.000,63851,3,MY,1,100,-5
1760386113.527449,1979343.000,63851,3,MY,1,100,-4
1760386113.567448,1979383.000,63851,3,MY,1,100,-4
1760386113.607448,1979423.000,63867,3,MY,1,100,-2
1760386113.647447,1979463.000,63867,3,MY,1,100,-2
1760386113.687446,1979503.000,63867,3,MY,1,100,-3
1760386113.727446,1979543.000,63884,2,MY,1,100,-5
1760386113.767445,1979583.000,63884,2,MY,1,100,-4
1760386113.807445,1979623.000,63905,3,MY,1,100,-5
1760386113.847444,1979663.000,63905,3,MY,1,100,-4
1760386113.887444,1979703.000,63905,3,MY,1,100,-3
1760386113.927443,1979743.000,63920,2,MY,1,100,-4
1760386113.967442,1979783.000,63920,2,MY,1,100,-5
1760386114.007108,1979822.667,63936,3,MY,1,100,-5
1760386114.046775,1979862.333,63936,3,MY,1,100,-4
1760386114.086441,1979902.000,63936,3,MY,1,100,-4
1760386114.126440,1979942.000,63954,2,MY,1,100,-4
1760386114.166440,1979982.000,63954,2,MY,1,100,-5
1760386114.206439,1980022.000,63970,3,MY,1,100,-4
1760386114.246438,1980062.000,63970,3,MY,1,100,-3
