LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MZ
1760381400.349454,705235.000,48710,1,MZ,1,100,17
1760381400.389453,705275.000,48727,2,MZ,1,100,17
1760381400.429453,705315.000,48727,2,MZ,1,100,17
1760381400.469453,705355.000,48744,3,MZ,1,100,17
1760381400.509453,705395.000,48744,3,MZ,1,100,17
1760381400.549452,705435.000,48744,3,MZ,1,100,19
1760381400.589452,705475.000,48760,2,MZ,1,100,17
1760381400.629452,705515.000,48760,2,MZ,1,100,17
1760381400.669451,705555.000,48778,3,MZ,1,100,18
1760381400.709451,705595.000,48778,3,MZ,1,100,16
1760381400.749451,705635.000,48778,3,MZ,1,100,18
1760381400.789451,705675.000,48794,3,MZ,1,100,17
1760381400.829451,705715.000,48794,3,MZ,1,100,18
1760381400.869450,705755.000,48794,3,MZ,1,100,17
1760381400.909450,705795.000,48813,2,MZ,1,100,16
1760381400.949450,705835.000,48813,2,MZ,1,100,17
1760381400.989450,705875.000,48827,3,MZ,1,100,17
1760381401.029449,705915.000,48827,3,MZ,1,100,17
1760381401.069449,705955.000,48827,3,MZ,1,100,17
1760381401.109449,705995.000,48847,2,MZ,1,100,17
1760381401.149448,706035.000,48847,2,MZ,1,100,19
1760381401.189448,706075.000,48863,3,MZ,1,100,17
1760381401.229448,706115.000,48863,3,MZ,1,100,17
1760381401.269448,706155.000,48863,3,MZ,1,100,17
1760381401.305114,706190.667,48880,3,MZ,1,100,16
1760381401.340780,706226.333,48880,3,MZ,1,100,17
1760381401.376447,706262.000,48880,3,MZ,1,100,17
1760381401.416447,706302.000,48896,2,MZ,1,100,17
1760381401.456447,706342.000,48896,2,MZ,1,100,19
1760381401.496446,706382.000,48914,3,MZ,1,100,17
1760381401.536446,706422.000,48914,3,MZ,1,100,17
1760381401.576446,706462.000,48914,3,MZ,1,100,17
1760381401.616446,706502.000,48930,2,MZ,1,100,16
1760381401.656445,706542.000,48930,2,MZ,1,100,17
1760381401.696445,706582.000,48948,3,MZ,1,100,17
1760381401.736445,706622.000,48948,3,MZ,1,100,17
1760381401.776444,706662.000,48948,3,MZ,1,100,17
1760381401.816444,706702.000,48966,2,MZ,1,100,16
1760381401.856444,706742.000,48966,2,MZ,1,100,17
1760381401.896444,706782.000,48981,3,MZ,1,100,17
1760381401.936444,706822.000,48981,3,MZ,1,100,16
1760381401.976443,706862.000,48981,3,MZ,1,100,17
1760381402.016443,706902.000,48998,2,MZ,1,100,16
1760381402.056443,706942.000,48998,2,MZ,1,100,16
1760381402.096442,706982.000,49017,3,MZ,1,100,17
1760381402.136442,707022.000,49017,3,MZ,1,100,17
1760381402.176442,707062.000,49017,3,MZ,1,100,19
1760381402.216442,707102.000,49033,2,MZ,1,100,18
1760381402.256441,707142.000,49033,2,MZ,1,100,20
1760381402.296441,707182.000,49050,3,MZ,1,100,18
1760381402.336441,707222.000,49050,3,MZ,1,100,20
1760381402.376441,707262.000,49050,3,MZ,1,100,18
1760381402.416440,707302.000,49067,2,MZ,1,100,18
1760381402.456440,707342.000,49067,2,MZ,1,100,18
1760381402.496440,707382.000,49084,3,MZ,1,100,18
1760381402.536440,707422.000,49084,3,MZ,1,100,20
1760381402.576439,707462.000,49084,3,MZ,1,100,19
1760381402.616439,707502.000,49100,2,MZ,1,100,20
1760381402.656439,707542.000,49100,2,MZ,1,100,19
1760381402.696439,707582.000,49116,3,MZ,1,100,20
1760381402.736438,707622.000,49116,3,MZ,1,100,19
1760381402.776438,707662.000,49116,3,MZ,1,100,19
1760381402.816438,707702.000,49137,4,MZ,1,100,19
1760381402.856438,707742.000,49137,4,MZ,1,100,19
1760381402.896437,707782.000,49137,4,MZ,1,100,18
1760381402.936437,707822.000,49137,4,MZ,1,100,18
1760381402.976437,707862.000,49154,2,MZ,1,100,19
1760381403.016437,707902.000,49154,2,MZ,1,100,19
1760381403.056436,707942.000,49171,3,MZ,1,100,18
1760381403.096436,707982.000,49171,3,MZ,1,100,18
1760381403.136436,708022.000,49171,3,MZ,1,100,19
1760381403.176435,708062.000,49188,2,MZ,1,100,16
1760381403.216435,708102.000,49188,2,MZ,1,100,18
1760381403.256435,708142.000,49203,3,MZ,1,100,18
1760381403.296435,708182.000,49203,3,MZ,1,100,17
1760381403.336435,708222.000,49203,3,MZ,1,100,18
1760381403.376434,708262.000,49220,2,MZ,1,100,18
1760381403.416434,708302.000,49220,2,MZ,1,100,19
1760381403.456434,708342.000,49236,3,MZ,1,100,18
1760381403.496433,708382.000,49236,3,MZ,1,100,18
1760381403.536433,708422.000,49236,3,MZ,1,100,17
1760381403.576433,708462.000,49255,2,MZ,1,100,19
1760381403.616433,708502.000,49255,2,MZ,1,100,19
1760381403.656432,708542.000,49272,3,MZ,1,100,18
1760381403.696432,708582.000,49272,3,MZ,1,100,17
1760381403.736432,708622.000,49272,3,MZ,1,100,19
1760381403.776432,708662.000,49287,2,MZ,1,100,18
1760381403.816432,708702.000,49287,2,MZ,1,100,20
1760381403.856431,708742.000,49303,3,MZ,1,100,19
1760381403.896431,708782.000,49303,3,MZ,1,100,16
1760381403.936431,708822.000,49303,3,MZ,1,100,19
1760381403.976430,708862.000,49320,2,MZ,1,100,18
1760381404.016430,708902.000,49320,2,MZ,1,100,18
1760381404.056430,708942.000,49337,3,MZ,1,100,19
1760381404.096430,708982.000,49337,3,MZ,1,100,18
1760381404.136429,709022.000,49337,3,MZ,1,100,18
1760381404.176429,709062.000,49352,3,MZ,1,100,18
1760381404.216429,709102.000,49352,3,MZ,1,100,17
1760381404.256429,709142.000,49352,3,MZ,1,100,18
1760381404.296428,709182.000,49368,2,MZ,1,100,18
1760381404.336428,709222.000,49368,2,MZ,1,100,18
1760381404.376428,709262.000,49386,3,MZ,1,100,18
1760381404.416428,709302.000,49386,3,MZ,1,100,18
1760381404.456427,709342.000,49386,3,MZ,1,100,18
1760381404.496427,709382.000,49402,2,MZ,1,100,18
1760381404.536427,709422.000,49402,2,MZ,1,100,18
1760381404.576427,709462.000,49417,3,MZ,1,100,18
1760381404.616426,709502.000,49417,3,MZ,1,100,20
1760381404.656426,709542.000,49417,3,MZ,1,100,18
1760381404.695926,709581.500,49434,2,MZ,1,100,18
1760381404.735425,709621.000,49434,2,MZ,1,100,18
1760381404.775425,709661.000,49451,3,MZ,1,100,19
1760381404.815425,709701.000,49451,3,MZ,1,100,17
1760381404.855425,709741.000,49451,3,MZ,1,100,19
1760381404.895425,709781.000,49467,2,MZ,1,100,18
1760381404.935424,709821.000,49467,2,MZ,1,100,19
1760381404.975757,709861.333,49482,3,MZ,1,100,18
1760381405.016090,709901.667,49482,3,MZ,1,100,18
1760381405.056423,709942.000,49482,3,MZ,1,100,19
1760381405.091423,709977.000,49499,3,MZ,1,100,18
1760381405.126423,710012.000,49499,3,MZ,1,100,18
1760381405.161423,710047.000,49499,3,MZ,1,100,19
1760381405.201423,710087.000,49516,2,MZ,1,100,18
1760381405.241422,710127.000,49516,2,MZ,1,100,18
1760381405.281422,710167.000,49534,3,MZ,1,100,17
1760381405.321422,710207.000,49534,3,MZ,1,100,19
1760381405.361422,710247.000,49534,3,MZ,1,100,19
1760381405.401421,710287.000,49551,2,MZ,1,100,19
1760381405.441421,710327.000,49551,2,MZ,1,100,19
1760381405.481421,710367.000,49566,3,MZ,1,100,19
1760381405.521420,710407.000,49566,3,MZ,1,100,18
1760381405.561420,710447.000,49566,3,MZ,1,100,18
1760381405.601420,710487.000,49583,2,MZ,1,100,18
1760381405.641420,710527.000,49583,2,MZ,1,100,18
1760381405.681420,710567.000,49600,3,MZ,1,100,18
1760381405.721419,710607.000,49600,3,MZ,1,100,18
1760381405.761419,710647.000,49600,3,MZ,1,100,18
1760381405.801419,710687.000,49616,2,MZ,1,100,18
1760381405.841419,710727.000,49616,2,MZ,1,100,18
1760381405.881752,710767.333,49631,3,MZ,1,100,19
1760381405.922085,710807.667,49631,3,MZ,1,100,18
1760381405.962418,710848.000,49631,3,MZ,1,100,19
1760381406.002084,710887.667,49649,3,MZ,1,100,18
1760381406.041751,710927.333,49649,3,MZ,1,100,18
1760381406.081417,710967.000,49649,3,MZ,1,100,18
1760381406.121417,711007.000,49665,2,MZ,1,100,17
1760381406.161417,711047.000,49665,2,MZ,1,100,18
