TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
1291590.000000,1404164.000000,1760385425.775629,1760385538.349272,26,1.28402e+06,1.41834e+06,1.12.2
