LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1760380186.330410,201204,31410,2,AK,1,100,30521,RD
1760380186.361410,201235,31413,2,AK,1,100,31411,RD
1760380191.441466,206315,32261,2,AK,1,100,31411,RD
1760380191.457467,206331,32264,2,AK,1,100,32262,RD
1760380196.547523,211421,33112,2,AK,1,100,32262,RD
1760380196.562523,211436,33115,2,AK,1,100,33113,RD
1760380201.672580,216546,33970,2,AK,1,100,33113,RD
1760380201.697580,216571,33973,2,AK,1,100,33971,RD
1760380206.800636,221674,34819,2,AK,1,100,33971,RD
1760380206.824636,221698,34822,2,AK,1,100,34820,RD
1760380211.924693,226798,35677,2,AK,1,100,34820,RD
1760380211.964693,226838,35680,2,AK,1,100,35678,RD
1760380217.051749,231925,36531,2,AK,1,100,35678,RD
1760380217.066750,231940,36534,2,AK,1,100,36532,RD
1760380222.172806,237046,37380,2,AK,1,100,36532,RD
1760380222.189806,237063,37383,2,AK,1,100,37381,RD
1760380227.295863,242169,38236,2,AK,1,100,37381,RD
1760380227.309863,242183,38239,2,AK,1,100,38237,RD
1760380232.411919,247285,39090,2,AK,1,100,38237,RD
1760380232.424919,247298,39093,2,AK,1,100,39091,RD
1760380237.543976,252417,39940,2,AK,1,100,39091,RD
1760380237.568976,252442,39943,2,AK,1,100,39941,RD
1760380242.665033,257538,40799,2,AK,1,100,39941,RD
1760380242.680033,257553,40802,2,AK,1,100,40800,RD
1760380247.782089,262655,41654,2,AK,1,100,40800,RD
1760380247.797089,262670,41657,2,AK,1,100,41655,RD
1760380252.906146,267779,42511,2,AK,1,100,41655,RD
1760380252.927146,267800,42514,2,AK,1,100,42512,RD
1760380258.029202,272902,43366,2,AK,1,100,42512,RD
1760380258.061203,272934,43369,2,AK,1,100,43367,RD
1760380263.158259,278031,44211,2,AK,1,100,43367,RD
1760380263.174259,278047,44214,2,AK,1,100,44212,RD
1760380268.275316,283148,45068,2,AK,1,100,44212,RD
1760380268.293316,283166,45071,2,AK,1,100,45069,RD
1760380273.394372,288267,45919,2,AK,1,100,45069,RD
1760380273.448373,288321,45922,2,AK,1,100,45920,RD
1760380278.517429,293390,46775,2,AK,1,100,45920,RD
1760380278.533429,293406,46778,2,AK,1,100,46776,RD
1760380283.626486,298499,47632,2,AK,1,100,46776,RD
1760380283.684486,298557,47635,2,AK,1,100,47633,RD
1760380288.752542,303625,48485,2,AK,1,100,47633,RD
1760380288.770542,303643,48488,2,AK,1,100,48486,RD
1760380293.870599,308743,49340,2,AK,1,100,48486,RD
1760380293.891599,308764,49343,2,AK,1,100,49341,RD
1760380298.979655,313852,50191,2,AK,1,100,49341,RD
1760380299.005656,313878,50194,2,AK,1,100,50192,RD
1760380304.098712,318971,51047,2,AK,1,100,50192,RD
1760380304.150712,319023,51050,2,AK,1,100,51048,RD
1760380309.209769,324082,51901,2,AK,1,100,51048,RD
1760380309.257769,324130,51904,2,AK,1,100,51902,RD
1760380314.343825,329216,52744,2,AK,1,100,51902,RD
1760380314.368825,329241,52747,2,AK,1,100,52745,RD
1760380319.473882,334346,53587,2,AK,1,100,52745,RD
1760380319.487882,334360,53590,2,AK,1,100,53588,RD
