LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MY
1760381627.460252,932345.000,21044,3,MY,1,100,-4
1760381627.460252,932345.000,21044,3,MY,1,100,-5
1760381627.460252,932345.000,21044,3,MY,1,100,-4
1760381627.500251,932385.000,21061,2,MY,1,100,-4
1760381627.540251,932425.000,21061,2,MY,1,100,-4
1760381627.580250,932465.000,21077,3,MY,1,100,-3
1760381627.620249,932505.000,21077,3,MY,1,100,-5
1760381627.660248,932545.000,21077,3,MY,1,100,-5
1760381627.700248,932585.000,21095,3,MY,1,100,-4
1760381627.740247,932625.000,21095,3,MY,1,100,-5
1760381627.780246,932665.000,21095,3,MY,1,100,-4
1760381627.820245,932705.000,21111,2,MY,1,100,-6
1760381627.860245,932745.000,21111,2,MY,1,100,-6
1760381627.900244,932785.000,21131,3,MY,1,100,-4
1760381627.940243,932825.000,21131,3,MY,1,100,-7
1760381627.980242,932865.000,21131,3,MY,1,100,-6
1760381628.020242,932905.000,21148,2,MY,1,100,-5
1760381628.060241,932945.000,21148,2,MY,1,100,-4
1760381628.100240,932985.000,21165,3,MY,1,100,-2
1760381628.140239,933025.000,21165,3,MY,1,100,-4
1760381628.180239,933065.000,21165,3,MY,1,100,-3
1760381628.220238,933105.000,21183,2,MY,1,100,-3
1760381628.260237,933145.000,21183,2,MY,1,100,-2
1760381628.300236,933185.000,21199,3,MY,1,100,-2
1760381628.340236,933225.000,21199,3,MY,1,100,-5
1760381628.380235,933265.000,21199,3,MY,1,100,-4
1760381628.420234,933305.000,21215,2,MY,1,100,-5
1760381628.460233,933345.000,21215,2,MY,1,100,-4
1760381628.500233,933385.000,21232,3,MY,1,100,-1
1760381628.540232,933425.000,21232,3,MY,1,100,-4
1760381628.580231,933465.000,21232,3,MY,1,100,-3
1760381628.620230,933505.000,21248,2,MY,1,100,-3
1760381628.660230,933545.000,21248,2,MY,1,100,-3
1760381628.700229,933585.000,21268,3,MY,1,100,-1
1760381628.740228,933625.000,21268,3,MY,1,100,-2
1760381628.780228,933665.000,21268,3,MY,1,100,-1
1760381628.820227,933705.000,21282,2,MY,1,100,-2
1760381628.860226,933745.000,21282,2,MY,1,100,-5
1760381628.900225,933785.000,21299,3,MY,1,100,-4
1760381628.940225,933825.000,21299,3,MY,1,100,-3
1760381628.980224,933865.000,21299,3,MY,1,100,-3
1760381629.020223,933905.000,21316,3,MY,1,100,-3
1760381629.060222,933945.000,21316,3,MY,1,100,-5
1760381629.100222,933985.000,21316,3,MY,1,100,-4
1760381629.140221,934025.000,21335,2,MY,1,100,-4
1760381629.180220,934065.000,21335,2,MY,1,100,-3
1760381629.220219,934105.000,21349,3,MY,1,100,-4
1760381629.260219,934145.000,21349,3,MY,1,100,-2
1760381629.300218,934185.000,21349,3,MY,1,100,-1
1760381629.340217,934225.000,21369,2,MY,1,100,-1
1760381629.380216,934265.000,21369,2,MY,1,100,-1
1760381629.420216,934305.000,21387,3,MY,1,100,-1
1760381629.460215,934345.000,21387,3,MY,1,100,-4
1760381629.500214,934385.000,21387,3,MY,1,100,-4
1760381629.540213,934425.000,21404,2,MY,1,100,-2
1760381629.580213,934465.000,21404,2,MY,1,100,-3
1760381629.620212,934505.000,21418,3,MY,1,100,-4
1760381629.660211,934545.000,21418,3,MY,1,100,-4
1760381629.700211,934585.000,21418,3,MY,1,100,-4
1760381629.740210,934625.000,21436,2,MY,1,100,-3
1760381629.780209,934665.000,21436,2,MY,1,100,-5
1760381629.820208,934705.000,21454,3,MY,1,100,-4
1760381629.860208,934745.000,21454,3,MY,1,100,-6
1760381629.900207,934785.000,21454,3,MY,1,100,-5
1760381629.940206,934825.000,21473,2,MY,1,100,-5
1760381629.980205,934865.000,21473,2,MY,1,100,-6
1760381630.020205,934905.000,21490,3,MY,1,100,-5
1760381630.060204,934945.000,21490,3,MY,1,100,-6
1760381630.100203,934985.000,21490,3,MY,1,100,-6
1760381630.140202,935025.000,21507,2,MY,1,100,-6
1760381630.180202,935065.000,21507,2,MY,1,100,-5
1760381630.215868,935100.667,21523,3,MY,1,100,-5
1760381630.251534,935136.333,21523,3,MY,1,100,-7
1760381630.287199,935172.000,21523,3,MY,1,100,-5
1760381630.327199,935212.000,21543,3,MY,1,100,-4
1760381630.367198,935252.000,21543,3,MY,1,100,-5
1760381630.407197,935292.000,21543,3,MY,1,100,-3
1760381630.447197,935332.000,21558,2,MY,1,100,-4
1760381630.487196,935372.000,21558,2,MY,1,100,-2
