LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SA
1760384650.955418,516768.000,17951,1,SA,1,100,0.007187
1760384655.421588,521234.000,18501,1,SA,1,100,0.000111
1760384656.621634,522434.000,18690,1,SA,1,100,0.000032
1760384663.421893,529234.000,19844,1,SA,1,100,0.000144
1760384685.152720,550964.000,23379,1,SA,1,100,0.000043
1760384685.419731,551231.000,23414,1,SA,1,100,0.000040
1760384695.885129,561696.000,25200,1,SA,1,100,0.001325
1760384698.018211,563829.000,25498,1,SA,1,100,0.000045
1760384698.352223,564163.000,25551,1,SA,1,100,0.000036
1760384702.219371,568030.000,26185,1,SA,1,100,0.000019
