LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GX
1760381627.460252,932345.000,21040,3,GX,1,100,-46.326
1760381627.460252,932345.000,21040,3,GX,1,100,-54.810
1760381627.460252,932345.000,21040,3,GX,1,100,-64.728
1760381627.500251,932385.000,21057,2,GX,1,100,-64.178
1760381627.540251,932425.000,21057,2,GX,1,100,-47.699
1760381627.580250,932465.000,21073,3,GX,1,100,-39.154
1760381627.620249,932505.000,21073,3,GX,1,100,-38.605
1760381627.660248,932545.000,21073,3,GX,1,100,-30.548
1760381627.700248,932585.000,21091,3,GX,1,100,-23.956
1760381627.740247,932625.000,21091,3,GX,1,100,-19.989
1760381627.780246,932665.000,21091,3,GX,1,100,-19.012
1760381627.820245,932705.000,21107,2,GX,1,100,-17.456
1760381627.860245,932745.000,21107,2,GX,1,100,-12.604
1760381627.900244,932785.000,21127,3,GX,1,100,-10.437
1760381627.940243,932825.000,21127,3,GX,1,100,-9.827
1760381627.980242,932865.000,21127,3,GX,1,100,-9.033
1760381628.020242,932905.000,21144,2,GX,1,100,-5.432
1760381628.060241,932945.000,21144,2,GX,1,100,4.486
1760381628.100240,932985.000,21161,3,GX,1,100,9.735
1760381628.140239,933025.000,21161,3,GX,1,100,21.423
1760381628.180239,933065.000,21161,3,GX,1,100,37.079
1760381628.220238,933105.000,21179,2,GX,1,100,34.424
1760381628.260237,933145.000,21179,2,GX,1,100,37.292
1760381628.300236,933185.000,21195,3,GX,1,100,59.448
1760381628.340236,933225.000,21195,3,GX,1,100,69.672
1760381628.380235,933265.000,21195,3,GX,1,100,68.176
1760381628.420234,933305.000,21211,2,GX,1,100,53.253
1760381628.460233,933345.000,21211,2,GX,1,100,44.525
1760381628.500233,933385.000,21228,3,GX,1,100,36.652
1760381628.540232,933425.000,21228,3,GX,1,100,15.808
1760381628.580231,933465.000,21228,3,GX,1,100,-3.357
1760381628.620230,933505.000,21244,2,GX,1,100,-22.552
1760381628.660230,933545.000,21244,2,GX,1,100,-36.469
1760381628.700229,933585.000,21264,3,GX,1,100,-38.879
1760381628.740228,933625.000,21264,3,GX,1,100,-27.557
1760381628.780228,933665.000,21264,3,GX,1,100,-22.644
1760381628.820227,933705.000,21278,2,GX,1,100,-42.389
1760381628.860226,933745.000,21278,2,GX,1,100,-39.795
1760381628.900225,933785.000,21295,3,GX,1,100,-24.506
1760381628.940225,933825.000,21295,3,GX,1,100,-22.369
1760381628.980224,933865.000,21295,3,GX,1,100,-29.327
1760381629.020223,933905.000,21312,3,GX,1,100,-28.381
1760381629.060222,933945.000,21312,3,GX,1,100,-18.066
1760381629.100222,933985.000,21312,3,GX,1,100,-5.096
1760381629.140221,934025.000,21331,2,GX,1,100,-1.190
1760381629.180220,934065.000,21331,2,GX,1,100,-5.524
1760381629.220219,934105.000,21345,3,GX,1,100,-6.042
1760381629.260219,934145.000,21345,3,GX,1,100,-12.726
1760381629.300218,934185.000,21345,3,GX,1,100,-7.568
1760381629.340217,934225.000,21365,2,GX,1,100,-2.258
1760381629.380216,934265.000,21365,2,GX,1,100,2.594
1760381629.420216,934305.000,21383,3,GX,1,100,18.402
1760381629.460215,934345.000,21383,3,GX,1,100,27.039
1760381629.500214,934385.000,21383,3,GX,1,100,26.581
1760381629.540213,934425.000,21400,2,GX,1,100,25.665
1760381629.580213,934465.000,21400,2,GX,1,100,30.762
1760381629.620212,934505.000,21414,3,GX,1,100,36.713
1760381629.660211,934545.000,21414,3,GX,1,100,37.018
1760381629.700211,934585.000,21414,3,GX,1,100,33.844
1760381629.740210,934625.000,21432,2,GX,1,100,25.452
1760381629.780209,934665.000,21432,2,GX,1,100,9.735
1760381629.820208,934705.000,21450,3,GX,1,100,-14.496
1760381629.860208,934745.000,21450,3,GX,1,100,-27.893
1760381629.900207,934785.000,21450,3,GX,1,100,-37.659
1760381629.940206,934825.000,21469,2,GX,1,100,-52.582
1760381629.980205,934865.000,21469,2,GX,1,100,-45.044
1760381630.020205,934905.000,21486,3,GX,1,100,-26.093
1760381630.060204,934945.000,21486,3,GX,1,100,-29.907
1760381630.100203,934985.000,21486,3,GX,1,100,-31.494
1760381630.140202,935025.000,21503,2,GX,1,100,-27.252
1760381630.180202,935065.000,21503,2,GX,1,100,-25.909
1760381630.215868,935100.667,21519,3,GX,1,100,-26.611
1760381630.251534,935136.333,21519,3,GX,1,100,-26.093
1760381630.287199,935172.000,21519,3,GX,1,100,-21.912
1760381630.327199,935212.000,21539,3,GX,1,100,-13.062
1760381630.367198,935252.000,21539,3,GX,1,100,-5.066
1760381630.407197,935292.000,21539,3,GX,1,100,-3.418
1760381630.447197,935332.000,21554,2,GX,1,100,-4.028
1760381630.487196,935372.000,21554,2,GX,1,100,0.427
1760381630.527195,935412.000,21570,3,GX,1,100,3.876
1760381630.567194,935452.000,21570,3,GX,1,100,7.019
1760381630.607194,935492.000,21570,3,GX,1,100,17.273
1760381630.647193,935532.000,21590,2,GX,1,100,33.051
1760381630.687192,935572.000,21590,2,GX,1,100,31.799
1760381630.727191,935612.000,21608,3,GX,1,100,30.304
1760381630.767191,935652.000,21608,3,GX,1,100,35.309
1760381630.807190,935692.000,21608,3,GX,1,100,38.239
1760381630.847189,935732.000,21624,3,GX,1,100,36.194
1760381630.887188,935772.000,21624,3,GX,1,100,28.809
1760381630.927188,935812.000,21624,3,GX,1,100,20.294
1760381630.967187,935852.000,21639,2,GX,1,100,14.404
1760381631.007186,935892.000,21639,2,GX,1,100,10.437
1760381631.047185,935932.000,21658,3,GX,1,100,-0.519
1760381631.087185,935972.000,21658,3,GX,1,100,-10.559
1760381631.127184,936012.000,21658,3,GX,1,100,-11.139
1760381631.167183,936052.000,21675,2,GX,1,100,-19.531
1760381631.207182,936092.000,21675,2,GX,1,100,-16.846
1760381631.247182,936132.000,21693,3,GX,1,100,-0.519
1760381631.287181,936172.000,21693,3,GX,1,100,1.709
1760381631.327180,936212.000,21693,3,GX,1,100,-5.371
1760381631.367180,936252.000,21709,2,GX,1,100,-8.240
