LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SR
1760381795.440261,1100328.000,49523,1,SR,1,100,0.066667
1760381795.840266,1100728.000,49593,1,SR,1,100,0.066667
1760381796.906280,1101794.000,49770,1,SR,1,100,0.133333
1760381797.706290,1102594.000,49889,1,SR,1,100,0.066667
1760381798.106295,1102994.000,49958,1,SR,1,100,0.066667
1760381799.239309,1104127.000,50161,1,SR,1,100,0.066667
1760381799.973318,1104861.000,50282,1,SR,1,100,0.133333
1760381800.707328,1105595.000,50418,1,SR,1,100,0.133333
1760381801.173334,1106061.000,50487,1,SR,1,100,0.066667
1760381802.239347,1107127.000,50667,1,SR,1,100,0.133333
1760381802.706353,1107594.000,50736,1,SR,1,100,0.066667
1760381803.039357,1107927.000,50804,1,SR,1,100,0.066667
1760381804.239372,1109127.000,50989,1,SR,1,100,0.066667
1760381804.572376,1109460.000,51056,1,SR,1,100,0.066667
1760381805.306386,1110194.000,51193,1,SR,1,100,0.133333
1760381806.039395,1110927.000,51313,1,SR,1,100,0.133333
1760381806.505401,1111393.000,51380,1,SR,1,100,0.066667
1760381806.839405,1111727.000,51432,1,SR,1,100,0.066667
1760381807.572414,1112460.000,51556,1,SR,1,100,0.133333
1760381808.038420,1112926.000,51625,1,SR,1,100,0.066667
1760381808.372425,1113260.000,51692,1,SR,1,100,0.066667
1760381808.772429,1113660.000,51762,1,SR,1,100,0.066667
1760381809.839443,1114727.000,51945,1,SR,1,100,0.133333
1760381810.305449,1115193.000,52015,1,SR,1,100,0.066667
1760381810.572452,1115460.000,52082,1,SR,1,100,0.200000
1760381811.039458,1115927.000,52151,1,SR,1,100,0.133333
1760381811.372462,1116260.000,52204,1,SR,1,100,0.133333
1760381811.838468,1116726.000,52273,1,SR,1,100,0.066667
1760381812.571477,1117459.000,52400,1,SR,1,100,0.133333
1760381812.905482,1117793.000,52467,1,SR,1,100,0.133333
1760381813.371488,1118259.000,52520,1,SR,1,100,0.066667
1760381813.639491,1118527.000,52587,1,SR,1,100,0.133333
1760381814.105497,1118993.000,52656,1,SR,1,100,0.066667
1760381814.439501,1119327.000,52725,1,SR,1,100,0.133333
1760381814.839506,1119727.000,52795,1,SR,1,100,0.133333
1760381815.172510,1120060.000,52848,1,SR,1,100,0.133333
1760381815.638516,1120526.000,52918,1,SR,1,100,0.066667
1760381816.704530,1121592.000,53105,1,SR,1,100,0.133333
1760381817.438539,1122326.000,53233,1,SR,1,100,0.133333
