LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1760381794.846254,1099734,49401,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381795.050256,1099938,49420,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381795.251259,1100139,49454,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381795.456261,1100344,49487,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381795.657264,1100545,49521,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381795.858266,1100746,49557,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381796.059269,1100947,49591,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381796.260272,1101148,49626,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381796.461274,1101349,49660,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381796.662277,1101550,49693,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381796.922280,1101810,49732,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381797.123282,1102011,49767,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381797.324285,1102212,49803,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381797.525288,1102413,49838,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381797.726290,1102614,49870,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381797.927293,1102815,49906,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381798.128295,1103016,49938,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381798.329298,1103217,49975,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381798.530300,1103418,50007,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381798.731303,1103619,50042,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381798.935305,1103823,50076,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381799.135308,1104023,50110,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381799.336310,1104224,50141,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381799.537313,1104425,50179,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381799.738315,1104626,50212,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381799.939318,1104827,50246,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381800.140321,1105028,50280,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381800.341323,1105229,50315,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381800.542325,1105430,50349,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381800.743328,1105631,50382,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381800.944331,1105832,50416,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381801.149333,1106037,50452,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381801.350336,1106238,50485,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381801.551338,1106439,50521,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381801.753341,1106641,50555,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381802.044345,1106932,50593,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381802.250347,1107138,50631,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381802.450350,1107338,50664,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381802.654352,1107542,50700,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381802.854355,1107742,50734,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381803.055357,1107943,50769,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381803.256360,1108144,50802,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381803.457362,1108345,50836,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381803.658365,1108546,50872,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381803.859368,1108747,50904,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381804.060370,1108948,50939,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381804.261373,1109149,50971,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381804.462375,1109350,51007,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381804.663378,1109551,51038,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381804.864380,1109752,51074,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381805.068383,1109956,51107,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
1760381805.269385,1110157,51141,4,EM,1,100,RS,RB,2025-10-13_14-56-34-469534.csv,PS
