LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SR
1760384912.992005,778808.000,60221,1,SR,1,100,0.133333
1760384913.392992,779209.000,60288,1,SR,1,100,0.133333
1760384913.658984,779475.000,60324,1,SR,1,100,0.066667
1760384913.858977,779675.000,60391,1,SR,1,100,0.266667
1760384914.258965,780075.000,60432,1,SR,1,100,0.133333
1760384914.791948,780608.000,60517,1,SR,1,100,0.133333
1760384915.058939,780875.000,60598,1,SR,1,100,0.400000
1760384915.724918,781541.000,60699,1,SR,1,100,0.266667
1760384916.258901,782075.000,61013,1,SR,1,100,1.733333
1760384918.124841,783941.000,61080,1,SR,1,100,0.266667
1760384918.657824,784474.000,61148,1,SR,1,100,0.066667
1760384918.857818,784674.000,61183,1,SR,1,100,0.066667
1760384919.057811,784874.000,61220,1,SR,1,100,0.133333
1760384919.990782,785807.000,61358,1,SR,1,100,0.066667
1760384920.458767,786275.000,61458,1,SR,1,100,0.200000
1760384921.058748,786875.000,61540,1,SR,1,100,0.133333
1760384921.591731,787408.000,61675,1,SR,1,100,0.400000
1760384922.123714,787940.000,61742,1,SR,1,100,0.200000
1760384922.991686,788808.000,61875,1,SR,1,100,0.200000
1760384923.724663,789541.000,61992,1,SR,1,100,0.133333
1760384924.124650,789941.000,62076,1,SR,1,100,0.266667
1760384924.790629,790607.000,62166,1,SR,1,100,0.133333
1760384925.456607,791273.000,62283,1,SR,1,100,0.200000
1760384925.790597,791607.000,62334,1,SR,1,100,0.133333
1760384926.056588,791873.000,62403,1,SR,1,100,0.266667
1760384926.590571,792407.000,62455,1,SR,1,100,0.066667
1760384927.456543,793273.000,62605,1,SR,1,100,0.133333
1760384927.989527,793806.000,62686,1,SR,1,100,0.133333
1760384928.389514,794206.000,62804,1,SR,1,100,0.400000
1760384929.056493,794873.000,62888,1,SR,1,100,0.266667
