LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MY
1760386311.759044,2177576.000,31184,1,MY,1,100,27
1760386311.798544,2177615.500,31201,2,MY,1,100,28
1760386311.838043,2177655.000,31201,2,MY,1,100,29
1760386311.878042,2177695.000,31217,3,MY,1,100,29
1760386311.918042,2177735.000,31217,3,MY,1,100,28
1760386311.958041,2177775.000,31217,3,MY,1,100,28
1760386311.993707,2177810.667,31234,3,MY,1,100,29
1760386312.029373,2177846.333,31234,3,MY,1,100,28
1760386312.065039,2177882.000,31234,3,MY,1,100,28
1760386312.105039,2177922.000,31252,2,MY,1,100,30
1760386312.145038,2177962.000,31252,2,MY,1,100,29
1760386312.185037,2178002.000,31268,3,MY,1,100,29
1760386312.225037,2178042.000,31268,3,MY,1,100,28
1760386312.265036,2178082.000,31268,3,MY,1,100,28
1760386312.305035,2178122.000,31284,2,MY,1,100,30
1760386312.345035,2178162.000,31284,2,MY,1,100,29
1760386312.385034,2178202.000,31302,3,MY,1,100,29
1760386312.425034,2178242.000,31302,3,MY,1,100,27
1760386312.465033,2178282.000,31302,3,MY,1,100,28
1760386312.505032,2178322.000,31319,3,MY,1,100,30
1760386312.545032,2178362.000,31319,3,MY,1,100,28
1760386312.585031,2178402.000,31319,3,MY,1,100,28
1760386312.625030,2178442.000,31335,2,MY,1,100,30
1760386312.665030,2178482.000,31335,2,MY,1,100,29
1760386312.705362,2178522.333,31353,3,MY,1,100,30
1760386312.745695,2178562.667,31353,3,MY,1,100,28
1760386312.786028,2178603.000,31353,3,MY,1,100,28
1760386312.826027,2178643.000,31367,2,MY,1,100,28
1760386312.866026,2178683.000,31367,2,MY,1,100,28
1760386312.906026,2178723.000,31386,3,MY,1,100,29
1760386312.946025,2178763.000,31386,3,MY,1,100,28
1760386312.986025,2178803.000,31386,3,MY,1,100,30
1760386313.026024,2178843.000,31402,2,MY,1,100,29
1760386313.066023,2178883.000,31402,2,MY,1,100,29
1760386313.106023,2178923.000,31420,3,MY,1,100,30
1760386313.146022,2178963.000,31420,3,MY,1,100,28
1760386313.186021,2179003.000,31420,3,MY,1,100,29
1760386313.226021,2179043.000,31434,2,MY,1,100,29
1760386313.266020,2179083.000,31434,2,MY,1,100,29
1760386313.306019,2179123.000,31451,3,MY,1,100,28
1760386313.346019,2179163.000,31451,3,MY,1,100,28
1760386313.386018,2179203.000,31451,3,MY,1,100,28
1760386313.426018,2179243.000,31468,2,MY,1,100,28
1760386313.466017,2179283.000,31468,2,MY,1,100,29
1760386313.506016,2179323.000,31485,3,MY,1,100,30
1760386313.546016,2179363.000,31485,3,MY,1,100,29
1760386313.586015,2179403.000,31485,3,MY,1,100,29
1760386313.626014,2179443.000,31501,2,MY,1,100,29
1760386313.666013,2179483.000,31501,2,MY,1,100,29
1760386313.706013,2179523.000,31519,3,MY,1,100,30
1760386313.746012,2179563.000,31519,3,MY,1,100,28
1760386313.786012,2179603.000,31519,3,MY,1,100,28
1760386313.826011,2179643.000,31535,3,MY,1,100,29
1760386313.866010,2179683.000,31535,3,MY,1,100,28
1760386313.906010,2179723.000,31535,3,MY,1,100,29
1760386313.946009,2179763.000,31552,2,MY,1,100,28
1760386313.986008,2179803.000,31552,2,MY,1,100,29
1760386314.026008,2179843.000,31566,3,MY,1,100,30
1760386314.066007,2179883.000,31566,3,MY,1,100,29
1760386314.106006,2179923.000,31566,3,MY,1,100,28
1760386314.146006,2179963.000,31586,2,MY,1,100,27
1760386314.186005,2180003.000,31586,2,MY,1,100,29
1760386314.226005,2180043.000,31602,3,MY,1,100,29
1760386314.266004,2180083.000,31602,3,MY,1,100,28
