TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
1326829.000000,1418966.000000,1760382021.942613,1760382114.081918,24,1.32503e+06,1.44955e+06,1.12.2
