LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1760381400.348454,705234.000,48701,1,EL,1,100,7604.200195
1760381400.415453,705301.000,48716,1,EL,1,100,7610.200195
1760381400.481953,705367.500,48733,2,EL,1,100,7591.799805
1760381400.548452,705434.000,48733,2,EL,1,100,7571.600098
1760381400.615452,705501.000,48751,1,EL,1,100,7560.799805
1760381400.681952,705567.500,48767,2,EL,1,100,7538.200195
1760381400.748451,705634.000,48767,2,EL,1,100,7513.399902
1760381400.815451,705701.000,48783,1,EL,1,100,7491.200195
1760381400.881950,705767.500,48802,2,EL,1,100,7480.399902
1760381400.948450,705834.000,48802,2,EL,1,100,7470.600098
1760381401.015449,705901.000,48818,1,EL,1,100,7451.799805
1760381401.081949,705967.500,48836,2,EL,1,100,7433.399902
1760381401.148448,706034.000,48836,2,EL,1,100,7429.399902
1760381401.215448,706101.000,48852,1,EL,1,100,7409.600098
1760381401.281948,706167.500,48869,2,EL,1,100,7387.200195
1760381401.348447,706234.000,48869,2,EL,1,100,7373.200195
1760381401.415447,706301.000,48886,1,EL,1,100,7353.799805
1760381401.481946,706367.500,48904,2,EL,1,100,7328.399902
1760381401.548446,706434.000,48904,2,EL,1,100,7314.799805
1760381401.615446,706501.000,48919,1,EL,1,100,7294.200195
1760381401.681945,706567.500,48937,2,EL,1,100,7275.799805
1760381401.748445,706634.000,48937,2,EL,1,100,7258.200195
1760381401.814944,706700.500,48955,2,EL,1,100,7244.399902
1760381401.881444,706767.000,48955,2,EL,1,100,7224.000000
1760381401.948443,706834.000,48972,1,EL,1,100,7208.399902
1760381402.014943,706900.500,48987,2,EL,1,100,7176.200195
1760381402.081443,706967.000,48987,2,EL,1,100,7150.399902
1760381402.148442,707034.000,49006,1,EL,1,100,7114.600098
1760381402.214942,707100.500,49022,2,EL,1,100,7085.799805
1760381402.281441,707167.000,49022,2,EL,1,100,7071.000000
1760381402.348441,707234.000,49041,1,EL,1,100,7071.799805
1760381402.414940,707300.500,49056,2,EL,1,100,7060.399902
1760381402.481440,707367.000,49056,2,EL,1,100,7047.200195
1760381402.548440,707434.000,49073,1,EL,1,100,7021.000000
1760381402.614939,707500.500,49089,2,EL,1,100,7017.600098
1760381402.681439,707567.000,49089,2,EL,1,100,7003.200195
1760381402.748438,707634.000,49107,1,EL,1,100,6990.399902
1760381402.814938,707700.500,49126,2,EL,1,100,6968.600098
1760381402.881438,707767.000,49126,2,EL,1,100,6961.799805
1760381402.947937,707833.500,49143,2,EL,1,100,6940.799805
1760381403.014436,707900.000,49143,2,EL,1,100,6926.200195
1760381403.081436,707967.000,49160,1,EL,1,100,6872.399902
1760381403.147936,708033.500,49177,2,EL,1,100,6541.399902
1760381403.214435,708100.000,49177,2,EL,1,100,6314.600098
1760381403.281435,708167.000,49193,1,EL,1,100,6242.000000
1760381403.347934,708233.500,49210,2,EL,1,100,6203.600098
1760381403.414434,708300.000,49210,2,EL,1,100,6169.200195
1760381403.481434,708367.000,49225,1,EL,1,100,6137.399902
1760381403.547933,708433.500,49244,2,EL,1,100,6113.000000
1760381403.614433,708500.000,49244,2,EL,1,100,6085.399902
1760381403.681432,708567.000,49261,2,EL,1,100,6097.200195
1760381403.748432,708634.000,49261,2,EL,1,100,6113.399902
1760381403.814431,708700.000,49278,1,EL,1,100,6104.799805
1760381403.881431,708767.000,49292,2,EL,1,100,6071.399902
1760381403.948431,708834.000,49292,2,EL,1,100,6071.600098
1760381404.014430,708900.000,49309,1,EL,1,100,6070.600098
1760381404.081430,708967.000,49326,2,EL,1,100,6057.000000
1760381404.148429,709034.000,49326,2,EL,1,100,6055.399902
1760381404.214429,709100.000,49343,1,EL,1,100,6086.799805
1760381404.281429,709167.000,49357,2,EL,1,100,6067.200195
1760381404.348428,709234.000,49357,2,EL,1,100,6070.399902
1760381404.414428,709300.000,49375,1,EL,1,100,6075.000000
1760381404.481427,709367.000,49391,2,EL,1,100,6076.399902
1760381404.548427,709434.000,49391,2,EL,1,100,6060.799805
1760381404.614426,709500.000,49408,1,EL,1,100,6057.200195
1760381404.681426,709567.000,49423,2,EL,1,100,6038.399902
1760381404.748425,709634.000,49423,2,EL,1,100,6028.600098
1760381404.814425,709700.000,49440,1,EL,1,100,6003.799805
1760381404.880925,709766.500,49456,2,EL,1,100,5980.000000
1760381404.947424,709833.000,49456,2,EL,1,100,5911.399902
1760381405.014424,709900.000,49473,1,EL,1,100,5863.200195
1760381405.080923,709966.500,49488,2,EL,1,100,5840.600098
1760381405.147423,710033.000,49488,2,EL,1,100,5836.799805
1760381405.214422,710100.000,49505,1,EL,1,100,5819.799805
1760381405.280922,710166.500,49523,2,EL,1,100,5824.399902
1760381405.347422,710233.000,49523,2,EL,1,100,5839.200195
1760381405.414421,710300.000,49541,1,EL,1,100,5854.000000
1760381405.480921,710366.500,49556,2,EL,1,100,5853.799805
1760381405.547421,710433.000,49556,2,EL,1,100,5860.200195
1760381405.614420,710500.000,49572,1,EL,1,100,5853.799805
1760381405.680920,710566.500,49589,2,EL,1,100,5848.799805
1760381405.747419,710633.000,49589,2,EL,1,100,5845.000000
1760381405.814419,710700.000,49606,1,EL,1,100,5842.000000
1760381405.880918,710766.500,49621,2,EL,1,100,5831.600098
1760381405.947418,710833.000,49621,2,EL,1,100,5827.000000
1760381406.014417,710900.000,49638,2,EL,1,100,5806.000000
1760381406.081417,710967.000,49638,2,EL,1,100,5795.799805
1760381406.147417,711033.000,49654,1,EL,1,100,5786.000000
1760381406.214416,711100.000,49673,2,EL,1,100,5778.399902
1760381406.281416,711167.000,49673,2,EL,1,100,5765.799805
1760381406.347415,711233.000,49689,1,EL,1,100,5764.799805
1760381406.414415,711300.000,49705,2,EL,1,100,5752.000000
