LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GX
1760384203.054581,68867.000,9157,3,GX,1,100,4.913
1760384203.054581,68867.000,9157,3,GX,1,100,-12.512
1760384203.054581,68867.000,9157,3,GX,1,100,-33.447
1760384203.094581,68907.000,9174,3,GX,1,100,-43.732
1760384203.134581,68947.000,9174,3,GX,1,100,-33.630
1760384203.174580,68987.000,9174,3,GX,1,100,-18.341
1760384203.214580,69027.000,9190,2,GX,1,100,-11.047
1760384203.254580,69067.000,9190,2,GX,1,100,-7.477
1760384203.294580,69107.000,9208,3,GX,1,100,-12.939
1760384203.334580,69147.000,9208,3,GX,1,100,-21.515
1760384203.374580,69187.000,9208,3,GX,1,100,-21.332
1760384203.414580,69227.000,9229,2,GX,1,100,-15.259
1760384203.454580,69267.000,9229,2,GX,1,100,-6.531
1760384203.494580,69307.000,9246,3,GX,1,100,3.510
1760384203.534579,69347.000,9246,3,GX,1,100,9.247
1760384203.574579,69387.000,9246,3,GX,1,100,7.751
1760384203.614579,69427.000,9263,2,GX,1,100,4.120
1760384203.654579,69467.000,9263,2,GX,1,100,-0.824
1760384203.694579,69507.000,9278,3,GX,1,100,-10.498
1760384203.734579,69547.000,9278,3,GX,1,100,-14.496
1760384203.774579,69587.000,9278,3,GX,1,100,-13.885
1760384203.814579,69627.000,9294,2,GX,1,100,10.498
1760384203.854578,69667.000,9294,2,GX,1,100,42.114
1760384203.894578,69707.000,9311,3,GX,1,100,44.373
1760384203.934578,69747.000,9311,3,GX,1,100,21.515
1760384203.974578,69787.000,9311,3,GX,1,100,-0.031
1760384204.014578,69827.000,9328,2,GX,1,100,-1.373
1760384204.054578,69867.000,9328,2,GX,1,100,9.186
1760384204.094578,69907.000,9345,3,GX,1,100,16.846
1760384204.134578,69947.000,9345,3,GX,1,100,20.874
1760384204.174577,69987.000,9345,3,GX,1,100,13.245
1760384204.214577,70027.000,9361,3,GX,1,100,6.866
1760384204.254577,70067.000,9361,3,GX,1,100,-4.303
1760384204.294577,70107.000,9361,3,GX,1,100,-3.265
1760384204.334577,70147.000,9379,2,GX,1,100,6.622
1760384204.374577,70187.000,9379,2,GX,1,100,5.646
1760384204.414577,70227.000,9395,3,GX,1,100,1.190
1760384204.454577,70267.000,9395,3,GX,1,100,0.824
1760384204.494577,70307.000,9395,3,GX,1,100,-2.838
1760384204.534576,70347.000,9411,2,GX,1,100,-7.599
1760384204.574576,70387.000,9411,2,GX,1,100,-12.177
1760384204.614576,70427.000,9429,3,GX,1,100,-17.792
1760384204.654576,70467.000,9429,3,GX,1,100,-21.271
1760384204.694576,70507.000,9429,3,GX,1,100,-22.125
1760384204.734576,70547.000,9446,2,GX,1,100,-19.775
1760384204.774576,70587.000,9446,2,GX,1,100,-10.162
1760384204.814576,70627.000,9462,3,GX,1,100,-1.434
1760384204.854576,70667.000,9462,3,GX,1,100,1.404
1760384204.894575,70707.000,9462,3,GX,1,100,6.073
1760384204.934575,70747.000,9482,2,GX,1,100,9.613
1760384204.974575,70787.000,9482,2,GX,1,100,8.148
1760384205.014575,70827.000,9496,3,GX,1,100,-1.404
1760384205.054575,70867.000,9496,3,GX,1,100,-26.367
1760384205.094575,70907.000,9496,3,GX,1,100,-53.070
1760384205.134575,70947.000,9513,2,GX,1,100,-31.647
1760384205.174575,70987.000,9513,2,GX,1,100,-24.139
1760384205.214575,71027.000,9529,3,GX,1,100,-32.257
1760384205.254574,71067.000,9529,3,GX,1,100,-18.768
1760384205.294574,71107.000,9529,3,GX,1,100,-5.005
1760384205.334574,71147.000,9547,2,GX,1,100,3.143
1760384205.374574,71187.000,9547,2,GX,1,100,9.918
1760384205.414574,71227.000,9563,3,GX,1,100,27.313
1760384205.454574,71267.000,9563,3,GX,1,100,17.731
1760384205.494574,71307.000,9563,3,GX,1,100,4.028
1760384205.534574,71347.000,9580,3,GX,1,100,31.464
1760384205.574574,71387.000,9580,3,GX,1,100,43.274
1760384205.614573,71427.000,9580,3,GX,1,100,29.175
1760384205.654573,71467.000,9597,2,GX,1,100,15.442
1760384205.694573,71507.000,9597,2,GX,1,100,-7.111
1760384205.734573,71547.000,9614,3,GX,1,100,-12.085
1760384205.774573,71587.000,9614,3,GX,1,100,-4.547
1760384205.814573,71627.000,9614,3,GX,1,100,-13.611
1760384205.847573,71660.000,9628,2,GX,1,100,-22.827
1760384205.880573,71693.000,9628,2,GX,1,100,-18.890
1760384205.920573,71733.000,9646,3,GX,1,100,-13.031
1760384205.960572,71773.000,9646,3,GX,1,100,-5.219
1760384206.000572,71813.000,9646,3,GX,1,100,4.486
1760384206.040572,71853.000,9662,3,GX,1,100,9.674
1760384206.080572,71893.000,9662,3,GX,1,100,19.226
1760384206.120572,71933.000,9662,3,GX,1,100,20.905
1760384206.160572,71973.000,9679,2,GX,1,100,21.057
1760384206.200572,72013.000,9679,2,GX,1,100,15.991
1760384206.240571,72053.000,9695,3,GX,1,100,-0.244
1760384206.280571,72093.000,9695,3,GX,1,100,-12.299
1760384206.320571,72133.000,9695,3,GX,1,100,-14.496
1760384206.360571,72173.000,9715,2,GX,1,100,-21.057
1760384206.400571,72213.000,9715,2,GX,1,100,-15.778
1760384206.440571,72253.000,9731,3,GX,1,100,-11.719
1760384206.480571,72293.000,9731,3,GX,1,100,-17.517
1760384206.520571,72333.000,9731,3,GX,1,100,-10.590
1760384206.560571,72373.000,9748,2,GX,1,100,-9.033
1760384206.600570,72413.000,9748,2,GX,1,100,-20.294
1760384206.640570,72453.000,9764,3,GX,1,100,-25.360
1760384206.680570,72493.000,9764,3,GX,1,100,-13.672
1760384206.720570,72533.000,9764,3,GX,1,100,-7.477
