LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BV
1760385421.175643,1286990.000,14353,1,BV,1,100,3.64
1760385426.174628,1291989.000,15198,1,BV,1,100,3.64
1760385431.174612,1296989.000,16038,1,BV,1,100,3.64
1760385436.173596,1301988.000,16879,1,BV,1,100,3.64
1760385441.173580,1306988.000,17712,1,BV,1,100,3.64
1760385446.172564,1311987.000,18574,1,BV,1,100,3.64
1760385451.172548,1316987.000,19410,1,BV,1,100,3.64
1760385456.171532,1321986.000,20234,1,BV,1,100,3.64
1760385461.171517,1326986.000,21078,1,BV,1,100,3.64
1760385466.171501,1331986.000,21936,1,BV,1,100,3.64
1760385471.170485,1336985.000,22776,1,BV,1,100,3.64
1760385476.169469,1341984.000,23609,1,BV,1,100,3.64
1760385481.169453,1346984.000,24448,1,BV,1,100,3.64
1760385486.168437,1351983.000,25284,1,BV,1,100,3.64
1760385491.168422,1356983.000,26121,1,BV,1,100,3.64
1760385496.168406,1361983.000,26969,1,BV,1,100,3.65
1760385501.167390,1366982.000,27806,1,BV,1,100,3.64
1760385506.166374,1371981.000,28646,1,BV,1,100,3.64
1760385511.166358,1376981.000,29478,1,BV,1,100,3.64
1760385516.165342,1381980.000,30316,1,BV,1,100,3.64
1760385521.165326,1386980.000,31146,1,BV,1,100,3.64
1760385526.164311,1391979.000,31978,1,BV,1,100,3.64
1760385531.164295,1396979.000,32803,1,BV,1,100,3.64
1760385536.163279,1401978.000,33640,1,BV,1,100,3.64
1760385541.163263,1406978.000,34455,1,BV,1,100,3.63
1760385546.162247,1411977.000,35289,1,BV,1,100,3.63
1760385551.162231,1416977.000,36117,1,BV,1,100,3.64
