LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1760385215.988226,1081801,45381,2,AK,1,100,44552,RD
1760385216.025224,1081838,45384,2,AK,1,100,45382,RD
1760385221.106049,1086919,46246,2,AK,1,100,45382,RD
1760385221.128048,1086941,46249,2,AK,1,100,46247,RD
1760385226.228872,1092042,47107,2,AK,1,100,46247,RD
1760385226.251872,1092065,47110,2,AK,1,100,47108,RD
1760385231.353695,1097167,47975,2,AK,1,100,47108,RD
1760385231.371695,1097185,47978,2,AK,1,100,47976,RD
1760385236.465519,1102279,48838,2,AK,1,100,47976,RD
1760385236.487518,1102301,48841,2,AK,1,100,48839,RD
1760385241.591342,1107405,49697,2,AK,1,100,48839,RD
1760385241.617341,1107431,49700,2,AK,1,100,49698,RD
1760385246.715165,1112529,50561,2,AK,1,100,49698,RD
1760385246.727165,1112541,50564,2,AK,1,100,50562,RD
1760385251.830989,1117645,51422,2,AK,1,100,50562,RD
1760385251.847988,1117662,51425,2,AK,1,100,51423,RD
1760385256.949812,1122764,52290,2,AK,1,100,51423,RD
1760385256.982811,1122797,52293,2,AK,1,100,52291,RD
1760385262.069636,1127884,53153,2,AK,1,100,52291,RD
1760385262.086635,1127901,53156,2,AK,1,100,53154,RD
1760385267.179459,1132994,54016,2,AK,1,100,53154,RD
1760385267.192459,1133007,54019,2,AK,1,100,54017,RD
1760385272.296283,1138111,54879,2,AK,1,100,54017,RD
1760385272.309282,1138124,54882,2,AK,1,100,54880,RD
1760385277.408106,1143223,55744,2,AK,1,100,54880,RD
1760385277.427106,1143242,55747,2,AK,1,100,55745,RD
1760385282.520930,1148336,56606,2,AK,1,100,55745,RD
1760385282.538929,1148354,56609,2,AK,1,100,56607,RD
1760385287.651753,1153467,57470,2,AK,1,100,56607,RD
1760385287.711751,1153527,57473,2,AK,1,100,57471,RD
1760385292.785576,1158601,58333,2,AK,1,100,57471,RD
1760385292.811575,1158627,58336,2,AK,1,100,58334,RD
1760385297.908399,1163724,59196,2,AK,1,100,58334,RD
1760385297.935398,1163751,59199,2,AK,1,100,59197,RD
1760385303.035222,1168851,60060,2,AK,1,100,59197,RD
1760385303.049222,1168865,60063,2,AK,1,100,60061,RD
1760385308.144046,1173960,60925,2,AK,1,100,60061,RD
1760385308.163045,1173979,60928,2,AK,1,100,60926,RD
1760385313.260869,1179077,61793,2,AK,1,100,60926,RD
1760385318.375693,1184192,62658,2,AK,1,100,61794,RD
1760385318.380692,1184197,62660,2,AK,1,100,61794,RD
1760385318.395692,1184212,62663,2,AK,1,100,62661,RD
1760385323.503516,1189320,63529,2,AK,1,100,62661,RD
1760385323.519515,1189336,63532,2,AK,1,100,63530,RD
1760385328.619339,1194436,64397,2,AK,1,100,63530,RD
1760385328.640338,1194457,64400,2,AK,1,100,64398,RD
1760385333.739162,1199556,65268,2,AK,1,100,64398,RD
1760385333.753162,1199570,65271,2,AK,1,100,65269,RD
