LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MX
1760380186.398411,201272.000,31427,3,MX,1,100,91
1760380186.398411,201272.000,31427,3,MX,1,100,90
1760380186.398411,201272.000,31427,3,MX,1,100,92
1760380186.434411,201308.000,31445,3,MX,1,100,90
1760380186.470411,201344.000,31445,3,MX,1,100,90
1760380186.506412,201380.000,31445,3,MX,1,100,91
1760380186.546412,201420.000,31461,2,MX,1,100,90
1760380186.586413,201460.000,31461,2,MX,1,100,91
1760380186.626413,201500.000,31476,3,MX,1,100,91
1760380186.666414,201540.000,31476,3,MX,1,100,91
1760380186.706414,201580.000,31476,3,MX,1,100,90
1760380186.746414,201620.000,31493,3,MX,1,100,91
1760380186.786415,201660.000,31493,3,MX,1,100,90
1760380186.826415,201700.000,31493,3,MX,1,100,91
1760380186.866416,201740.000,31510,2,MX,1,100,90
1760380186.906416,201780.000,31510,2,MX,1,100,91
1760380186.946417,201820.000,31526,3,MX,1,100,90
1760380186.986417,201860.000,31526,3,MX,1,100,90
1760380187.026417,201900.000,31526,3,MX,1,100,91
1760380187.066418,201940.000,31541,2,MX,1,100,90
1760380187.106418,201980.000,31541,2,MX,1,100,90
1760380187.146419,202020.000,31564,3,MX,1,100,91
1760380187.186419,202060.000,31564,3,MX,1,100,90
1760380187.226420,202100.000,31564,3,MX,1,100,92
1760380187.266420,202140.000,31581,2,MX,1,100,90
1760380187.306421,202180.000,31581,2,MX,1,100,91
1760380187.346421,202220.000,31599,3,MX,1,100,90
1760380187.386421,202260.000,31599,3,MX,1,100,92
1760380187.426422,202300.000,31599,3,MX,1,100,92
1760380187.466422,202340.000,31615,2,MX,1,100,92
1760380187.506423,202380.000,31615,2,MX,1,100,91
1760380187.546423,202420.000,31631,3,MX,1,100,91
1760380187.586424,202460.000,31631,3,MX,1,100,89
1760380187.626424,202500.000,31631,3,MX,1,100,92
1760380187.666425,202540.000,31648,2,MX,1,100,90
1760380187.706425,202580.000,31648,2,MX,1,100,91
1760380187.746425,202620.000,31667,3,MX,1,100,90
1760380187.786426,202660.000,31667,3,MX,1,100,92
1760380187.826426,202700.000,31667,3,MX,1,100,90
1760380187.866427,202740.000,31685,2,MX,1,100,91
1760380187.906427,202780.000,31685,2,MX,1,100,91
1760380187.946428,202820.000,31700,3,MX,1,100,90
1760380187.986428,202860.000,31700,3,MX,1,100,91
1760380188.026429,202900.000,31700,3,MX,1,100,91
1760380188.066429,202940.000,31717,2,MX,1,100,91
1760380188.106430,202980.000,31717,2,MX,1,100,90
1760380188.146430,203020.000,31734,3,MX,1,100,90
1760380188.186430,203060.000,31734,3,MX,1,100,92
1760380188.226431,203100.000,31734,3,MX,1,100,91
1760380188.266431,203140.000,31751,3,MX,1,100,92
1760380188.306432,203180.000,31751,3,MX,1,100,91
1760380188.346432,203220.000,31751,3,MX,1,100,91
1760380188.386433,203260.000,31767,2,MX,1,100,92
1760380188.426433,203300.000,31767,2,MX,1,100,91
1760380188.466434,203340.000,31787,3,MX,1,100,91
1760380188.506434,203380.000,31787,3,MX,1,100,90
1760380188.546434,203420.000,31787,3,MX,1,100,91
1760380188.586435,203460.000,31803,2,MX,1,100,91
1760380188.626435,203500.000,31803,2,MX,1,100,92
1760380188.666436,203540.000,31820,3,MX,1,100,91
1760380188.706436,203580.000,31820,3,MX,1,100,90
1760380188.746437,203620.000,31820,3,MX,1,100,90
1760380188.786437,203660.000,31835,2,MX,1,100,91
1760380188.826437,203700.000,31835,2,MX,1,100,91
1760380188.866438,203740.000,31854,3,MX,1,100,91
1760380188.906438,203780.000,31854,3,MX,1,100,91
1760380188.946439,203820.000,31854,3,MX,1,100,91
1760380188.986439,203860.000,31870,2,MX,1,100,91
1760380189.026440,203900.000,31870,2,MX,1,100,91
1760380189.066440,203940.000,31888,3,MX,1,100,91
1760380189.106441,203980.000,31888,3,MX,1,100,90
1760380189.146441,204020.000,31888,3,MX,1,100,90
1760380189.186441,204060.000,31902,2,MX,1,100,90
1760380189.226442,204100.000,31902,2,MX,1,100,91
1760380189.266442,204140.000,31921,3,MX,1,100,91
1760380189.306443,204180.000,31921,3,MX,1,100,91
1760380189.346443,204220.000,31921,3,MX,1,100,91
1760380189.386110,204259.667,31937,3,MX,1,100,91
1760380189.425777,204299.333,31937,3,MX,1,100,90
1760380189.465445,204339.000,31937,3,MX,1,100,90
1760380189.505945,204379.500,31955,2,MX,1,100,89
