LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1760381148.200310,453087.000,7326,1,PI,1,100,175149
1760381148.240311,453127.000,7340,2,PI,1,100,175074
1760381148.280311,453167.000,7340,2,PI,1,100,174989
1760381148.320311,453207.000,7357,3,PI,1,100,174956
1760381148.360312,453247.000,7357,3,PI,1,100,174942
1760381148.400312,453287.000,7357,3,PI,1,100,174959
1760381148.440312,453327.000,7372,2,PI,1,100,174980
1760381148.480313,453367.000,7372,2,PI,1,100,174999
1760381148.520313,453407.000,7391,3,PI,1,100,175048
1760381148.560313,453447.000,7391,3,PI,1,100,175062
1760381148.600313,453487.000,7391,3,PI,1,100,175066
1760381148.640314,453527.000,7407,2,PI,1,100,175063
1760381148.680314,453567.000,7407,2,PI,1,100,175075
1760381148.720315,453607.000,7425,3,PI,1,100,175113
1760381148.760315,453647.000,7425,3,PI,1,100,175118
1760381148.800315,453687.000,7425,3,PI,1,100,175145
1760381148.840315,453727.000,7439,3,PI,1,100,175142
1760381148.880316,453767.000,7439,3,PI,1,100,175038
1760381148.920316,453807.000,7439,3,PI,1,100,174942
1760381148.960316,453847.000,7456,2,PI,1,100,174915
1760381149.000317,453887.000,7456,2,PI,1,100,174902
1760381149.040317,453927.000,7473,3,PI,1,100,174884
1760381149.080317,453967.000,7473,3,PI,1,100,174908
1760381149.120317,454007.000,7473,3,PI,1,100,174920
1760381149.160318,454047.000,7490,2,PI,1,100,174940
1760381149.200318,454087.000,7490,2,PI,1,100,174938
1760381149.240319,454127.000,7506,3,PI,1,100,174945
1760381149.280319,454167.000,7506,3,PI,1,100,174958
1760381149.320319,454207.000,7506,3,PI,1,100,174971
1760381149.360319,454247.000,7523,2,PI,1,100,175021
1760381149.400320,454287.000,7523,2,PI,1,100,175034
1760381149.440320,454327.000,7540,3,PI,1,100,175067
1760381149.480320,454367.000,7540,3,PI,1,100,175016
1760381149.520321,454407.000,7540,3,PI,1,100,174888
1760381149.560321,454447.000,7557,2,PI,1,100,174831
1760381149.600321,454487.000,7557,2,PI,1,100,174825
1760381149.640322,454527.000,7572,3,PI,1,100,174849
