LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1760381796.816278,1101704,49728,2,AK,1,100,48901,RD
1760381796.843279,1101731,49731,2,AK,1,100,49729,RD
1760381801.940343,1106828,50589,2,AK,1,100,49729,RD
1760381801.955343,1106843,50592,2,AK,1,100,50590,RD
1760381807.060408,1111948,51450,2,AK,1,100,50590,RD
1760381807.083408,1111971,51453,2,AK,1,100,51451,RD
1760381812.180473,1117068,52310,2,AK,1,100,51451,RD
1760381812.193473,1117081,52313,2,AK,1,100,52311,RD
1760381817.302537,1122190,53175,2,AK,1,100,52311,RD
1760381817.364538,1122252,53178,2,AK,1,100,53176,RD
1760381822.427602,1127315,54045,2,AK,1,100,53176,RD
1760381822.441602,1127329,54048,2,AK,1,100,54046,RD
1760381827.551667,1132439,54902,2,AK,1,100,54046,RD
1760381827.574667,1132462,54905,2,AK,1,100,54903,RD
1760381832.672731,1137560,55774,2,AK,1,100,54903,RD
1760381832.685731,1137573,55777,2,AK,1,100,55775,RD
1760381837.793796,1142681,56642,2,AK,1,100,55775,RD
1760381837.811796,1142699,56645,2,AK,1,100,56643,RD
1760381842.925861,1147813,57511,2,AK,1,100,56643,RD
1760381842.937861,1147825,57514,2,AK,1,100,57512,RD
1760381848.040926,1152928,58381,2,AK,1,100,57512,RD
1760381848.053926,1152941,58384,2,AK,1,100,58382,RD
1760381853.164990,1158052,59247,2,AK,1,100,58382,RD
1760381853.184990,1158072,59250,2,AK,1,100,59248,RD
1760381858.282055,1163169,60112,2,AK,1,100,59248,RD
1760381858.295055,1163182,60115,2,AK,1,100,60113,RD
1760381863.399119,1168286,60987,2,AK,1,100,60113,RD
1760381863.415120,1168302,60990,2,AK,1,100,60988,RD
1760381868.521184,1173408,61861,2,AK,1,100,60988,RD
1760381868.534184,1173421,61864,2,AK,1,100,61862,RD
1760381873.640249,1178527,62735,2,AK,1,100,61862,RD
1760381873.671249,1178558,62738,2,AK,1,100,62736,RD
1760381878.762313,1183649,63611,2,AK,1,100,62736,RD
1760381878.781314,1183668,63614,2,AK,1,100,63612,RD
1760381883.883378,1188770,64486,2,AK,1,100,63612,RD
1760381883.903378,1188790,64489,2,AK,1,100,64487,RD
1760381889.015443,1193902,65361,2,AK,1,100,64487,RD
1760381889.034443,1193921,65364,2,AK,1,100,65362,RD
1760381894.146508,1199033,695,2,AK,1,100,65362,RD
1760381894.193508,1199080,698,2,AK,1,100,696,RD
1760381899.254572,1204141,1565,2,AK,1,100,696,RD
1760381899.293573,1204180,1568,2,AK,1,100,1566,RD
1760381904.365637,1209252,2430,2,AK,1,100,1566,RD
1760381904.395637,1209282,2433,2,AK,1,100,2431,RD
1760381909.473701,1214360,3298,2,AK,1,100,2431,RD
1760381909.491701,1214378,3301,2,AK,1,100,3299,RD
1760381914.599766,1219486,4181,2,AK,1,100,3299,RD
1760381914.612766,1219499,4184,2,AK,1,100,4182,RD
1760381919.711831,1224598,5049,2,AK,1,100,4182,RD
1760381919.726831,1224613,5052,2,AK,1,100,5050,RD
