LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1760380452.350806,467222,9965,2,AK,1,100,9147,RD
1760380452.365805,467237,9968,2,AK,1,100,9966,RD
1760380457.457497,472329,10808,2,AK,1,100,9966,RD
1760380457.476496,472348,10811,2,AK,1,100,10809,RD
1760380462.581187,477453,11674,2,AK,1,100,10809,RD
1760380462.597186,477469,11677,2,AK,1,100,11675,RD
1760380467.686879,482559,12520,2,AK,1,100,11675,RD
1760380467.701878,482574,12523,2,AK,1,100,12521,RD
1760380472.794570,487667,13367,2,AK,1,100,12521,RD
1760380472.808569,487681,13370,2,AK,1,100,13368,RD
1760380477.919261,492792,14231,2,AK,1,100,13368,RD
1760380477.947259,492820,14234,2,AK,1,100,14232,RD
1760380483.025952,497899,15084,2,AK,1,100,14232,RD
1760380483.040951,497914,15087,2,AK,1,100,15085,RD
1760380488.133643,503007,15933,2,AK,1,100,15085,RD
1760380488.151642,503025,15936,2,AK,1,100,15934,RD
1760380493.258333,508132,16801,2,AK,1,100,15934,RD
1760380493.280332,508154,16804,2,AK,1,100,16802,RD
1760380498.362025,513236,17653,2,AK,1,100,16802,RD
1760380498.382024,513256,17656,2,AK,1,100,17654,RD
1760380503.469716,518344,18501,2,AK,1,100,17654,RD
1760380503.483716,518358,18504,2,AK,1,100,18502,RD
1760380508.597407,523472,19368,2,AK,1,100,18502,RD
1760380508.613405,523488,19371,2,AK,1,100,19369,RD
1760380513.705098,528580,20221,2,AK,1,100,19369,RD
1760380513.716097,528591,20224,2,AK,1,100,20222,RD
1760380518.839787,533715,21093,2,AK,1,100,20222,RD
1760380518.858786,533734,21096,2,AK,1,100,21094,RD
1760380523.947479,538823,21939,2,AK,1,100,21094,RD
1760380523.966478,538842,21942,2,AK,1,100,21940,RD
1760380529.058170,543934,22788,2,AK,1,100,21940,RD
1760380529.073169,543949,22791,2,AK,1,100,22789,RD
1760380534.194860,549071,23654,2,AK,1,100,22789,RD
1760380534.209859,549086,23657,2,AK,1,100,23655,RD
1760380539.302551,554179,24505,2,AK,1,100,23655,RD
1760380539.318550,554195,24508,2,AK,1,100,24506,RD
1760380544.435241,559312,25374,2,AK,1,100,24506,RD
1760380544.451240,559328,25377,2,AK,1,100,25375,RD
1760380549.542932,564420,26221,2,AK,1,100,25375,RD
1760380549.619927,564497,26224,2,AK,1,100,26222,RD
1760380554.653623,569531,27072,2,AK,1,100,26222,RD
1760380554.669622,569547,27075,2,AK,1,100,27073,RD
1760380559.760315,574638,27931,2,AK,1,100,27073,RD
1760380559.806312,574684,27934,2,AK,1,100,27932,RD
1760380564.868006,579746,28782,2,AK,1,100,27932,RD
1760380564.926003,579804,28785,2,AK,1,100,28783,RD
1760380569.975697,584854,29630,2,AK,1,100,28783,RD
1760380570.012695,584891,29633,2,AK,1,100,29631,RD
