LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BV
1760385216.197218,1082010.000,45418,1,BV,1,100,3.65
1760385221.197046,1087010.000,46267,1,BV,1,100,3.65
1760385226.195873,1092009.000,47131,1,BV,1,100,3.65
1760385231.195701,1097009.000,47955,1,BV,1,100,3.65
1760385236.194528,1102008.000,48800,1,BV,1,100,3.65
1760385241.194356,1107008.000,49647,1,BV,1,100,3.65
1760385246.193183,1112007.000,50489,1,BV,1,100,3.65
1760385251.193011,1117007.000,51335,1,BV,1,100,3.65
1760385256.191839,1122006.000,52165,1,BV,1,100,3.64
1760385261.191666,1127006.000,53013,1,BV,1,100,3.65
1760385266.190493,1132005.000,53863,1,BV,1,100,3.65
1760385271.190321,1137005.000,54706,1,BV,1,100,3.65
1760385276.189148,1142004.000,55553,1,BV,1,100,3.65
1760385281.188976,1147004.000,56399,1,BV,1,100,3.65
1760385286.187803,1152003.000,57243,1,BV,1,100,3.65
1760385291.187631,1157003.000,58074,1,BV,1,100,3.65
1760385296.186458,1162002.000,58921,1,BV,1,100,3.65
1760385301.186286,1167002.000,59766,1,BV,1,100,3.65
1760385306.185113,1172001.000,60595,1,BV,1,100,3.65
1760385311.184941,1177001.000,61445,1,BV,1,100,3.65
1760385316.183768,1182000.000,62296,1,BV,1,100,3.64
1760385321.183596,1187000.000,63149,1,BV,1,100,3.65
1760385326.183423,1192000.000,64000,1,BV,1,100,3.64
1760385331.182251,1196999.000,64850,1,BV,1,100,3.64
1760385336.181078,1201998.000,145,1,BV,1,100,3.64
