TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
958375.000000,1045455.000000,1760381653.489769,1760381740.568153,25,932239,1.05791e+06,1.12.2
