LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SR
1760384650.955418,516768.000,17952,1,SR,1,100,1.266667
1760384655.421588,521234.000,18502,1,SR,1,100,0.133333
1760384656.621634,522434.000,18691,1,SR,1,100,0.066667
1760384663.421893,529234.000,19845,1,SR,1,100,0.333333
1760384685.152720,550964.000,23380,1,SR,1,100,0.133333
1760384685.419731,551231.000,23415,1,SR,1,100,0.066667
1760384695.885129,561696.000,25201,1,SR,1,100,0.400000
1760384698.018211,563829.000,25499,1,SR,1,100,0.066667
1760384698.352223,564163.000,25552,1,SR,1,100,0.066667
1760384702.219371,568030.000,26186,1,SR,1,100,0.200000
