LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1760385716.143610,1581960.000,63280,1,B%,1,100,36
1760385721.143819,1586960.000,64108,1,B%,1,100,35
1760385726.143028,1591959.000,64940,1,B%,1,100,35
1760385731.143238,1596959.000,237,1,B%,1,100,35
1760385736.142447,1601958.000,1065,1,B%,1,100,35
1760385741.142656,1606958.000,1897,1,B%,1,100,35
1760385746.141865,1611957.000,2727,1,B%,1,100,36
1760385751.142074,1616957.000,3577,1,B%,1,100,35
1760385756.141283,1621956.000,4406,1,B%,1,100,34
1760385761.141492,1626956.000,5238,1,B%,1,100,34
1760385766.140701,1631955.000,6065,1,B%,1,100,35
1760385771.140910,1636955.000,6900,1,B%,1,100,35
1760385776.140119,1641954.000,7740,1,B%,1,100,35
1760385781.140328,1646954.000,8572,1,B%,1,100,36
1760385786.139537,1651953.000,9400,1,B%,1,100,35
1760385791.139746,1656953.000,10245,1,B%,1,100,36
1760385796.138956,1661952.000,11085,1,B%,1,100,35
1760385801.139165,1666952.000,11911,1,B%,1,100,34
1760385806.138374,1671951.000,12743,1,B%,1,100,36
1760385811.138583,1676951.000,13574,1,B%,1,100,35
1760385816.137792,1681950.000,14400,1,B%,1,100,35
1760385821.138001,1686950.000,15230,1,B%,1,100,36
1760385826.137210,1691949.000,16062,1,B%,1,100,36
1760385831.137419,1696949.000,16908,1,B%,1,100,35
1760385836.137628,1701949.000,17741,1,B%,1,100,35
