LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MX
1760381627.460252,932345.000,21043,3,MX,1,100,-48
1760381627.460252,932345.000,21043,3,MX,1,100,-49
1760381627.460252,932345.000,21043,3,MX,1,100,-50
1760381627.500251,932385.000,21060,2,MX,1,100,-53
1760381627.540251,932425.000,21060,2,MX,1,100,-54
1760381627.580250,932465.000,21076,3,MX,1,100,-54
1760381627.620249,932505.000,21076,3,MX,1,100,-55
1760381627.660248,932545.000,21076,3,MX,1,100,-56
1760381627.700248,932585.000,21094,3,MX,1,100,-56
1760381627.740247,932625.000,21094,3,MX,1,100,-57
1760381627.780246,932665.000,21094,3,MX,1,100,-57
1760381627.820245,932705.000,21110,2,MX,1,100,-58
1760381627.860245,932745.000,21110,2,MX,1,100,-57
1760381627.900244,932785.000,21130,3,MX,1,100,-57
1760381627.940243,932825.000,21130,3,MX,1,100,-57
1760381627.980242,932865.000,21130,3,MX,1,100,-57
1760381628.020242,932905.000,21147,2,MX,1,100,-56
1760381628.060241,932945.000,21147,2,MX,1,100,-57
1760381628.100240,932985.000,21164,3,MX,1,100,-56
1760381628.140239,933025.000,21164,3,MX,1,100,-54
1760381628.180239,933065.000,21164,3,MX,1,100,-54
1760381628.220238,933105.000,21182,2,MX,1,100,-54
1760381628.260237,933145.000,21182,2,MX,1,100,-53
1760381628.300236,933185.000,21198,3,MX,1,100,-51
1760381628.340236,933225.000,21198,3,MX,1,100,-52
1760381628.380235,933265.000,21198,3,MX,1,100,-49
1760381628.420234,933305.000,21214,2,MX,1,100,-49
1760381628.460233,933345.000,21214,2,MX,1,100,-47
1760381628.500233,933385.000,21231,3,MX,1,100,-47
1760381628.540232,933425.000,21231,3,MX,1,100,-46
1760381628.580231,933465.000,21231,3,MX,1,100,-47
1760381628.620230,933505.000,21247,2,MX,1,100,-47
1760381628.660230,933545.000,21247,2,MX,1,100,-49
1760381628.700229,933585.000,21267,3,MX,1,100,-50
1760381628.740228,933625.000,21267,3,MX,1,100,-51
1760381628.780228,933665.000,21267,3,MX,1,100,-51
1760381628.820227,933705.000,21281,2,MX,1,100,-52
1760381628.860226,933745.000,21281,2,MX,1,100,-53
1760381628.900225,933785.000,21298,3,MX,1,100,-53
1760381628.940225,933825.000,21298,3,MX,1,100,-53
1760381628.980224,933865.000,21298,3,MX,1,100,-54
1760381629.020223,933905.000,21315,3,MX,1,100,-55
1760381629.060222,933945.000,21315,3,MX,1,100,-54
1760381629.100222,933985.000,21315,3,MX,1,100,-55
1760381629.140221,934025.000,21334,2,MX,1,100,-54
1760381629.180220,934065.000,21334,2,MX,1,100,-55
1760381629.220219,934105.000,21348,3,MX,1,100,-54
1760381629.260219,934145.000,21348,3,MX,1,100,-53
1760381629.300218,934185.000,21348,3,MX,1,100,-53
1760381629.340217,934225.000,21368,2,MX,1,100,-53
