LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SA
1760380186.678414,201552.000,31548,1,SA,1,100,0.000076
1760380187.211420,202085.000,31584,1,SA,1,100,0.000018
1760380187.545423,202419.000,31651,1,SA,1,100,0.000025
1760380188.211431,203085.000,31754,1,SA,1,100,0.000029
1760380188.611435,203485.000,31839,1,SA,1,100,0.000046
1760380189.011440,203885.000,31906,1,SA,1,100,0.000060
1760380189.411444,204285.000,31958,1,SA,1,100,0.000022
1760380190.211453,205085.000,32092,1,SA,1,100,0.000032
1760380190.677458,205551.000,32160,1,SA,1,100,0.000022
1760380191.077462,205951.000,32316,1,SA,1,100,0.000114
1760380191.944472,206818.000,32366,1,SA,1,100,0.000020
1760380192.144474,207018.000,32419,1,SA,1,100,0.000028
1760380192.545479,207419.000,32471,1,SA,1,100,0.000012
1760380192.744481,207618.000,32505,1,SA,1,100,0.000013
1760380193.077484,207951.000,32675,1,SA,1,100,0.000133
1760380194.210497,209084.000,32773,1,SA,1,100,0.000043
1760380194.677502,209551.000,32827,1,SA,1,100,0.000012
1760380195.278509,210152.000,32946,1,SA,1,100,0.000054
1760380196.410521,211284.000,33118,1,SA,1,100,0.000015
1760380196.610523,211484.000,33170,1,SA,1,100,0.000051
1760380197.143529,212017.000,33239,1,SA,1,100,0.000011
1760380197.743536,212617.000,33359,1,SA,1,100,0.000055
1760380198.277542,213151.000,33428,1,SA,1,100,0.000036
1760380198.543545,213417.000,33462,1,SA,1,100,0.000014
1760380198.743547,213617.000,33514,1,SA,1,100,0.000015
1760380199.011550,213885.000,33565,1,SA,1,100,0.000027
1760380199.343554,214217.000,33598,1,SA,1,100,0.000017
1760380199.677557,214551.000,33666,1,SA,1,100,0.000010
1760380199.877560,214751.000,33735,1,SA,1,100,0.000051
1760380200.344565,215218.000,33852,1,SA,1,100,0.000094
1760380201.276575,216150.000,33936,1,SA,1,100,0.000025
1760380201.544578,216418.000,34025,1,SA,1,100,0.000070
1760380202.076584,216950.000,34094,1,SA,1,100,0.000050
1760380202.943594,217817.000,34263,1,SA,1,100,0.000082
1760380203.676602,218550.000,34347,1,SA,1,100,0.000047
1760380204.276608,219150.000,34430,1,SA,1,100,0.000033
1760380204.543611,219417.000,34498,1,SA,1,100,0.000043
1760380205.209619,220083.000,34600,1,SA,1,100,0.000038
1760380206.076628,220950.000,34733,1,SA,1,100,0.000046
1760380206.542633,221416.000,34800,1,SA,1,100,0.000017
1760380206.742635,221616.000,34843,1,SA,1,100,0.000028
1760380207.276641,222150.000,34929,1,SA,1,100,0.000014
1760380207.876648,222750.000,35046,1,SA,1,100,0.000030
1760380208.343653,223217.000,35146,1,SA,1,100,0.000094
1760380209.009660,223883.000,35214,1,SA,1,100,0.000032
1760380209.276664,224150.000,35282,1,SA,1,100,0.000068
1760380209.809669,224683.000,35333,1,SA,1,100,0.000021
1760380210.009672,224883.000,35368,1,SA,1,100,0.000017
1760380210.609678,225483.000,35503,1,SA,1,100,0.000038
1760380211.009683,225883.000,35555,1,SA,1,100,0.000026
1760380211.276686,226150.000,35607,1,SA,1,100,0.000035
1760380211.542689,226416.000,35657,1,SA,1,100,0.000052
1760380212.409698,227283.000,35785,1,SA,1,100,0.000013
1760380212.609700,227483.000,35902,1,SA,1,100,0.000107
1760380213.342709,228216.000,35971,1,SA,1,100,0.000055
1760380213.742713,228616.000,36038,1,SA,1,100,0.000060
1760380214.276719,229150.000,36091,1,SA,1,100,0.000007
1760380214.742724,229616.000,36192,1,SA,1,100,0.000033
1760380215.076728,229950.000,36230,1,SA,1,100,0.000023
1760380215.475732,230349.000,36313,1,SA,1,100,0.000046
1760380216.609745,231483.000,36496,1,SA,1,100,0.000011
1760380217.008749,231882.000,36603,1,SA,1,100,0.000066
1760380217.675756,232549.000,36673,1,SA,1,100,0.000022
1760380218.341764,233215.000,36790,1,SA,1,100,0.000050
1760380219.275774,234149.000,36922,1,SA,1,100,0.000011
1760380219.741779,234615.000,36992,1,SA,1,100,0.000015
1760380220.208784,235082.000,37092,1,SA,1,100,0.000035
1760380220.742790,235616.000,37211,1,SA,1,100,0.000052
1760380222.208807,237082.000,37453,1,SA,1,100,0.000048
1760380222.808813,237682.000,37505,1,SA,1,100,0.000007
1760380223.208817,238082.000,37589,1,SA,1,100,0.000022
1760380224.207829,239081.000,37740,1,SA,1,100,0.000009
1760380224.741835,239615.000,37843,1,SA,1,100,0.000028
1760380225.207840,240081.000,37910,1,SA,1,100,0.000016
1760380225.474843,240348.000,37961,1,SA,1,100,0.000029
1760380225.875847,240749.000,38013,1,SA,1,100,0.000001
1760380226.074849,240948.000,38064,1,SA,1,100,0.000025
1760380226.407853,241281.000,38098,1,SA,1,100,0.000019
1760380226.740857,241614.000,38167,1,SA,1,100,0.000020
1760380227.274863,242148.000,38259,1,SA,1,100,0.000020
1760380227.674867,242548.000,38359,1,SA,1,100,0.000045
1760380228.407875,243281.000,38446,1,SA,1,100,0.000018
1760380229.141883,244015.000,38681,1,SA,1,100,0.000118
1760380230.207895,245081.000,38830,1,SA,1,100,0.000118
1760380231.540910,246414.000,38965,1,SA,1,100,0.000014
1760380231.740912,246614.000,39002,1,SA,1,100,0.000011
1760380232.074916,246948.000,39055,1,SA,1,100,0.000039
1760380232.340919,247214.000,39129,1,SA,1,100,0.000046
1760380233.273929,248147.000,39277,1,SA,1,100,0.000045
1760380233.674933,248548.000,39329,1,SA,1,100,0.000012
1760380234.074938,248948.000,39381,1,SA,1,100,0.000006
1760380234.406941,249280.000,39432,1,SA,1,100,0.000018
1760380234.606944,249480.000,39485,1,SA,1,100,0.000012
1760380235.540954,250414.000,39633,1,SA,1,100,0.000019
1760380235.806957,250680.000,39817,1,SA,1,100,0.000110
1760380236.873969,251747.000,39851,1,SA,1,100,0.000012
1760380237.606977,252480.000,39961,1,SA,1,100,0.000012
1760380237.806979,252680.000,39997,1,SA,1,100,0.000006
1760380238.006981,252880.000,40064,1,SA,1,100,0.000028
1760380238.406986,253280.000,40131,1,SA,1,100,0.000036
1760380238.739989,253613.000,40166,1,SA,1,100,0.000013
1760380239.007992,253881.000,40202,1,SA,1,100,0.000016
1760380239.207994,254081.000,40287,1,SA,1,100,0.000054
1760380239.940003,254813.000,40372,1,SA,1,100,0.000017
1760380240.340007,255213.000,40457,1,SA,1,100,0.000029
1760380241.207016,256080.000,40641,1,SA,1,100,0.000057
1760380241.873024,256746.000,40713,1,SA,1,100,0.000049
1760380242.273028,257146.000,40763,1,SA,1,100,0.000019
1760380242.674033,257547.000,40852,1,SA,1,100,0.000037
1760380243.607043,258480.000,40987,1,SA,1,100,0.000030
1760380243.940047,258813.000,41022,1,SA,1,100,0.000009
1760380244.140049,259013.000,41091,1,SA,1,100,0.000028
1760380244.473053,259346.000,41126,1,SA,1,100,0.000012
1760380244.673055,259546.000,41193,1,SA,1,100,0.000048
1760380245.340062,260213.000,41279,1,SA,1,100,0.000023
1760380245.673066,260546.000,41314,1,SA,1,100,0.000019
