LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TL
1760381402.831438,707717,49117,1,TL,1,100,2025-10-13_14-49-57-831286
1760381402.848438,707734,49120,1,TL,1,100,2025-10-13_14-50-02-843003
1760381407.944405,712830,49954,1,TL,1,100,2025-10-13_14-50-02-972323
1760381407.972405,712858,49957,1,TL,1,100,2025-10-13_14-50-07-967256
1760381413.061372,717947,50807,1,TL,1,100,2025-10-13_14-50-08-083185
1760381413.082372,717968,50810,1,TL,1,100,2025-10-13_14-50-13-070003
1760381418.176340,723062,51664,1,TL,1,100,2025-10-13_14-50-13-239418
1760381418.196340,723082,51667,1,TL,1,100,2025-10-13_14-50-18-188858
1760381423.297307,728183,52517,1,TL,1,100,2025-10-13_14-50-18-320288
1760381423.309307,728195,52520,1,TL,1,100,2025-10-13_14-50-23-304807
1760381428.415274,733301,53366,1,TL,1,100,2025-10-13_14-50-23-435730
1760381428.432274,733318,53369,1,TL,1,100,2025-10-13_14-50-28-428223
1760381433.540241,738426,54214,1,TL,1,100,2025-10-13_14-50-28-599370
1760381433.551241,738437,54217,1,TL,1,100,2025-10-13_14-50-33-546453
1760381438.652209,743538,55071,1,TL,1,100,2025-10-13_14-50-33-718081
1760381438.673209,743559,55074,1,TL,1,100,2025-10-13_14-50-38-660627
1760381443.763176,748649,55926,1,TL,1,100,2025-10-13_14-50-38-800013
1760381443.779176,748665,55929,1,TL,1,100,2025-10-13_14-50-43-773013
1760381448.873143,753759,56775,1,TL,1,100,2025-10-13_14-50-43-902967
1760381448.907143,753793,56778,1,TL,1,100,2025-10-13_14-50-48-902072
1760381453.994111,758880,57634,1,TL,1,100,2025-10-13_14-50-49-015343
1760381454.014111,758900,57637,1,TL,1,100,2025-10-13_14-50-54-009176
1760381459.125078,764011,58498,1,TL,1,100,2025-10-13_14-50-54-139536
1760381459.145078,764031,58501,1,TL,1,100,2025-10-13_14-50-59-136418
1760381464.240045,769126,59345,1,TL,1,100,2025-10-13_14-50-59-263076
1760381464.322045,769208,59348,1,TL,1,100,2025-10-13_14-51-04-317805
1760381469.372012,774258,60200,1,TL,1,100,2025-10-13_14-51-04-373357
1760381469.385012,774271,60203,1,TL,1,100,2025-10-13_14-51-09-380229
1760381474.483980,779370,61054,1,TL,1,100,2025-10-13_14-51-09-515227
1760381474.497980,779384,61057,1,TL,1,100,2025-10-13_14-51-14-493535
1760381479.602947,784489,61905,1,TL,1,100,2025-10-13_14-51-14-623901
1760381479.621947,784508,61908,1,TL,1,100,2025-10-13_14-51-19-617299
1760381484.723914,789610,62764,1,TL,1,100,2025-10-13_14-51-19-742580
1760381484.741914,789628,62767,1,TL,1,100,2025-10-13_14-51-24-734797
1760381489.840882,794727,63610,1,TL,1,100,2025-10-13_14-51-24-868763
1760381489.852881,794739,63613,1,TL,1,100,2025-10-13_14-51-29-848464
1760381494.963849,799850,64459,1,TL,1,100,2025-10-13_14-51-29-982021
1760381494.984849,799871,64462,1,TL,1,100,2025-10-13_14-51-34-977944
1760381500.073816,804960,65312,1,TL,1,100,2025-10-13_14-51-35-246850
1760381500.117816,805004,65315,1,TL,1,100,2025-10-13_14-51-40-110088
1760381505.193784,810080,632,1,TL,1,100,2025-10-13_14-51-40-210076
1760381505.206783,810093,635,1,TL,1,100,2025-10-13_14-51-45-203511
1760381510.299751,815186,1488,1,TL,1,100,2025-10-13_14-51-45-287479
1760381510.316751,815203,1491,1,TL,1,100,2025-10-13_14-51-50-311449
1760381515.439718,820326,2352,1,TL,1,100,2025-10-13_14-51-50-353346
1760381515.454718,820341,2355,1,TL,1,100,2025-10-13_14-51-55-450218
1760381520.550685,825437,3205,1,TL,1,100,2025-10-13_14-51-55-570824
1760381520.565685,825452,3208,1,TL,1,100,2025-10-13_14-52-00-558403
1760381525.658653,830545,4050,1,TL,1,100,2025-10-13_14-52-00-601092
1760381525.677653,830564,4053,1,TL,1,100,2025-10-13_14-52-05-671186
