LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BV
1760380772.112527,76996.000,10605,1,BV,1,100,3.86
1760380777.112423,81996.000,11437,1,BV,1,100,3.86
1760380782.111320,86995.000,12267,1,BV,1,100,3.86
1760380787.111216,91995.000,13113,1,BV,1,100,3.86
1760380792.110113,96994.000,13941,1,BV,1,100,3.86
1760380797.110009,101994.000,14782,1,BV,1,100,3.86
1760380802.108906,106993.000,15631,1,BV,1,100,3.86
1760380807.108802,111993.000,16462,1,BV,1,100,3.86
1760380812.107699,116992.000,17314,1,BV,1,100,3.85
1760380817.107595,121992.000,18156,1,BV,1,100,3.86
1760380822.106492,126991.000,18993,1,BV,1,100,3.86
1760380827.106388,131991.000,19835,1,BV,1,100,3.85
1760380832.105285,136990.000,20671,1,BV,1,100,3.86
1760380837.105181,141990.000,21517,1,BV,1,100,3.85
1760380842.104078,146989.000,22377,1,BV,1,100,3.86
1760380847.103974,151989.000,23222,1,BV,1,100,3.86
1760380852.102871,156988.000,24062,1,BV,1,100,3.86
1760380857.102767,161988.000,24895,1,BV,1,100,3.85
1760380862.101664,166987.000,25750,1,BV,1,100,3.85
1760380867.101560,171987.000,26612,1,BV,1,100,3.85
1760380872.100457,176986.000,27460,1,BV,1,100,3.85
1760380877.100353,181986.000,28293,1,BV,1,100,3.85
1760380882.099250,186985.000,29140,1,BV,1,100,3.86
1760380887.099146,191985.000,29998,1,BV,1,100,3.85
1760380892.098042,196984.000,30844,1,BV,1,100,3.85
