TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
1127327.000000,1219498.000000,1760381822.439602,1760381914.611766,25,1.09973e+06,1.22828e+06,1.12.2
