TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
1593293.000000,1675136.000000,1760385727.477084,1760385809.323507,25,1.57693e+06,1.70394e+06,1.12.2
