LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GY
1760380448.015068,462886.000,9261,1,GY,1,100,2.655
1760380448.055065,462926.000,9280,2,GY,1,100,22.644
1760380448.095063,462966.000,9280,2,GY,1,100,72.784
1760380448.135060,463006.000,9297,3,GY,1,100,70.709
1760380448.175058,463046.000,9297,3,GY,1,100,52.155
1760380448.215055,463086.000,9297,3,GY,1,100,41.870
1760380448.255053,463126.000,9313,2,GY,1,100,16.052
1760380448.295051,463166.000,9313,2,GY,1,100,0.183
1760380448.335048,463206.000,9328,3,GY,1,100,1.007
1760380448.375046,463246.000,9328,3,GY,1,100,2.808
1760380448.415043,463286.000,9328,3,GY,1,100,-8.484
1760380448.455041,463326.000,9345,3,GY,1,100,-6.775
1760380448.495039,463366.000,9345,3,GY,1,100,16.968
1760380448.535036,463406.000,9345,3,GY,1,100,11.810
1760380448.575034,463446.000,9362,2,GY,1,100,-24.841
1760380448.615031,463486.000,9362,2,GY,1,100,-58.929
1760380448.655029,463526.000,9378,3,GY,1,100,-77.057
1760380448.695026,463566.000,9378,3,GY,1,100,-73.425
1760380448.735024,463606.000,9378,3,GY,1,100,-48.462
1760380448.775022,463646.000,9394,2,GY,1,100,-41.840
1760380448.815019,463686.000,9394,2,GY,1,100,-36.743
1760380448.855017,463726.000,9412,3,GY,1,100,-35.278
1760380448.895014,463766.000,9412,3,GY,1,100,-41.199
1760380448.935012,463806.000,9412,3,GY,1,100,-19.226
1760380448.975009,463846.000,9429,2,GY,1,100,4.242
1760380449.015007,463886.000,9429,2,GY,1,100,-2.258
1760380449.055005,463926.000,9446,3,GY,1,100,-2.655
1760380449.095002,463966.000,9446,3,GY,1,100,6.348
1760380449.135000,464006.000,9446,3,GY,1,100,8.667
1760380449.174998,464046.000,9461,2,GY,1,100,6.012
1760380449.214995,464086.000,9461,2,GY,1,100,25.482
1760380449.254993,464126.000,9477,3,GY,1,100,40.771
1760380449.294990,464166.000,9477,3,GY,1,100,20.782
1760380449.334988,464206.000,9477,3,GY,1,100,15.656
1760380449.370652,464241.667,9494,3,GY,1,100,58.868
1760380449.406317,464277.333,9494,3,GY,1,100,73.761
1760380449.441981,464313.000,9494,3,GY,1,100,47.150
1760380449.481979,464353.000,9511,2,GY,1,100,28.839
1760380449.521976,464393.000,9511,2,GY,1,100,20.264
1760380449.561974,464433.000,9527,3,GY,1,100,22.705
1760380449.601972,464473.000,9527,3,GY,1,100,18.158
1760380449.641969,464513.000,9527,3,GY,1,100,2.289
1760380449.681967,464553.000,9542,2,GY,1,100,-1.434
1760380449.721964,464593.000,9542,2,GY,1,100,-2.289
1760380449.761962,464633.000,9560,3,GY,1,100,6.897
1760380449.801960,464673.000,9560,3,GY,1,100,22.430
1760380449.841957,464713.000,9560,3,GY,1,100,14.557
1760380449.881955,464753.000,9576,2,GY,1,100,-15.533
1760380449.921952,464793.000,9576,2,GY,1,100,-46.143
1760380449.961950,464833.000,9592,3,GY,1,100,-72.205
1760380450.001947,464873.000,9592,3,GY,1,100,-63.263
1760380450.041945,464913.000,9592,3,GY,1,100,-36.835
1760380450.081943,464953.000,9610,2,GY,1,100,-53.833
1760380450.121940,464993.000,9610,2,GY,1,100,-61.615
1760380450.161938,465033.000,9627,3,GY,1,100,-45.685
1760380450.201935,465073.000,9627,3,GY,1,100,-32.410
1760380450.241933,465113.000,9627,3,GY,1,100,-23.651
1760380450.281931,465153.000,9643,2,GY,1,100,-18.982
1760380450.321928,465193.000,9643,2,GY,1,100,-9.491
1760380450.361926,465233.000,9661,3,GY,1,100,1.984
1760380450.401923,465273.000,9661,3,GY,1,100,18.036
1760380450.441921,465313.000,9661,3,GY,1,100,31.982
1760380450.481919,465353.000,9675,2,GY,1,100,36.652
