LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1760384801.755554,667568,42270,2,AK,1,100,41493,RD
1760384801.772554,667585,42273,2,AK,1,100,42271,RD
1760384806.882391,672695,43097,2,AK,1,100,42271,RD
1760384806.930389,672743,43100,2,AK,1,100,43098,RD
1760384811.995228,677808,43921,2,AK,1,100,43098,RD
1760384812.016227,677829,43924,2,AK,1,100,43922,RD
1760384817.114064,682927,44746,2,AK,1,100,43922,RD
1760384817.132064,682945,44749,2,AK,1,100,44747,RD
1760384822.223901,688037,45569,2,AK,1,100,44747,RD
1760384827.354738,693168,46391,2,AK,1,100,45570,RD
1760384827.357737,693171,46393,2,AK,1,100,45570,RD
1760384827.369737,693183,46396,2,AK,1,100,46394,RD
1760384832.467574,698281,47217,2,AK,1,100,46394,RD
1760384832.485574,698299,47220,2,AK,1,100,47218,RD
1760384837.583411,703397,48040,2,AK,1,100,47218,RD
1760384837.595411,703409,48043,2,AK,1,100,48041,RD
1760384842.702248,708516,48865,2,AK,1,100,48041,RD
1760384842.716247,708530,48868,2,AK,1,100,48866,RD
1760384847.811085,713625,49688,2,AK,1,100,48866,RD
1760384847.829084,713643,49691,2,AK,1,100,49689,RD
1760384852.927922,718742,50511,2,AK,1,100,49689,RD
1760384852.951921,718766,50514,2,AK,1,100,50512,RD
1760384858.047758,723862,51337,2,AK,1,100,50512,RD
1760384858.058758,723873,51340,2,AK,1,100,51338,RD
1760384863.154595,728969,52160,2,AK,1,100,51338,RD
1760384863.189594,729004,52163,2,AK,1,100,52161,RD
1760384868.267432,734082,52983,2,AK,1,100,52161,RD
1760384868.295431,734110,52986,2,AK,1,100,52984,RD
1760384873.392269,739207,53809,2,AK,1,100,52984,RD
1760384873.408268,739223,53812,2,AK,1,100,53810,RD
1760384878.512105,744327,54632,2,AK,1,100,53810,RD
1760384878.541104,744356,54635,2,AK,1,100,54633,RD
1760384883.619942,749435,55457,2,AK,1,100,54633,RD
1760384883.710939,749526,55460,2,AK,1,100,55458,RD
1760384888.735779,754551,56282,2,AK,1,100,55458,RD
1760384888.818776,754634,56285,2,AK,1,100,56283,RD
1760384893.843616,759659,57105,2,AK,1,100,56283,RD
1760384893.892614,759708,57108,2,AK,1,100,57106,RD
1760384898.959453,764775,57929,2,AK,1,100,57106,RD
1760384904.078290,769894,58751,2,AK,1,100,57930,RD
1760384904.080289,769896,58753,2,AK,1,100,57930,RD
1760384904.103289,769919,58756,2,AK,1,100,58754,RD
1760384909.189126,775005,59576,2,AK,1,100,58754,RD
1760384909.204126,775020,59579,2,AK,1,100,59577,RD
1760384914.314963,780131,60410,2,AK,1,100,59577,RD
1760384914.344962,780161,60413,2,AK,1,100,60411,RD
1760384919.425800,785242,61253,2,AK,1,100,60411,RD
1760384919.460799,785277,61256,2,AK,1,100,61254,RD
1760384924.539637,790356,62092,2,AK,1,100,61254,RD
1760384924.557636,790374,62095,2,AK,1,100,62093,RD
